VariableName,zawakeID,_beizhu,awakeSeqID,pos,scale,awakeDes1_cn,awakeDes1_tw,awakeDes1,awakeDes1_vn,awakeDes1_en,awakeDes1_th,awakeDes1_in,awakeDes1_ph,awakeDes1_ma,isOpen,unlockType1,unlockLimit1,unlockType2,unlockLimit2
88104,781,,4,,,,,Passive Skill Enhanced!  ,Kỹ năng bị động được tăng cường!,Passive Skill Enhanced!  ,ทักษะแบบพาสซีฟได้รับการเพิ่มพูน!  ,Keterampilan Pasif Ditingkatkan!  ,Pinahusay ang Passive na Kasanayan!  ,Kemahiran Pasif Ditingkatkan!  ,1,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=8},,
88105,781,,5,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติได้รับการเพิ่มพูนแล้ว  ,Atribut Ditingkatkan  ,Pinahusay ang Katangian  ,Atribut Ditingkatkan  ,1,,{star=10;goodFeel=200;advance=15;zawakeStage=408},,
88106,781,,6,,,,,Ultimate Skill Enhanced!  ,Kỹ năng chiêu cuối được tăng cường!,Ultimate Skill Enhanced!  ,ทักษะสุดท้ายได้รับการเพิ่มพูน!  ,Keterampilan Ultimatum Ditingkatkan!  ,Pinahusay ang Ultimate na Kasanayan!  ,Kemahiran Akhir Ditingkatkan!  ,1,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508},,
88107,781,,7,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติได้รับการเพิ่มพูนแล้ว  ,Atribut Ditingkatkan  ,Pinahusay ang Katangian  ,Atribut Ditingkatkan  ,,,{star=11;goodFeel=250;advance=16;zawakeStage=608},,
88108,781,,8,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติได้รับการเพิ่มพูนแล้ว  ,Atribut Ditingkatkan  ,Pinahusay ang Katangian  ,Atribut Ditingkatkan  ,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=12},,
89101,791,,1,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติได้รับการเพิ่มพูนแล้ว  ,Atribut Ditingkatkan  ,Pinahusay ang Katangian  ,Atribut Ditingkatkan  ,1,,{star=8;advance=13;goodFeel=100},,
89102,791,,2,,,,,Basic Attack Enhanced!  ,Tấn công cơ bản được tăng cường!,Basic Attack Enhanced!  ,การโจมตีพื้นฐานได้รับการเพิ่มพูน!  ,Serangan Dasar Ditingkatkan!  ,Pinahusay ang Pangunahing Atake!  ,Serangan Asas Ditingkatkan!  ,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
89103,791,,3,,,,,Minor Skill Enhanced!  ,Kỹ năng nhỏ được tăng cường!,Minor Skill Enhanced!  ,ทักษะเล็กน้อยได้รับการเพิ่มพูน!  ,Keterampilan Kecil Ditingkatkan!  ,Pinahusay ang Maliit na Kasanayan!  ,Kemahiran Kecil Ditingkatkan!  ,1,,{star=9;goodFeel=150;advance=14;zawakeStage=208},,
89104,791,,4,,,,,Passive Skill Enhanced!  ,Kỹ năng bị động được tăng cường!,Passive Skill Enhanced!  ,ทักษะแบบพาสซีฟได้รับการเพิ่มพูน!  ,Keterampilan Pasif Ditingkatkan!  ,Pinahusay ang Passive na Kasanayan!  ,Kemahiran Pasif Ditingkatkan!  ,1,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=8},,
89105,791,,5,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติได้รับการเพิ่มพูนแล้ว  ,Atribut Ditingkatkan  ,Pinahusay ang Katangian  ,Atribut Ditingkatkan  ,,,{star=10;goodFeel=200;advance=15;zawakeStage=408},,
89106,791,,6,,,,,Ultimate Skill Enhanced!  ,Kỹ năng chiêu cuối được tăng cường!,Ultimate Skill Enhanced!  ,ทักษะสุดท้ายได้รับการเพิ่มพูน!  ,Keterampilan Ultimatum Ditingkatkan!  ,Pinahusay ang Ultimate na Kasanayan!  ,Kemahiran Akhir Ditingkatkan!  ,,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508},,
89107,791,,7,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติได้รับการเพิ่มพูนแล้ว  ,Atribut Ditingkatkan  ,Pinahusay ang Katangian  ,Atribut Ditingkatkan  ,,,{star=11;goodFeel=250;advance=16;zawakeStage=608},,
89108,791,,8,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติได้รับการเพิ่มพูนแล้ว  ,Atribut Ditingkatkan  ,Pinahusay ang Katangian  ,Atribut Ditingkatkan  ,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=12},,
90101,801,,1,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติได้รับการเพิ่มพูนแล้ว  ,Atribut Ditingkatkan  ,Pinahusay ang Katangian  ,Atribut Ditingkatkan  ,1,,{star=8;advance=13;goodFeel=100},,
90102,801,,2,,,,,Basic Attack Enhanced!  ,Tấn công cơ bản được tăng cường!,Basic Attack Enhanced!  ,การโจมตีพื้นฐานได้รับการเพิ่มพูน!  ,Serangan Dasar Ditingkatkan!  ,Pinahusay ang Pangunahing Atake!  ,Serangan Asas Ditingkatkan!  ,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
90103,801,,3,,,,,Minor Skill Enhanced!  ,Kỹ năng nhỏ được tăng cường!,Minor Skill Enhanced!  ,ทักษะเล็กน้อยได้รับการเพิ่มพูน!  ,Keterampilan Kecil Ditingkatkan!  ,Pinahusay ang Maliit na Kasanayan!  ,Kemahiran Kecil Ditingkatkan!  ,1,,{star=9;goodFeel=150;advance=14;zawakeStage=208},,
90104,801,,4,,,,,Passive Skill Enhanced!  ,Kỹ năng bị động được tăng cường!,Passive Skill Enhanced!  ,ทักษะแบบพาสซีฟได้รับการเพิ่มพูน!  ,Keterampilan Pasif Ditingkatkan!  ,Pinahusay ang Passive na Kasanayan!  ,Kemahiran Pasif Ditingkatkan!  ,1,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=8},,
90105,801,,5,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติได้รับการเพิ่มพูนแล้ว  ,Atribut Ditingkatkan  ,Pinahusay ang Katangian  ,Atribut Ditingkatkan  ,1,,{star=10;goodFeel=200;advance=15;zawakeStage=408},,
90106,801,,6,,,,,Ultimate skill enhanced!  ,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!  ,ทักษะอัลติเมตถูกเพิ่ม!  ,Skill ultimate ditingkatkan!  ,Ultimate skill pinabuti!  ,Kemahiran Akhir Ditingkatkan!  ,1,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508},,
90107,801,,7,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Attribute pinabuti  ,Atribut Ditingkatkan  ,,,{star=11;goodFeel=250;advance=16;zawakeStage=608},,
90108,801,,8,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Attribute pinabuti  ,Atribut Ditingkatkan  ,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=12},,
96101,861,,1,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Attribute pinabuti  ,Atribut Ditingkatkan  ,1,,{star=8;advance=13;goodFeel=100},,
96102,861,,2,,,,,Basic attack enhanced!  ,Tấn công cơ bản được tăng cường!,Basic attack enhanced!  ,ทักษะโจมตีพื้นฐานถูกเพิ่ม!  ,Serangan dasar ditingkatkan!  ,Basic attack pinabuti!  ,Serangan Asas Ditingkatkan!  ,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
96103,861,,3,,,,,Small skill enhanced!  ,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!  ,ทักษะเล็กถูกเพิ่ม!  ,Skill kecil ditingkatkan!  ,Small skill pinabuti!  ,Kemahiran Kecil Ditingkatkan!  ,1,,{star=9;goodFeel=160;advance=15;zawakeStage=208},,
96104,861,,4,,,,,Passive skill enhanced!  ,Kỹ năng bị động được tăng cường!,Passive skill enhanced!  ,ทักษะพาสซีฟถูกเพิ่ม!  ,Skill pasif ditingkatkan!  ,Passive skill pinabuti!  ,Kemahiran Pasif Ditingkatkan!  ,1,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=9},,
96105,861,,5,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Attribute pinabuti  ,Atribut Ditingkatkan  ,1,,{star=10;goodFeel=220;advance=16;zawakeStage=408},,
96106,861,,6,,,,,Ultimate skill enhanced!  ,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!  ,ทักษะอัลติเมตถูกเพิ่ม!  ,Skill ultimate ditingkatkan!  ,Ultimate skill pinabuti!  ,Kemahiran Akhir Ditingkatkan!  ,1,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
96107,861,,7,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Attribute pinabuti  ,Atribut Ditingkatkan  ,,,{star=11;goodFeel=300;advance=17;zawakeStage=608},,
96108,861,,8,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Attribute pinabuti  ,Atribut Ditingkatkan  ,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=15},,
98101,881,,1,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Attribute pinabuti  ,Atribut Ditingkatkan  ,1,,{star=8;advance=13;goodFeel=100},,
98102,881,,2,,,,,Basic attack enhanced!  ,Tấn công cơ bản được tăng cường!,Basic attack enhanced!  ,ทักษะโจมตีพื้นฐานถูกเพิ่ม!  ,Serangan dasar ditingkatkan!  ,Basic attack pinabuti!  ,Serangan Asas Ditingkatkan!  ,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
98103,881,,3,,,,,Small skill enhanced!  ,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!  ,ทักษะเล็กถูกเพิ่ม!  ,Skill kecil ditingkatkan!  ,Small skill pinabuti!  ,Kemahiran Kecil Ditingkatkan!  ,1,,{star=9;goodFeel=160;advance=15;zawakeStage=208},,
98104,881,,4,,,,,Passive skill enhanced!  ,Kỹ năng bị động được tăng cường!,Passive skill enhanced!  ,ทักษะพาสซีฟถูกเพิ่ม!  ,Skill pasif ditingkatkan!  ,Passive skill pinabuti!  ,Kemahiran Pasif Ditingkatkan!  ,1,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=9},,
98105,881,,5,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Attribute pinabuti  ,Atribut Ditingkatkan  ,,,{star=10;goodFeel=220;advance=16;zawakeStage=408},,
98106,881,,6,,,,,Ultimate skill enhanced!  ,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!  ,ทักษะอัลติเมตถูกเพิ่ม!  ,Skill ultimate ditingkatkan!  ,Ultimate skill pinabuti!  ,Kemahiran Akhir Ditingkatkan!  ,,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
98107,881,,7,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Attribute pinabuti  ,Atribut Ditingkatkan  ,,,{star=11;goodFeel=300;advance=17;zawakeStage=608},,
98108,881,,8,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Attribute pinabuti  ,Atribut Ditingkatkan  ,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=15},,
98201,882,,1,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Attribute pinabuti  ,Atribut Ditingkatkan  ,,,{star=8;advance=13;goodFeel=100},,
98202,882,,2,,,,,Basic attack enhanced!  ,Tấn công cơ bản được tăng cường!,Basic attack enhanced!  ,ทักษะโจมตีพื้นฐานถูกเพิ่ม!  ,Serangan dasar ditingkatkan!  ,Basic attack pinabuti!  ,Serangan Asas Ditingkatkan!  ,,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
98203,882,,3,,,,,Small skill enhanced!  ,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!  ,ทักษะเล็กถูกเพิ่ม!  ,Skill kecil ditingkatkan!  ,Small skill pinabuti!  ,Kemahiran Kecil Ditingkatkan!  ,,,{star=9;goodFeel=160;advance=15;zawakeStage=208},,
98204,882,,4,,,,,Passive skill enhanced!  ,Kỹ năng bị động được tăng cường!,Passive skill enhanced!  ,ทักษะพาสซีฟถูกเพิ่ม!  ,Skill pasif ditingkatkan!  ,Passive skill pinabuti!  ,Kemahiran Pasif Ditingkatkan!  ,,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=9},,
98205,882,,5,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Attribute pinabuti  ,Atribut Ditingkatkan  ,,,{star=10;goodFeel=220;advance=16;zawakeStage=408},,
98206,882,,6,,,,,Ultimate skill enhanced!  ,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!  ,ทักษะอัลติเมตถูกเพิ่ม!  ,Skill ultimate ditingkatkan!  ,Ultimate skill pinabuti!  ,Kemahiran Akhir Ditingkatkan!  ,,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
98207,882,,7,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Attribute pinabuti  ,Atribut Ditingkatkan  ,,,{star=11;goodFeel=300;advance=17;zawakeStage=608},,
98208,882,,8,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Attribute pinabuti  ,Atribut Ditingkatkan  ,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=15},,
99101,891,,1,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Attribute pinabuti  ,Atribut Ditingkatkan  ,,,{star=8;advance=13;goodFeel=100},,
99102,891,,2,,,,,Basic attack enhanced!  ,Tấn công cơ bản được tăng cường!,Basic attack enhanced!  ,ทักษะโจมตีพื้นฐานถูกเพิ่ม!  ,Serangan dasar ditingkatkan!  ,Basic attack pinabuti!  ,Serangan Asas Ditingkatkan!  ,,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
99103,891,,3,,,,,Small skill enhanced!  ,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!  ,ทักษะเล็กถูกเพิ่ม!  ,Skill kecil ditingkatkan!  ,Small skill pinabuti!  ,Kemahiran Kecil Ditingkatkan!  ,,,{star=9;goodFeel=150;advance=14;zawakeStage=208},,
99104,891,,4,,,,,Passive skill enhanced!  ,Kỹ năng bị động được tăng cường!,Passive skill enhanced!  ,ทักษะพาสซีฟถูกเพิ่ม!  ,Skill pasif ditingkatkan!  ,Passive skill pinabuti!  ,Kemahiran Pasif Ditingkatkan!  ,,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=8},,
99105,891,,5,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Attribute pinabuti  ,Atribut Ditingkatkan  ,,,{star=10;goodFeel=200;advance=15;zawakeStage=408},,
99106,891,,6,,,,,Ultimate skill enhanced!  ,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!  ,ทักษะอัลติเมตถูกเพิ่ม!  ,Skill ultimate ditingkatkan!  ,Ultimate skill pinabuti!  ,Kemahiran Akhir Ditingkatkan!  ,,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508},,
99107,891,,7,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Attribute pinabuti  ,Atribut Ditingkatkan  ,,,{star=11;goodFeel=250;advance=16;zawakeStage=608},,
99108,891,,8,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Attribute pinabuti  ,Atribut Ditingkatkan  ,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=12},,
113101,1031,,1,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Attribute pinabuti  ,Atribut Ditingkatkan  ,1,,{star=8;advance=13;goodFeel=100},,
113102,1031,,2,,,,,Basic attack enhanced!  ,Tấn công cơ bản được tăng cường!,Basic attack enhanced!  ,ทักษะโจมตีพื้นฐานถูกเพิ่ม!  ,Serangan dasar ditingkatkan!  ,Basic attack pinabuti!  ,Serangan asas ditingkatkan!  ,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
113103,1031,,3,,,,,Small skill enhanced!  ,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!  ,ทักษะเล็กถูกเพิ่ม!  ,Skill kecil ditingkatkan!  ,Small skill pinabuti!  ,Kemahiran kecil ditingkatkan!  ,1,,{star=9;goodFeel=160;advance=15;zawakeStage=208},,
113104,1031,,4,,,,,Passive skill enhanced!  ,Kỹ năng bị động được tăng cường!,Passive skill enhanced!  ,ทักษะพาสซีฟถูกเพิ่ม!  ,Skill pasif ditingkatkan!  ,Passive skill pinabuti!  ,Kemahiran pasif ditingkatkan!  ,1,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=9},,
113105,1031,,5,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Attribute pinabuti  ,Atribut ditingkatkan  ,1,,{star=10;goodFeel=220;advance=16;zawakeStage=408},,
