VariableName,sceneName_cn,sceneName_tw,sceneName,sceneName_vn,sceneName_th,sceneName_in,sceneName_en,sceneName_ma,sceneName_ph,_beizhu,languages,monsters,boss,icon,gateType,sceneType,roundLimit,backMusic,backGround,bg_boss,bg_boss_pos,openLevel,desc,sceneCount,showLevel,sceneLevel,skillLevel,sceneLevelCorrect,demonCorrect,demonCorrectSelf,limitType,limitArg,firstAward,firstAwardShow,saodangAward,saodangAwardShow,lowestFightingPoint,gateDesc,gateDesc_tw,gateDesc_ma,gateDesc_ph,gateDesc_th,gateDesc_in,gateDesc_en,gateDesc_vn,gateDesc_kr
100125,,,Level 125,Cấp 125,Level 125,Level 125,Level 125,Level 125,Level 125,,,<{level=140;unitId=230273;advance=17};{level=215;unitId=233293;advance=17};{level=140;unitId=232013;advance=17};{level=140;unitId=231071;advance=17};{level=140;unitId=230552;advance=17}>,<{level=215;unitId=251125;advance=18}>,config/portrait/jinglingtouxiang2/img_3673.png,,22,,,battle/scene/bg_grass.jpg,,,,,,215,557,557,,,,5,<<1;1;10%>;<7;0;10%>;<8;0;10%>>,{gold=140000;451=30;519=1},<<gold;140000;1>;<451;30;1>;<519;1;1>>,{gold=4400;452=1;libs=<110;111;112>},<<gold;4400;0>;<451;1;1>;<452;1;1>>,300303,,,Aura units can block two attacks without taking damage.,Aura units can block two attacks without taking damage.,Aura units can block two attacks without taking damage.,Aura units can block two attacks without taking damage.,Aura units can block two attacks without taking damage.,Đơn vị trong hào quang có thể chặn hai lần tấn công mà không bị thương,
100126,,,Level 126,Cấp 126,Level 126,Level 126,Level 126,Level 126,Level 126,,,<{level=141;unitId=230333;advance=18};{level=217;unitId=233342;advance=18};{level=141;unitId=232023;advance=18};{level=141;unitId=231032;advance=18};{level=141;unitId=230593;advance=18}>,<{level=217;unitId=251126;advance=19}>,config/portrait/jinglingtouxiang2/img_7001.png,,22,,,battle/scene/bg_night.jpg,,,,,,217,561,561,,,,3,<<7;1;5%>;<8;1;5%>>,{gold=145000;451=30;452=20},<<gold;145000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=4500},<<gold;4500;0>;<451;1;1>;<452;1;1>>,300303,,,,,,,,,
100127,,,Level 127,Cấp 127,Level 127,Level 127,Level 127,Level 127,Level 127,,,<{level=142;unitId=230402;advance=18};{level=219;unitId=233432;advance=18};{level=142;unitId=232033;advance=18};{level=142;unitId=231082;advance=18};{level=142;unitId=230603;advance=18}>,<{level=219;unitId=251127;advance=19}>,config/portrait/jinglingtouxiang2/img_163.png,,22,,,battle/scene/bg_sd.jpg,,,,,,219,565,565,,,,4,<<7;0;5%>;<8;0;5%>;<14;0;5%>>,{502=1;451=30;gold=145000},<<gold;145000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=4500},<<gold;4500;0>;<451;1;1>;<452;1;1>>,300303,,,,,,,,,
100128,,,Level 128,Cấp 128,Level 128,Level 128,Level 128,Level 128,Level 128,,,<{level=143;unitId=230493;advance=18};{level=221;unitId=233472;advance=18};{level=143;unitId=232073;advance=18};{level=143;unitId=231221;advance=18};{level=143;unitId=230611;advance=18}>,<{level=221;unitId=251128;advance=19}>,config/portrait/jinglingtouxiang2/img_242.png,,22,,,battle/scene/bg_tower.jpg,,,,,,221,569,569,,,,5,<<7;0;7%>;<8;0;7%>>,{rmb=100;451=30;gold=145000},<<gold;145000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=4500},<<gold;4500;0>;<451;1;1>;<452;1;1>>,300303,,,,,,,,,
100129,,,Level 129,Cấp 129,Level 129,Level 129,Level 129,Level 129,Level 129,,,<{level=144;unitId=230503;advance=18};{level=223;unitId=233511;advance=18};{level=144;unitId=232242;advance=18};{level=144;unitId=231253;advance=18};{level=144;unitId=230632;advance=18}>,<{level=223;unitId=251129;advance=19}>,config/portrait/jinglingtouxiang2/img_263.png,,22,,,battle/scene/bg_grass.jpg,,,,,,223,573,573,,,,5,<<1;0;7%>;<22;0;7%>>,{gold=145000;451=30;452=20},<<gold;145000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=4500},<<gold;4500;0>;<451;1;1>;<452;1;1>>,300303,,,,,,,,,
100130,,,Level 130,Cấp 130,Level 130,Level 130,Level 130,Level 130,Level 130,,,<{level=145;unitId=230552;advance=18};{level=225;unitId=233543;advance=18};{level=145;unitId=232593;advance=18};{level=145;unitId=231293;advance=18};{level=145;unitId=230641;advance=18}>,<{level=225;unitId=251130;advance=19}>,config/portrait/jinglingtouxiang2/img_333.png,,22,,,battle/scene/bg_night.jpg,,,,,,225,577,577,,,,5,<<1;1;20%>;<7;0;20%>;<8;0;20%>>,{501=1;451=30;gold=145000},<<gold;145000;1>;<451;30;1>;<501;1;1>>,{gold=4500;452=2;libs=<110;111;112>},<<gold;4500;0>;<451;1;1>;<452;1;1>>,343204,,,The boss will revive from other monsters.,The boss will revive from other monsters.,The boss will revive from other monsters.,The boss will revive from other monsters.,The boss will revive from other monsters.,Thủ lĩnh sẽ hồi sinh từ các quái vật khác,
100131,,,Level 131,Cấp 131,Level 131,Level 131,Level 131,Level 131,Level 131,,,<{level=146;unitId=230593;advance=18};{level=227;unitId=233592;advance=18};{level=146;unitId=232612;advance=18};{level=146;unitId=231303;advance=18};{level=146;unitId=230692;advance=18}>,<{level=227;unitId=251131;advance=19}>,config/portrait/jinglingtouxiang2/img_393.png,,22,,,battle/scene/bg_sd.jpg,,,,,,227,581,581,,,,3,<<9;1;5%>;<10;1;5%>>,{gold=150000;451=30;452=20},<<gold;150000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=4600},<<gold;4600;0>;<451;1;1>;<452;1;1>>,343204,,,,,,,,,
100132,,,Level 132,Cấp 132,Level 132,Level 132,Level 132,Level 132,Level 132,,,<{level=147;unitId=230603;advance=18};{level=229;unitId=233663;advance=18};{level=147;unitId=232633;advance=18};{level=147;unitId=231394;advance=18};{level=147;unitId=230712;advance=18}>,<{level=229;unitId=251132;advance=19}>,config/portrait/jinglingtouxiang2/img_503.png,,22,,,battle/scene/bg_tower.jpg,,,,,,229,585,585,,,,4,<<9;0;5%>;<10;0;5%>;<17;0;5%>>,{502=1;451=30;gold=150000},<<gold;150000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=4600},<<gold;4600;0>;<451;1;1>;<452;1;1>>,343204,,,,,,,,,
100133,,,Level 133,Cấp 133,Level 133,Level 133,Level 133,Level 133,Level 133,,,<{level=148;unitId=230611;advance=18};{level=231;unitId=233683;advance=18};{level=148;unitId=232683;advance=18};{level=148;unitId=231612;advance=18};{level=148;unitId=230731;advance=18}>,<{level=231;unitId=251133;advance=19}>,config/portrait/jinglingtouxiang2/img_572.png,,22,,,battle/scene/bg_grass.jpg,,,,,,231,589,589,,,,5,<<9;0;7%>;<10;0;7%>>,{rmb=100;451=30;gold=150000},<<gold;150000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=4600},<<gold;4600;0>;<451;1;1>;<452;1;1>>,343204,,,,,,,,,
100134,,,Level 134,Cấp 134,Level 134,Level 134,Level 134,Level 134,Level 134,,,<{level=149;unitId=230632;advance=18};{level=233;unitId=233772;advance=18};{level=149;unitId=232723;advance=18};{level=149;unitId=231772;advance=18};{level=149;unitId=230741;advance=18}>,<{level=233;unitId=251134;advance=19}>,config/portrait/jinglingtouxiang2/img_593.png,,22,,,battle/scene/bg_night.jpg,,,,,,233,593,593,,,,5,<<9;0;7%>;<10;0;7%>;<24;0;7%>>,{gold=150000;451=30;452=20},<<gold;150000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=4600},<<gold;4600;0>;<451;1;1>;<452;1;1>>,343204,,,,,,,,,
100135,,,Level 135,Cấp 135,Level 135,Level 135,Level 135,Level 135,Level 135,,,<{level=150;unitId=230641;advance=18};{level=235;unitId=230013;advance=18};{level=150;unitId=232843;advance=18};{level=150;unitId=231813;advance=18};{level=150;unitId=230793;advance=18}>,<{level=235;unitId=251135;advance=19}>,config/portrait/jinglingtouxiang2/img_603.png,,22,,,battle/scene/bg_sd.jpg,,,,,,235,597,597,,,,5,<<9;1;10%>;<10;1;10%>;<7;0;10%>>,{gold=150000;451=30;519=1},<<gold;150000;1>;<451;30;1>;<519;1;1>>,{gold=4600;452=1;libs=<110;111;112>},<<gold;4600;0>;<451;1;1>;<452;1;1>>,386104,,,Heroes entering battle will be severely wounded; killing aura units restores some HP.,Heroes entering battle will be severely wounded; killing aura units restores some HP.,Heroes entering battle will be severely wounded; killing aura units restores some HP.,Heroes entering battle will be severely wounded; killing aura units restores some HP.,Heroes entering battle will be severely wounded; killing aura units restores some HP.,"Anh hùng vào trận sẽ bị thương nặng, tiêu diệt đơn vị trong hào quang sẽ hồi phục một ít máu",
100136,,,Level 136,Cấp 136,Level 136,Level 136,Level 136,Level 136,Level 136,,,<{level=151;unitId=230692;advance=19};{level=237;unitId=230044;advance=19};{level=151;unitId=232963;advance=19};{level=151;unitId=231841;advance=19};{level=151;unitId=230863;advance=19}>,<{level=237;unitId=251136;advance=20}>,config/portrait/jinglingtouxiang2/img_611.png,,22,,,battle/scene/bg_tower.jpg,,,,,,237,601,601,,,,3,<<13;1;5%>>,{gold=155000;451=30;452=20},<<gold;155000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=4700},<<gold;4700;0>;<451;1;1>;<452;1;1>>,386104,,,,,,,,,
100137,,,Level 137,Cấp 137,Level 137,Level 137,Level 137,Level 137,Level 137,,,<{level=152;unitId=230712;advance=19};{level=239;unitId=230053;advance=19};{level=152;unitId=233003;advance=19};{level=152;unitId=231903;advance=19};{level=152;unitId=230883;advance=19}>,<{level=239;unitId=251137;advance=20}>,config/portrait/jinglingtouxiang2/img_631.png,,22,,,battle/scene/bg_grass.jpg,,,,,,239,605,605,,,,4,<<13;0;5%>;<24;0;5%>>,{502=1;451=30;gold=155000},<<gold;155000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=4700},<<gold;4700;0>;<451;1;1>;<452;1;1>>,386104,,,,,,,,,
100138,,,Level 138,Cấp 138,Level 138,Level 138,Level 138,Level 138,Level 138,,,<{level=153;unitId=230731;advance=19};{level=241;unitId=230082;advance=19};{level=153;unitId=233152;advance=19};{level=153;unitId=231911;advance=19};{level=153;unitId=230972;advance=19}>,<{level=241;unitId=251138;advance=20}>,config/portrait/jinglingtouxiang2/img_641.png,,22,,,battle/scene/bg_night.jpg,,,,,,241,609,609,,,,5,<<9;0;7%>;<10;0;7%>>,{rmb=100;451=30;gold=155000},<<gold;155000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=4700},<<gold;4700;0>;<451;1;1>;<452;1;1>>,386104,,,,,,,,,
100139,,,Level 139,Cấp 139,Level 139,Level 139,Level 139,Level 139,Level 139,,,<{level=154;unitId=230741;advance=19};{level=243;unitId=230163;advance=19};{level=154;unitId=233161;advance=19};{level=154;unitId=231931;advance=19};{level=154;unitId=231071;advance=19}>,<{level=243;unitId=251139;advance=20}>,config/portrait/jinglingtouxiang2/img_701.png,,22,,,battle/scene/bg_sd.jpg,,,,,,243,613,613,,,,5,<<9;0;7%>;<10;0;7%>;<24;0;7%>>,{gold=155000;451=30;452=20},<<gold;155000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=4700},<<gold;4700;0>;<451;1;1>;<452;1;1>>,386104,,,,,,,,,
100140,,,Level 140,Cấp 140,Level 140,Level 140,Level 140,Level 140,Level 140,,,<{level=155;unitId=230793;advance=19};{level=245;unitId=230242;advance=19};{level=155;unitId=233181;advance=19};{level=155;unitId=232013;advance=19};{level=155;unitId=231032;advance=19}>,<{level=245;unitId=251140;advance=20}>,config/portrait/jinglingtouxiang2/img_712.png,,22,,,battle/scene/bg_tower.jpg,,,,,,245,617,617,,,,5,<<9;1;20%>;<10;1;20%>;<8;0;20%>>,{501=1;451=30;gold=155000},<<gold;155000;1>;<451;30;1>;<501;1;1>>,{gold=4700;452=2;libs=<110;111;112>},<<gold;4700;0>;<451;1;1>;<452;1;1>>,386104,,,All monsters' control rate increases; killing aura units removes this effect.,All monsters' control rate increases; killing aura units removes this effect.,All monsters' control rate increases; killing aura units removes this effect.,All monsters' control rate increases; killing aura units removes this effect.,All monsters' control rate increases; killing aura units removes this effect.,"Toàn bộ quái vật tăng cường tỷ lệ kiểm soát, tiêu diệt đơn vị trong hào quang sẽ xóa bỏ hiệu ứng này",
100141,,,Level 141,Cấp 141,Level 141,Level 141,Level 141,Level 141,Level 141,,,<{level=156;unitId=230863;advance=19};{level=247;unitId=230273;advance=19};{level=156;unitId=233251;advance=19};{level=156;unitId=232023;advance=19};{level=156;unitId=231082;advance=19}>,<{level=247;unitId=251141;advance=20}>,config/portrait/jinglingtouxiang2/img_721.png,,22,,,battle/scene/bg_grass.jpg,,,,,,247,621,621,,,,3,<<1;1;5%>>,{gold=160000;451=30;452=20},<<gold;160000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=4800},<<gold;4800;0>;<451;1;1>;<452;1;1>>,386104,,,,,,,,,
100142,,,Level 142,Cấp 142,Level 142,Level 142,Level 142,Level 142,Level 142,,,<{level=157;unitId=230883;advance=19};{level=249;unitId=230333;advance=19};{level=157;unitId=233283;advance=19};{level=157;unitId=232033;advance=19};{level=157;unitId=231221;advance=19}>,<{level=249;unitId=251142;advance=20}>,config/portrait/jinglingtouxiang2/img_731.png,,22,,,battle/scene/bg_night.jpg,,,,,,249,625,625,,,,4,<<1;0;5%>;<28;0;5%>>,{502=1;451=30;gold=160000},<<gold;160000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=4800},<<gold;4800;0>;<451;1;1>;<452;1;1>>,386104,,,,,,,,,
100143,,,Level 143,Cấp 143,Level 143,Level 143,Level 143,Level 143,Level 143,,,<{level=158;unitId=230972;advance=19};{level=251;unitId=230402;advance=19};{level=158;unitId=233293;advance=19};{level=158;unitId=232073;advance=19};{level=158;unitId=231253;advance=19}>,<{level=251;unitId=251143;advance=20}>,config/portrait/jinglingtouxiang2/img_741.png,,22,,,battle/scene/bg_sd.jpg,,,,,,251,629,629,,,,5,<<27;0;7%>;<24;0;7%>>,{rmb=100;451=30;gold=160000},<<gold;160000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=4800},<<gold;4800;0>;<451;1;1>;<452;1;1>>,386104,,,,,,,,,
100144,,,Level 144,Cấp 144,Level 144,Level 144,Level 144,Level 144,Level 144,,,<{level=159;unitId=231071;advance=19};{level=253;unitId=230493;advance=19};{level=159;unitId=233342;advance=19};{level=159;unitId=232242;advance=19};{level=159;unitId=231293;advance=19}>,<{level=253;unitId=251144;advance=20}>,config/portrait/jinglingtouxiang2/img_771.png,,22,,,battle/scene/bg_tower.jpg,,,,,,253,633,633,,,,5,<<1;0;7%>;<24;0;7%>>,{gold=160000;451=30;452=20},<<gold;160000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=4800},<<gold;4800;0>;<451;1;1>;<452;1;1>>,386104,,,,,,,,,
100145,,,Level 145,Cấp 145,Level 145,Level 145,Level 145,Level 145,Level 145,,,<{level=160;unitId=230883;advance=19};{level=255;unitId=231221;advance=19};{level=160;unitId=230731;advance=19};{level=160;unitId=230333;advance=19};{level=160;unitId=230593;advance=19}>,<{level=255;unitId=251145;advance=20}>,config/portrait/jinglingtouxiang2/img_7001.png,,22,,,battle/scene/bg_grass.jpg,,,,,,255,637,637,,,,5,<<27;0;10%>;<24;0;10%>>,{gold=160000;451=30;519=1},<<gold;160000;1>;<451;30;1>;<519;1;1>>,{gold=4800;452=1;libs=<110;111;112>},<<gold;4800;0>;<451;1;1>;<452;1;1>>,429005,,,Electric-type monsters continuously charge the boss.,Electric-type monsters continuously charge the boss.,Electric-type monsters continuously charge the boss.,Electric-type monsters continuously charge the boss.,Electric-type monsters continuously charge the boss.,Quái vật hệ điện sẽ liên tục nạp năng lượng cho thủ lĩnh,
100146,,,Level 146,Cấp 146,Level 146,Level 146,Level 146,Level 146,Level 146,,,<{level=161;unitId=231082;advance=20};{level=257;unitId=230552;advance=20};{level=161;unitId=233472;advance=20};{level=161;unitId=232612;advance=20};{level=161;unitId=231394;advance=20}>,<{level=257;unitId=251146;advance=21}>,config/portrait/jinglingtouxiang2/img_883.png,,22,,,battle/scene/bg_night.jpg,,,,,,257,641,641,,,,3,<<7;1;5%>;<8;1;5%>>,{gold=165000;451=30;452=20},<<gold;165000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=4900},<<gold;4900;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100147,,,Level 147,Cấp 147,Level 147,Level 147,Level 147,Level 147,Level 147,,,<{level=162;unitId=231221;advance=20};{level=259;unitId=230593;advance=20};{level=162;unitId=233511;advance=20};{level=162;unitId=232633;advance=20};{level=162;unitId=231612;advance=20}>,<{level=259;unitId=251147;advance=21}>,config/portrait/jinglingtouxiang2/img_972.png,,22,,,battle/scene/bg_sd.jpg,,,,,,259,645,645,,,,4,<<7;0;5%>;<8;0;5%>;<14;0;5%>>,{502=1;451=30;gold=165000},<<gold;165000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=4900},<<gold;4900;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100148,,,Level 148,Cấp 148,Level 148,Level 148,Level 148,Level 148,Level 148,,,<{level=163;unitId=231253;advance=20};{level=261;unitId=230603;advance=20};{level=163;unitId=233543;advance=20};{level=163;unitId=232683;advance=20};{level=163;unitId=231772;advance=20}>,<{level=261;unitId=251148;advance=21}>,config/portrait/jinglingtouxiang2/img_1071.png,,22,,,battle/scene/bg_tower.jpg,,,,,,261,649,649,,,,5,<<27;0;7%>;<24;0;7%>>,{rmb=100;451=30;gold=165000},<<gold;165000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=4900},<<gold;4900;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100149,,,Level 149,Cấp 149,Level 149,Level 149,Level 149,Level 149,Level 149,,,<{level=164;unitId=231293;advance=20};{level=263;unitId=230611;advance=20};{level=164;unitId=233592;advance=20};{level=164;unitId=232723;advance=20};{level=164;unitId=231813;advance=20}>,<{level=263;unitId=251149;advance=21}>,config/portrait/jinglingtouxiang2/img_1032.png,,22,,,battle/scene/bg_grass.jpg,,,,,,263,653,653,,,,5,<<1;0;7%>;<24;0;7%>>,{gold=165000;451=30;452=20},<<gold;165000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=4900},<<gold;4900;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100150,,,Level 150,Cấp 150,Level 150,Level 150,Level 150,Level 150,Level 150,,,<{level=165;unitId=231303;advance=20};{level=265;unitId=230632;advance=20};{level=165;unitId=233663;advance=20};{level=165;unitId=232843;advance=20};{level=165;unitId=231841;advance=20}>,<{level=265;unitId=251150;advance=21}>,config/portrait/jinglingtouxiang2/img_1082.png,,22,,,battle/scene/bg_night.jpg,,,,,,265,657,657,,,,5,<<27;0;20%>;<24;0;20%>>,{501=1;451=30;gold=165000},<<gold;165000;1>;<451;30;1>;<501;1;1>>,{gold=4900;452=2;libs=<110;111;112>},<<gold;4900;0>;<451;1;1>;<452;1;1>>,429005,,,All heroes' defense decreases on entry; killing aura units removes this effect.,All heroes' defense decreases on entry; killing aura units removes this effect.,All heroes' defense decreases on entry; killing aura units removes this effect.,All heroes' defense decreases on entry; killing aura units removes this effect.,All heroes' defense decreases on entry; killing aura units removes this effect.,"Toàn bộ anh hùng vào trận sẽ giảm phòng thủ, tiêu diệt đơn vị trong hào quang sẽ xóa bỏ hiệu ứng này",
100151,,,Level 151,Cấp 151,Level 151,Level 151,Level 151,Level 151,Level 151,,,<{level=166;unitId=231394;advance=21};{level=267;unitId=230641;advance=21};{level=166;unitId=233683;advance=21};{level=166;unitId=232963;advance=21};{level=166;unitId=231903;advance=21}>,<{level=267;unitId=251151;advance=22}>,config/portrait/jinglingtouxiang2/img_1231.png,,22,,,battle/scene/bg_grass.jpg,,,,,,267,662,662,,,,3,<<9;1;5%>;<10;1;5%>>,{gold=170000;451=30;452=20},<<gold;170000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=5000},<<gold;5000;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100152,,,Level 152,Cấp 152,Level 152,Level 152,Level 152,Level 152,Level 152,,,<{level=167;unitId=231612;advance=21};{level=269;unitId=230692;advance=21};{level=167;unitId=233772;advance=21};{level=167;unitId=233003;advance=21};{level=167;unitId=231911;advance=21}>,<{level=269;unitId=251152;advance=22}>,config/portrait/jinglingtouxiang2/img_1241.png,,22,,,battle/scene/bg_night.jpg,,,,,,269,667,667,,,,4,<<9;0;5%>;<10;0;5%>;<17;0;5%>>,{502=1;451=30;gold=170000},<<gold;170000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=5000},<<gold;5000;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100153,,,Level 153,Cấp 153,Level 153,Level 153,Level 153,Level 153,Level 153,,,<{level=168;unitId=231772;advance=21};{level=271;unitId=230712;advance=21};{level=168;unitId=230013;advance=21};{level=168;unitId=233152;advance=21};{level=168;unitId=231931;advance=21}>,<{level=271;unitId=251153;advance=22}>,config/portrait/jinglingtouxiang2/img_1253.png,,22,,,battle/scene/bg_sd.jpg,,,,,,271,672,672,,,,5,<<1;0;7%>;<24;0;7%>>,{rmb=100;451=30;gold=170000},<<gold;170000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=5000},<<gold;5000;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100154,,,Level 154,Cấp 154,Level 154,Level 154,Level 154,Level 154,Level 154,,,<{level=169;unitId=231813;advance=21};{level=273;unitId=230731;advance=21};{level=169;unitId=230044;advance=21};{level=169;unitId=233161;advance=21};{level=169;unitId=232013;advance=21}>,<{level=273;unitId=251154;advance=22}>,config/portrait/jinglingtouxiang2/img_1293.png,,22,,,battle/scene/bg_tower.jpg,,,,,,273,677,677,,,,5,<<27;0;7%>;<24;0;7%>>,{gold=170000;451=30;452=20},<<gold;170000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=5000},<<gold;5000;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100155,,,Level 155,Cấp 155,Level 155,Level 155,Level 155,Level 155,Level 155,,,<{level=170;unitId=231841;advance=21};{level=275;unitId=230741;advance=21};{level=170;unitId=230053;advance=21};{level=170;unitId=233181;advance=21};{level=170;unitId=232023;advance=21}>,<{level=275;unitId=251155;advance=22}>,config/portrait/jinglingtouxiang2/img_1303.png,,22,,,battle/scene/bg_grass.jpg,,,,,,275,682,682,,,,5,<<1;1;10%>;<13;0;10%>>,{gold=170000;451=30;519=1},<<gold;170000;1>;<451;30;1>;<519;1;1>>,{gold=5000;452=1;libs=<110;111;112>},<<gold;5000;0>;<451;1;1>;<452;1;1>>,429005,,,All heroes' speed and control rate decrease; killing aura units removes this.,All heroes' speed and control rate decrease; killing aura units removes this.,All heroes' speed and control rate decrease; killing aura units removes this.,All heroes' speed and control rate decrease; killing aura units removes this.,All heroes' speed and control rate decrease; killing aura units removes this.,"Toàn bộ anh hùng giảm tốc độ và tỷ lệ kiểm soát, tiêu diệt đơn vị trong hào quang sẽ xóa bỏ",
