VariableName,_comment,weightList,cardWeightMap,specialWeightMap
22508,,<<60121;200;1>;<60122;200;1>;<60123;200;1>;<60124;200;1>;<60125;200;1>;<60126;200;1>;<60131;200;1>;<60132;360;1>;<60133;360;1>;<60134;360;1>;<60135;360;1>;<60136;360;1>;<60141;360;1>;<60142;240;1>;<60143;240;1>;<60144;240;1>;<60145;240;1>;<60146;240;1>;<60151;240;1>;<60152;50;1>;<60153;50;1>;<60154;50;1>;<60155;50;1>;<60156;50;1>;<60161;50;1>;<60162;50;1>;<60163;50;1>;<60164;50;1>;<60165;50;1>;<60166;50;1>;<60221;200;1>;<60222;200;1>;<60223;200;1>;<60224;200;1>;<60225;200;1>;<60226;200;1>;<60231;200;1>;<60232;360;1>;<60233;360;1>;<60234;360;1>;<60235;360;1>;<60236;360;1>;<60241;360;1>;<60242;240;1>;<60243;240;1>;<60244;240;1>;<60245;240;1>;<60246;240;1>;<60251;240;1>;<60252;50;1>;<60253;50;1>;<60254;50;1>;<60255;50;1>;<60256;50;1>;<60261;50;1>;<60262;50;1>;<60263;50;1>;<60264;50;1>;<60265;50;1>;<60266;50;1>;<60321;200;1>;<60322;200;1>;<60323;200;1>;<60324;200;1>;<60325;200;1>;<60326;200;1>;<60331;200;1>;<60332;360;1>;<60333;360;1>;<60334;360;1>;<60335;360;1>;<60336;360;1>;<60341;360;1>;<60342;240;1>;<60343;240;1>;<60344;240;1>;<60345;240;1>;<60346;240;1>;<60351;240;1>;<60352;50;1>;<60353;50;1>;<60354;50;1>;<60355;50;1>;<60356;50;1>;<60361;50;1>;<60362;50;1>;<60363;50;1>;<60364;50;1>;<60365;50;1>;<60366;50;1>;<60421;200;1>;<60422;200;1>;<60423;200;1>;<60424;200;1>;<60425;200;1>;<60426;200;1>;<60431;200;1>;<60432;360;1>;<60433;360;1>;<60434;360;1>;<60435;360;1>;<60436;360;1>;<60441;360;1>;<60442;240;1>;<60443;240;1>;<60444;240;1>;<60445;240;1>;<60446;240;1>;<60451;240;1>;<60452;50;1>;<60453;50;1>;<60454;50;1>;<60455;50;1>;<60456;50;1>;<60461;50;1>;<60462;50;1>;<60463;50;1>;<60464;50;1>;<60465;50;1>;<60466;50;1>;<60521;200;1>;<60522;200;1>;<60523;200;1>;<60524;200;1>;<60525;200;1>;<60526;200;1>;<60531;200;1>;<60532;360;1>;<60533;360;1>;<60534;360;1>;<60535;360;1>;<60536;360;1>;<60541;360;1>;<60542;240;1>;<60543;240;1>;<60544;240;1>;<60545;240;1>;<60546;240;1>;<60551;240;1>;<60552;50;1>;<60553;50;1>;<60554;50;1>;<60555;50;1>;<60556;50;1>;<60561;50;1>;<60562;50;1>;<60563;50;1>;<60564;50;1>;<60565;50;1>;<60566;50;1>;<60621;200;1>;<60622;200;1>;<60623;200;1>;<60624;200;1>;<60625;200;1>;<60626;200;1>;<60631;200;1>;<60632;360;1>;<60633;360;1>;<60634;360;1>;<60635;360;1>;<60636;360;1>;<60641;360;1>;<60642;240;1>;<60643;240;1>;<60644;240;1>;<60645;240;1>;<60646;240;1>;<60651;240;1>;<60652;50;1>;<60653;50;1>;<60654;50;1>;<60655;50;1>;<60656;50;1>;<60661;50;1>;<60662;50;1>;<60663;50;1>;<60664;50;1>;<60665;50;1>;<60666;50;1>;<60721;200;1>;<60722;200;1>;<60723;200;1>;<60724;200;1>;<60725;200;1>;<60726;200;1>;<60731;200;1>;<60732;360;1>;<60733;360;1>;<60734;360;1>;<60735;360;1>;<60736;360;1>;<60741;360;1>;<60742;240;1>;<60743;240;1>;<60744;240;1>;<60745;240;1>;<60746;240;1>;<60751;240;1>;<60752;50;1>;<60753;50;1>;<60754;50;1>;<60755;50;1>;<60756;50;1>;<60761;50;1>;<60762;50;1>;<60763;50;1>;<60764;50;1>;<60765;50;1>;<60766;50;1>;<60821;200;1>;<60822;200;1>;<60823;200;1>;<60824;200;1>;<60825;200;1>;<60826;200;1>;<60831;200;1>;<60832;360;1>;<60833;360;1>;<60834;360;1>;<60835;360;1>;<60836;360;1>;<60841;360;1>;<60842;240;1>;<60843;240;1>;<60844;240;1>;<60845;240;1>;<60846;240;1>;<60851;240;1>;<60852;50;1>;<60853;50;1>;<60854;50;1>;<60855;50;1>;<60856;50;1>;<60861;50;1>;<60862;50;1>;<60863;50;1>;<60864;50;1>;<60865;50;1>;<60866;50;1>;<60921;200;1>;<60922;200;1>;<60923;200;1>;<60924;200;1>;<60925;200;1>;<60926;200;1>;<60931;200;1>;<60932;360;1>;<60933;360;1>;<60934;360;1>;<60935;360;1>;<60936;360;1>;<60941;360;1>;<60942;240;1>;<60943;240;1>;<60944;240;1>;<60945;240;1>;<60946;240;1>;<60951;240;1>;<60952;50;1>;<60953;50;1>;<60954;50;1>;<60955;50;1>;<60956;50;1>;<60961;50;1>;<60962;50;1>;<60963;50;1>;<60964;50;1>;<60965;50;1>;<60966;50;1>>,,
30001,,,<<{id=393};100>;<{id=701};100>;<{id=721};100>;<{id=771};100>;<{id=1231};100>;<{id=1393};100>;<{id=1893};100>;<{id=2401};100>;<{id=3143};100>;<{id=1503};100>;<{id=2233};100>>,
30002,,<<20263;5;80>;<20263;50;30>;<20263;100;10>;<521;5;40>;<521;50;20>;<521;100;10>;<6105;2;1>;<993;20;1>;<7324;20;1>;<6100;10;1>;<6101;10;1>;<6102;10;1>;<2153;20;1>;<2152;50;1>;<8804;10;1>>,,
30003,,<<20393;5;80>;<20393;50;30>;<20393;100;10>;<521;5;40>;<521;50;20>;<521;100;10>;<6105;2;1>;<993;20;1>;<7324;20;1>;<6100;10;1>;<6101;10;1>;<6102;10;1>;<2153;20;1>;<2152;50;1>;<8804;10;1>>,,
30004,,<<20572;5;80>;<20572;50;30>;<20572;100;10>;<521;5;40>;<521;50;20>;<521;100;10>;<6105;2;1>;<993;20;1>;<7324;20;1>;<6100;10;1>;<6101;10;1>;<6102;10;1>;<2153;20;1>;<2152;50;1>;<8804;10;1>>,,
30005,,<<20701;5;80>;<20701;50;30>;<20701;100;10>;<521;5;40>;<521;50;20>;<521;100;10>;<6105;2;1>;<993;20;1>;<7324;20;1>;<6100;10;1>;<6101;10;1>;<6102;10;1>;<2153;20;1>;<2152;50;1>;<8804;10;1>>,,
30006,,<<20721;5;80>;<20721;50;30>;<20721;100;10>;<521;5;40>;<521;50;20>;<521;100;10>;<6105;2;1>;<993;20;1>;<7324;20;1>;<6100;10;1>;<6101;10;1>;<6102;10;1>;<2153;20;1>;<2152;50;1>;<8804;10;1>>,,
30007,,<<20771;5;80>;<20771;50;30>;<20771;100;10>;<521;5;40>;<521;50;20>;<521;100;10>;<6105;2;1>;<993;20;1>;<7324;20;1>;<6100;10;1>;<6101;10;1>;<6102;10;1>;<2153;20;1>;<2152;50;1>;<8804;10;1>>,,
30008,,<<21231;5;80>;<21231;50;30>;<21231;100;10>;<521;5;40>;<521;50;20>;<521;100;10>;<6105;2;1>;<993;20;1>;<7324;20;1>;<6100;10;1>;<6101;10;1>;<6102;10;1>;<2153;20;1>;<2152;50;1>;<8804;10;1>>,,
30009,,<<21241;5;80>;<21241;50;30>;<21241;100;10>;<521;5;40>;<521;50;20>;<521;100;10>;<6105;2;1>;<993;20;1>;<7324;20;1>;<6100;10;1>;<6101;10;1>;<6102;10;1>;<2153;20;1>;<2152;50;1>;<8804;10;1>>,,
30010,,<<21313;5;80>;<21313;50;30>;<21313;100;10>;<521;5;40>;<521;50;20>;<521;100;10>;<6105;2;1>;<993;20;1>;<7324;20;1>;<6100;10;1>;<6101;10;1>;<6102;10;1>;<2153;20;1>;<2152;50;1>;<8804;10;1>>,,
30011,,<<21393;5;80>;<21393;50;30>;<21393;100;10>;<521;5;40>;<521;50;20>;<521;100;10>;<6105;2;1>;<993;20;1>;<7324;20;1>;<6100;10;1>;<6101;10;1>;<6102;10;1>;<2153;20;1>;<2152;50;1>;<8804;10;1>>,,
30012,,<<21423;5;80>;<21423;50;30>;<21423;100;10>;<521;5;40>;<521;50;20>;<521;100;10>;<6105;2;1>;<993;20;1>;<7324;20;1>;<6100;10;1>;<6101;10;1>;<6102;10;1>;<2153;20;1>;<2152;50;1>;<8804;10;1>>,,
30013,,<<21503;5;80>;<21503;50;30>;<21503;100;10>;<521;5;40>;<521;50;20>;<521;100;10>;<6105;2;1>;<993;20;1>;<7324;20;1>;<6100;10;1>;<6101;10;1>;<6102;10;1>;<2153;20;1>;<2152;50;1>;<8804;10;1>>,,
30014,,<<21893;5;80>;<21893;50;30>;<21893;100;10>;<521;5;40>;<521;50;20>;<521;100;10>;<6105;2;1>;<993;20;1>;<7324;20;1>;<6100;10;1>;<6101;10;1>;<6102;10;1>;<2153;20;1>;<2152;50;1>;<8804;10;1>>,,
30015,,<<21941;5;80>;<21941;50;30>;<21941;100;10>;<521;5;40>;<521;50;20>;<521;100;10>;<6105;2;1>;<993;20;1>;<7324;20;1>;<6100;10;1>;<6101;10;1>;<6102;10;1>;<2153;20;1>;<2152;50;1>;<8804;10;1>>,,
30016,,<<21951;5;80>;<21951;50;30>;<21951;100;10>;<521;5;40>;<521;50;20>;<521;100;10>;<6105;2;1>;<993;20;1>;<7324;20;1>;<6100;10;1>;<6101;10;1>;<6102;10;1>;<2153;20;1>;<2152;50;1>;<8804;10;1>>,,
30017,,<<22233;5;80>;<22233;50;30>;<22233;100;10>;<521;5;40>;<521;50;20>;<521;100;10>;<6105;2;1>;<993;20;1>;<7324;20;1>;<6100;10;1>;<6101;10;1>;<6102;10;1>;<2153;20;1>;<2152;50;1>;<8804;10;1>>,,
30018,,<<22401;5;80>;<22401;50;30>;<22401;100;10>;<521;5;40>;<521;50;20>;<521;100;10>;<6105;2;1>;<993;20;1>;<7324;20;1>;<6100;10;1>;<6101;10;1>;<6102;10;1>;<2153;20;1>;<2152;50;1>;<8804;10;1>>,,
30019,,<<23021;5;80>;<23021;50;30>;<23021;100;10>;<521;5;40>;<521;50;20>;<521;100;10>;<6105;2;1>;<993;20;1>;<7324;20;1>;<6100;10;1>;<6101;10;1>;<6102;10;1>;<2153;20;1>;<2152;50;1>;<8804;10;1>>,,
30020,,<<23143;5;80>;<23143;50;30>;<23143;100;10>;<521;5;40>;<521;50;20>;<521;100;10>;<6105;2;1>;<993;20;1>;<7324;20;1>;<6100;10;1>;<6101;10;1>;<6102;10;1>;<2153;20;1>;<2152;50;1>;<8804;10;1>>,,
30021,,<<rmb;5000;888>;<rmb;5000;1088>;<rmb;2000;1588>;<rmb;1000;1888>;<rmb;500;2888>;<rmb;200;3888>;<rmb;50;4888>;<rmb;10;5888>;<rmb;5;6888>;<rmb;1;8888>>,,
30022,,<<gold;5000;1880000>;<gold;5000;2880000>;<gold;2000;3880000>;<gold;1000;5880000>;<gold;500;6880000>;<gold;200;8880000>;<gold;50;9880000>;<gold;10;10880000>;<gold;5;15880000>;<gold;1;18880000>>,,
30023,,<<500;5000;1>;<500;3000;2>;<500;200;5>;<502;20000;20>;<502;3000;40>;<502;200;80>;<521;20000;10>;<521;3000;20>;<521;200;50>;<526;20000;10>;<526;3000;20>;<526;200;50>;<519;20000;10>;<519;3000;20>;<519;200;50>;<6246;5;1>;<6247;5;1>;<6248;5;1>;<6249;5;1>;<6250;5;1>;<945;500;1>;<8888;100;1>;<993;2000;1>;<7324;2000;1>;<6050;2000;1>>,,
30024,,<<30402;100;1>;<30403;100;1>;<30404;100;1>;<30405;100;1>;<30406;100;1>;<30407;100;1>;<30408;100;1>;<30409;100;1>;<30410;100;1>;<30411;100;1>;<30412;100;1>;<30413;100;1>;<30414;100;1>;<30415;100;1>;<30416;100;1>;<30417;100;1>;<30418;100;1>;<30419;100;1>;<30420;100;1>;<30421;100;1>;<30423;100;1>;<30424;100;1>>,,
30025,,<<23171;5;80>;<23171;50;30>;<23171;100;10>;<521;5;40>;<521;50;20>;<521;100;10>;<6105;2;1>;<993;20;1>;<7324;20;1>;<6100;10;1>;<6101;10;1>;<6102;10;1>;<2153;20;1>;<2152;50;1>;<8804;10;1>>,,
30026,,<<23353;5;80>;<23353;50;30>;<23353;100;10>;<521;5;40>;<521;50;20>;<521;100;10>;<6105;2;1>;<993;20;1>;<7324;20;1>;<6100;10;1>;<6101;10;1>;<6102;10;1>;<2153;20;1>;<2152;50;1>;<8804;10;1>>,,
30027,,<<23673;5;80>;<23673;50;30>;<23673;100;10>;<521;5;40>;<521;50;20>;<521;100;10>;<6105;2;1>;<993;20;1>;<7324;20;1>;<6100;10;1>;<6101;10;1>;<6102;10;1>;<2153;20;1>;<2152;50;1>;<8804;10;1>>,,
30028,,<<27001;5;80>;<27001;50;30>;<27001;100;10>;<521;5;40>;<521;50;20>;<521;100;10>;<6105;2;1>;<993;20;1>;<7324;20;1>;<6100;10;1>;<6101;10;1>;<6102;10;1>;<2153;20;1>;<2152;50;1>;<8804;10;1>>,,
30029,,<<21173;5;80>;<21173;50;30>;<21173;100;10>;<521;5;40>;<521;50;20>;<521;100;10>;<6105;2;1>;<993;20;1>;<7324;20;1>;<6100;10;1>;<6101;10;1>;<6102;10;1>;<2153;20;1>;<2152;50;1>;<8804;10;1>>,,
30030,,<<21961;5;80>;<21961;50;30>;<21961;100;10>;<521;5;40>;<521;50;20>;<521;100;10>;<6105;2;1>;<993;20;1>;<7324;20;1>;<6100;10;1>;<6101;10;1>;<6102;10;1>;<2153;20;1>;<2152;50;1>;<8804;10;1>>,,
30031,,<<22351;5;80>;<22351;50;30>;<22351;100;10>;<521;5;40>;<521;50;20>;<521;100;10>;<6105;2;1>;<993;20;1>;<7324;20;1>;<6100;10;1>;<6101;10;1>;<6102;10;1>;<2153;20;1>;<2152;50;1>;<8804;10;1>>,,
30032,,<<22381;5;80>;<22381;50;30>;<22381;100;10>;<521;5;40>;<521;50;20>;<521;100;10>;<6105;2;1>;<993;20;1>;<7324;20;1>;<6100;10;1>;<6101;10;1>;<6102;10;1>;<2153;20;1>;<2152;50;1>;<8804;10;1>>,,
30033,,<<22431;5;80>;<22431;50;30>;<22431;100;10>;<521;5;40>;<521;50;20>;<521;100;10>;<6105;2;1>;<993;20;1>;<7324;20;1>;<6100;10;1>;<6101;10;1>;<6102;10;1>;<2153;20;1>;<2152;50;1>;<8804;10;1>>,,
30034,,<<23211;5;80>;<23211;50;30>;<23211;100;10>;<521;5;40>;<521;50;20>;<521;100;10>;<6105;2;1>;<993;20;1>;<7324;20;1>;<6100;10;1>;<6101;10;1>;<6102;10;1>;<2153;20;1>;<2152;50;1>;<8804;10;1>>,,
30035,,<<22391;5;80>;<22391;50;30>;<22391;100;10>;<521;5;40>;<521;50;20>;<521;100;10>;<6105;2;1>;<993;20;1>;<7324;20;1>;<6100;10;1>;<6101;10;1>;<6102;10;1>;<2153;20;1>;<2152;50;1>;<8804;10;1>>,,
30036,,<<23221;5;80>;<23221;50;30>;<23221;100;10>;<521;5;40>;<521;50;20>;<521;100;10>;<6105;2;1>;<993;20;1>;<7324;20;1>;<6100;10;1>;<6101;10;1>;<6102;10;1>;<2153;20;1>;<2152;50;1>;<8804;10;1>>,,
30095,,<<500;5000;1>;<500;3000;2>;<500;200;5>;<502;5000;10>;<502;3000;20>;<502;200;50>;<521;5000;5>;<521;3000;10>;<521;200;30>;<526;5000;5>;<526;3000;10>;<526;200;30>;<945;500;1>;<8888;200;1>;<9056;200;1>;<993;500;1>;<7324;500;1>;<6050;500;1>;<9053;200;1>;<9054;50;1>;<9055;10;1>;<8804;10;1>;<9061;10000;2>;<9061;5000;5>;<9061;2000;10>;<9061;500;20>;<rmb;2000;3888>;<rmb;200;8888>;<rmb;10;18888>;<gold;2000;10000000>;<gold;200;30000000>;<gold;10;100000000>>,,
30096,,<<500;5000;1>;<500;3000;2>;<500;200;5>;<502;5000;20>;<502;3000;40>;<502;200;80>;<521;5000;10>;<521;3000;20>;<521;200;50>;<526;5000;10>;<526;3000;20>;<526;200;50>;<519;5000;10>;<519;3000;20>;<519;200;50>;<6246;100;1>;<6247;100;1>;<6248;100;1>;<6249;100;1>;<6250;100;1>;<945;2000;1>;<8888;1000;1>;<9056;1000;1>;<993;2000;1>;<7324;2000;1>;<6050;3000;1>;<9053;500;1>;<9054;300;1>;<9055;100;1>;<9061;10000;2>;<9061;5000;5>;<9061;2000;10>;<9061;500;20>>,,
30097,,<<502;10;5>;<521;5;2>;<13;100;10>;<14;50;10>;<451;100;100>;<452;50;100>;<606;10;30>;<607;5;10>;<608;5;5>;<609;10;5>;<610;5;5>;<611;5;5>;<612;10;5>;<613;5;5>;<614;5;5>;<615;10;5>;<616;5;5>;<617;5;5>;<618;10;10>;<619;5;5>;<620;5;5>;<621;10;10>;<622;5;5>;<623;5;5>;<5000;50;50>;<930;50;30>;<100;50;10>;<4000;50;100>;<850;50;50>;<851;30;50>>,,
30098,,<<500;5000;1>;<500;3000;2>;<500;200;5>;<502;5000;20>;<502;3000;40>;<502;200;80>;<521;5000;10>;<521;3000;20>;<521;200;50>;<526;5000;10>;<526;3000;20>;<526;200;50>;<519;5000;10>;<519;3000;20>;<519;200;50>;<6246;10;1>;<6247;10;1>;<6248;10;1>;<6249;10;1>;<6250;10;1>;<945;500;1>;<8888;500;1>;<9056;100;1>;<993;2000;1>;<7324;2000;1>;<6050;2000;1>;<9053;300;1>;<9054;100;1>;<9055;10;1>;<9061;10000;2>;<9061;5000;5>;<9061;2000;10>;<9061;500;20>>,,
,,,,
30201,,,<<{id=2361};80>;<{id=2381};80>;<{id=2431};80>;<{id=1951};190>;<{id=771};190>;<{id=2233};190>;<{id=1313};190>>,
30202,,,<<{id=3353};80>;<{id=263};80>;<{id=1893};210>;<{id=7001};210>;<{id=721};210>;<{id=1503};210>>,
30203,,,<<{id=3211};80>;<{id=1173};80>;<{id=1241};80>;<{id=1941};190>;<{id=3171};190>;<{id=1231};190>;<{id=2401};190>>,
30204,,,<<{id=3303};80>;<{id=572};800>;<{id=2391};800>;<{id=3673};2533>;<{id=3143};2533>;<{id=1423};2533>>,
30205,,,<<{id=3221};800>;<{id=1961};800>;<{id=393};800>;<{id=2351};2533>;<{id=701};2533>;<{id=3021};2533>>,
,,,,
30401,,<<9075;182;1>;<9076;182;1>;<9077;182;1>;<9078;182;1>;<9079;182;1>>,<<{id=8010};30>;<{id=8005};30>;<{id=8004};30>>,
30402,,<<9075;182;1>;<9076;182;1>;<9077;182;1>;<9078;182;1>;<9079;182;1>>,<<{id=8101};30>;<{id=8008};30>;<{id=8009};30>>,
,,,,
30601,,<<9075;198;1>;<9076;198;1>;<9077;198;1>;<9078;198;1>;<9079;198;1>>,<<{id=4161};10>>,
30602,,<<9075;198;1>;<9076;198;1>;<9077;198;1>;<9078;198;1>;<9079;198;1>>,<<{id=8002};10>>,
30603,,<<9075;198;1>;<9076;198;1>;<9077;198;1>;<9078;198;1>;<9079;198;1>>,<<{id=8003};10>>,
30604,,<<9075;198;1>;<9076;198;1>;<9077;198;1>;<9078;198;1>;<9079;198;1>>,<<{id=8007};10>>,
30605,,<<9075;198;1>;<9076;198;1>;<9077;198;1>;<9078;198;1>;<9079;198;1>>,<<{id=7011};10>>,
30606,,<<9075;198;1>;<9076;198;1>;<9077;198;1>;<9078;198;1>;<9079;198;1>>,<<{id=8901};10>>,
30607,,<<9075;198;1>;<9076;198;1>;<9077;198;1>;<9078;198;1>;<9079;198;1>>,<<{id=8902};10>>,
,,,,
31001,Choose beetween Tsunade (Bách Hào) và Jiraiya (Chế Độ Tiên Nhân)  - Báo Hồng,<<6165;100;1>>,,
31002,,<<23211;200;1>;<23211;100;2>;<23211;50;3>;<23353;200;1>;<23353;100;2>;<23353;50;3>>,,
,,,,
31003,Choose Vageta,,<<{id=2233};100>>,
31004,,<<22233;200;1>;<22233;100;2>;<22233;50;3>>,,
,,,,
31005,Maple,,<<{id=1503};100>>,
31006,,<<21503;200;1>;<21503;100;2>;<21503;50;3>>,,
,,,,
31007,Choose beetween levi - lichking,<<6165;100;1>>,,
31008,,<<28041;200;1>;<28041;100;2>;<28041;50;3>;<29008;200;1>;<29008;100;2>;<29008;50;3>>,,
,,,,
50021,doat bao - đoạt bảo,<<rmb;100;1000>;<28503;50;5>;<502;100;10>;<521;100;5>;<452;100;200>;<6059;25;1>;<gold;100;500000>;<500;100;1>;<4000;100;100>;<851;100;200>>,,
50022,vqmm - vòng quay,<<rmb;50;500>;<rmb;300;250>;<516;300;10>;<529;200;100>;<521;100;3>;<124;50;5>;<502;200;5>;<28503;25;5>>,,
,,,,
40021,doat bao,<<rmb;100;1000>;<23131;50;10>;<502;100;10>;<521;100;5>;<452;100;100>;<28122;100;10>;<gold;100;500000>;<500;100;1>;<4000;100;100>;<851;100;100>>,,
40022,vqmm,<<rmb;50;500>;<rmb;200;250>;<516;200;5>;<28122;100;5>;<521;100;5>;<28122;25;10>;<23131;50;5>;<23131;25;10>>,,
,,,,
60021,vqmm,<<rmb;100;299>;<rmb;200;199>;<500;100;1>;<rmb;300;99>;<521;100;2>;<9053;1;1>;<20393;100;3>;<20393;50;5>>,,
