VariableName,drawType,_comment,drawTriggerType,drawTriggerTimes,weightStart,weightEnd,effectLimit,startCount,probInit,probStep,probLimit,probMiniTimes,probEffectInterval,lotteryType1,lotteryWeight1,lotteryType2,lotteryWeight2,lotteryType3,lotteryWeight3,lotteryType4,lotteryWeight4,lotteryType5,lotteryWeight5,lotteryType6,lotteryWeight6,lotteryType7,lotteryWeight7,lotteryType8,lotteryWeight8,lotteryType9,lotteryWeight9,lotteryType10,lotteryWeight10
16016,limit_box_rmb10_80242,10 lần liên tiếp - hết đạo cụ mang màu tím - hết khoảng 9 lần sau lần 4,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16017,limit_box_rmb10_80242,Mười liên tiếp - Vật liệu thức tỉnh phụ kiện - Xác suất bình thường tiếp theo - 11 lần,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16018,limit_box_rmb10_80242,Thập ty - Nguyên liệu thức tỉnh phụ kiện - khoảng 5 lần sau lần 2,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16019,limit_box_rmb10_80242,Mười thường xuyên,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16021,limit_rmb1_80255,red,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{22526=1},150,,,,,,,,,,,,
16022,limit_rmb1_80255,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
16023,limit_rmb1_80255,,,80,,,1,73,0.1,0.05,0.4,9,99999,{22525=1},1,,,,,,,,,,,,,,,,,,
16024,limit_rmb1_80255,,,155,,,999,144,0.1,0.05,0.4,9,71,{22525=1},1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16025,limit_box_rmb1_80287,BidCứ sau 10 lần rút thăm liên tiếp - phải có phụ kiện và đạo cụ nâng cấp sao,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
16026,limit_box_rmb1_80287,Rút đơn thông thường - sản lượng cơ sở,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
16027,limit_box_rmb10_80287,Mười liên tiếp - đạo cụ mang màu tím - theo dõi với xác suất bình thường - 15 lần,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16028,limit_box_rmb10_80287,Mười liên tiếp - đạo cụ mang màu tím - ra khoảng 18 lần sau lần thứ tư,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16029,limit_box_rmb10_80287,10 lần liên tiếp - hết đạo cụ mang màu tím - hết khoảng 9 lần sau lần 4,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16030,limit_box_rmb10_80287,Mười liên tiếp - Vật liệu thức tỉnh phụ kiện - Xác suất bình thường tiếp theo - 11 lần,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16031,limit_box_rmb10_80287,Thập ty - Nguyên liệu thức tỉnh phụ kiện - khoảng 5 lần sau lần 2,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16032,limit_box_rmb10_80287,Mười thường xuyên,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16033,limit_rmb1_80301,red,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{22528=1},150,,,,,,,,,,,,
16034,limit_rmb1_80301,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
16035,limit_rmb1_80301,,,80,,,1,73,0.1,0.05,0.4,9,99999,{22527=1},1,,,,,,,,,,,,,,,,,,
16036,limit_rmb1_80301,,,155,,,999,144,0.1,0.05,0.4,9,71,{22527=1},1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16037,limit_box_rmb1_80331,BidCứ sau 10 lần rút thăm liên tiếp - phải có phụ kiện và đạo cụ nâng cấp sao,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
16038,limit_box_rmb1_80331,Rút đơn thông thường - sản lượng cơ sở,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
16039,limit_box_rmb10_80331,Mười liên tiếp - đạo cụ mang màu tím - theo dõi với xác suất bình thường - 15 lần,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16040,limit_box_rmb10_80331,Mười liên tiếp - đạo cụ mang màu tím - ra khoảng 18 lần sau lần thứ tư,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16041,limit_box_rmb10_80331,10 lần liên tiếp - hết đạo cụ mang màu tím - hết khoảng 9 lần sau lần 4,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16042,limit_box_rmb10_80331,Mười liên tiếp - Vật liệu thức tỉnh phụ kiện - Xác suất bình thường tiếp theo - 11 lần,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16043,limit_box_rmb10_80331,Thập ty - Nguyên liệu thức tỉnh phụ kiện - khoảng 5 lần sau lần 2,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16044,limit_box_rmb10_80331,Mười thường xuyên,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16045,limit_rmb1_80345,red,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1165=1},150,,,,,,,,,,,,
16046,limit_rmb1_80345,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
16047,limit_rmb1_80345,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1164=1},1,,,,,,,,,,,,,,,,,,
16048,limit_rmb1_80345,,,155,,,999,144,0.1,0.05,0.4,9,71,{1164=1},1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16049,limit_box_rmb1_80367,BidCứ sau 10 lần rút thăm liên tiếp - phải có phụ kiện và đạo cụ nâng cấp sao,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
16050,limit_box_rmb1_80367,Rút đơn thông thường - sản lượng cơ sở,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
16051,limit_box_rmb10_80367,Mười liên tiếp - đạo cụ mang màu tím - theo dõi với xác suất bình thường - 15 lần,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16052,limit_box_rmb10_80367,Mười liên tiếp - đạo cụ mang màu tím - ra khoảng 18 lần sau lần thứ tư,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16053,limit_box_rmb10_80367,10 lần liên tiếp - hết đạo cụ mang màu tím - hết khoảng 9 lần sau lần 4,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16054,limit_box_rmb10_80367,Mười liên tiếp - Vật liệu thức tỉnh phụ kiện - Xác suất bình thường tiếp theo - 11 lần,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16055,limit_box_rmb10_80367,Thập ty - Nguyên liệu thức tỉnh phụ kiện - khoảng 5 lần sau lần 2,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16056,limit_box_rmb10_80367,Mười thường xuyên,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16057,limit_box_rmb1_80408,BidCứ sau 10 lần rút thăm liên tiếp - phải có phụ kiện và đạo cụ nâng cấp sao,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
16058,limit_box_rmb1_80408,Rút đơn thông thường - sản lượng cơ sở,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
16059,limit_box_rmb10_80408,Mười liên tiếp - đạo cụ mang màu tím - theo dõi với xác suất bình thường - 15 lần,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16060,limit_box_rmb10_80408,Mười liên tiếp - đạo cụ mang màu tím - ra khoảng 18 lần sau lần thứ tư,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16061,limit_box_rmb10_80408,10 lần liên tiếp - hết đạo cụ mang màu tím - hết khoảng 9 lần sau lần 4,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16062,limit_box_rmb10_80408,Mười liên tiếp - Vật liệu thức tỉnh phụ kiện - Xác suất bình thường tiếp theo - 11 lần,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16063,limit_box_rmb10_80408,Thập ty - Nguyên liệu thức tỉnh phụ kiện - khoảng 5 lần sau lần 2,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16064,limit_box_rmb10_80408,Mười thường xuyên,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16065,limit_rmb1_80388,red,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{31002=1},150,,,,,,,,,,,,
16066,limit_rmb1_80388,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
16067,limit_rmb1_80388,,,80,,,1,73,0.1,0.05,0.4,9,99999,{31001=1},1,,,,,,,,,,,,,,,,,,
16068,limit_rmb1_80388,,,155,,,999,144,0.1,0.05,0.4,9,71,{31001=1},1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16069,limit_card_rmb1_80424,bàn long,3,10,,,,,,,,,,{150=1},50,{165=1},50,,,,,,,,,,,,,,,,
16070,limit_card_rmb1_80424,,0,1,,,,,,,,,,{152=1},450,{153=1},150,{154=1},150,{160=1},150,{161=1},100,{177=1},1,,,,,,,,
16071,limit_card_rmb1_80424,,4,200,,,,,,,,,,{177=1},100,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16072,limit_box_rmb1_80458,BidCứ sau 10 lần rút thăm liên tiếp - phải có phụ kiện và đạo cụ nâng cấp sao,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
16073,limit_box_rmb1_80458,Rút đơn thông thường - sản lượng cơ sở,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
16074,limit_box_rmb10_80458,Mười liên tiếp - đạo cụ mang màu tím - theo dõi với xác suất bình thường - 15 lần,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16075,limit_box_rmb10_80458,Mười liên tiếp - đạo cụ mang màu tím - ra khoảng 18 lần sau lần thứ tư,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16076,limit_box_rmb10_80458,10 lần liên tiếp - hết đạo cụ mang màu tím - hết khoảng 9 lần sau lần 4,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16077,limit_box_rmb10_80458,Mười liên tiếp - Vật liệu thức tỉnh phụ kiện - Xác suất bình thường tiếp theo - 11 lần,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16078,limit_box_rmb10_80458,Thập ty - Nguyên liệu thức tỉnh phụ kiện - khoảng 5 lần sau lần 2,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16079,limit_box_rmb10_80458,Mười thường xuyên,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16080,limit_rmb1_80487,red,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{31004=1},150,,,,,,,,,,,,
16081,limit_rmb1_80487,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
16082,limit_rmb1_80487,,,80,,,1,73,0.1,0.05,0.4,9,99999,{31003=1},1,,,,,,,,,,,,,,,,,,
16083,limit_rmb1_80487,,,165,,,999,144,0.1,0.05,0.4,9,71,{31003=1},1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16084,limit_rmb1_80506,red,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{31006=1},150,,,,,,,,,,,,
16085,limit_rmb1_80506,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
16086,limit_rmb1_80506,,,80,,,1,73,0.1,0.05,0.4,9,99999,{31005=1},1,,,,,,,,,,,,,,,,,,
16087,limit_rmb1_80506,,,175,,,999,144,0.1,0.05,0.4,9,71,{31005=1},1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16088,limit_box_rmb1_80508,BidCứ sau 10 lần rút thăm liên tiếp - phải có phụ kiện và đạo cụ nâng cấp sao,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
16089,limit_box_rmb1_80508,Rút đơn thông thường - sản lượng cơ sở,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
16090,limit_box_rmb10_80508,Mười liên tiếp - đạo cụ mang màu tím - theo dõi với xác suất bình thường - 15 lần,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16091,limit_box_rmb10_80508,Mười liên tiếp - đạo cụ mang màu tím - ra khoảng 18 lần sau lần thứ tư,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16092,limit_box_rmb10_80508,10 lần liên tiếp - hết đạo cụ mang màu tím - hết khoảng 9 lần sau lần 4,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16093,limit_box_rmb10_80508,Mười liên tiếp - Vật liệu thức tỉnh phụ kiện - Xác suất bình thường tiếp theo - 11 lần,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16094,limit_box_rmb10_80508,Thập ty - Nguyên liệu thức tỉnh phụ kiện - khoảng 5 lần sau lần 2,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16095,limit_box_rmb10_80508,Mười thường xuyên,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16096,limit_box_rmb1_80525,BidCứ sau 10 lần rút thăm liên tiếp - phải có phụ kiện và đạo cụ nâng cấp sao,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
16097,limit_box_rmb1_80525,Rút đơn thông thường - sản lượng cơ sở,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
16098,limit_box_rmb10_80525,Mười liên tiếp - đạo cụ mang màu tím - theo dõi với xác suất bình thường - 15 lần,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16099,limit_box_rmb10_80525,Mười liên tiếp - đạo cụ mang màu tím - ra khoảng 18 lần sau lần thứ tư,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16100,limit_box_rmb10_80525,10 lần liên tiếp - hết đạo cụ mang màu tím - hết khoảng 9 lần sau lần 4,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16101,limit_box_rmb10_80525,Mười liên tiếp - Vật liệu thức tỉnh phụ kiện - Xác suất bình thường tiếp theo - 11 lần,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16102,limit_box_rmb10_80525,Thập ty - Nguyên liệu thức tỉnh phụ kiện - khoảng 5 lần sau lần 2,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16103,limit_box_rmb10_80525,Mười thường xuyên,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16104,limit_card_rmb1_80707,bàn long,3,10,,,,,,,,,,{150=1},50,{165=1},50,,,,,,,,,,,,,,,,
