VariableName,name,name_vn,name_en,name_th,name_in,name_ph,name_ma,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs,extraOverlayLimit
94202,Beldum,Beldum,Beldum,เบลดัม,Beldum,Beldum,Beldum,,,,counterAttack,,,2,,,,,,,,1,,,,,koudai_xiaozhibanpikaqiu/hero_xiaozhibanpikaqiu.skel,<hudun_loop>,,,,,,,,,,,,,,,,,battle/txt/txt_hjzd.png,,,,,,,<{nodeId=0;triggerPoint=1};{effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{bond=1;caster=2;value=<8;1>;lifeRound=99;holder=1;cfgId=94203}>;<{caster=2;value=0;lifeRound=1;holder=1;cfgId=94205}>;<{bond=1;caster=2;value=6000;lifeRound=99;holder=1;cfgId=94206}>>;nodeId=1;triggerPoint=1};{effectFuncs=<castBuff>;funcArgs=<<{cfgId=94204;caster=2;value=0;lifeRound=1;holder=1;prob=1}>>;nodeId=2;triggerPoint=23};{effectFuncs=<castBuff>;funcArgs=<<{cfgId=94204;caster=2;value=0;lifeRound=1;holder=1;prob=0}>>;nodeId=3;triggerPoint=10}>,,,,,,,,,,,,,,,
94203,Beldum,Beldum,Beldum,เบลดัม,Beldum,Beldum,Beldum,,,,immuneDamage,,,2,,,,,,,,1,,,battle/buff_icon/logo_mysh.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=1};{effectFuncs=<castBuff>;funcArgs=<<{caster=2;value=0;lifeRound=1;holder=1;cfgId=94207}>>;nodeId=1;triggerPoint=2}>,,,,,,,,,,,,,,,
94204,Beldum,Beldum,Beldum,เบลดัม,Beldum,Beldum,Beldum,,,,,,,2,,,,,<94202>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94205,Beldum,Beldum,Beldum,เบลดัม,Beldum,Beldum,Beldum,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{cfgId=94600;caster=2;value=500;lifeRound=99;holder=1;prob=self:hasBuff(94202) and 1 or 0}>;<{cfgId=94600;caster=2;value=500;lifeRound=99;holder=1;prob=self:hasBuff(94202) and 1 or 0}>;<{cfgId=94204;caster=2;value=0;lifeRound=1;holder=1;prob=self:hasBuff(94202) and 1 or 0}>>;nodeId=1;triggerPoint=7}>,,,,,,,,,,,,,,,
94206,Beldum,Beldum,Beldum,เบลดัม,Beldum,Beldum,Beldum,,,,immuneControlVal,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_mkltg.png,,,<50021>,,,,,,,,,,,,,,,,,,,
94207,Beldum,Beldum,Beldum,เบลดัม,Beldum,Beldum,Beldum,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{effectFuncs=<castBuff>;delSelfWhenTriggered=1;funcArgs=<<{cfgId=94204;caster=2;value=0;lifeRound=1;holder=1;prob=self:hasBuff(94203) and 0 or 1}>>;nodeId=1;triggerPoint=32}>,,,,,,,,,,,,,,,
94301,Beldum,Beldum,Beldum,เบลดัม,Beldum,Beldum,Beldum,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
94302,Beldum,Beldum,Beldum,เบลดัม,Beldum,Beldum,Beldum,,,,,,,2,,,,,<94601>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94303,Beldum,Beldum,Beldum,เบลดัม,Beldum,Beldum,Beldum,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,koudai_xiaozhibanpikaqiu/hero_xiaozhibanpikaqiu.skel,shandianlian_loop,,,,,TRUE,,,,battle/txt/txt_dlcd.png,,,<{natureType=5;processId=4}>,,,,<{nodeId=0;triggerPoint=1};{effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=94101;caster=2;value=0;lifeRound=2;holder=1;prob=(self:hasBuff(94301) and 0.6 or 1)*0.5+self:getBuffOverlayCount(94601)*0.05+(self:hasBuff(510091) and 0.05 or 0)}>;<{cfgId=94304;caster=2;value=self:curSkill():getTotalDamage()*0.25;lifeRound=99;holder=17;prob=1}>>;nodeId=1;triggerPoint=1}>,,,,,,,,,,,,,,,
94304,Beldum,Beldum,Beldum,เบลดัม,Beldum,Beldum,Beldum,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,koudai_xiaozhibanpikaqiu/hero_xiaozhibanpikaqiu.skel,shandianlian_loop,100,,,,TRUE,,,,battle/txt/txt_dlcd.png,,,<{natureType=5;processId=4}>,,,,<{nodeId=0;triggerPoint=1};{effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=94101;caster=2;value=500;lifeRound=2;holder=1;prob=(self:hasBuff(94301) and 0.6 or 1)*0.25+self:getBuffOverlayCount(94601)*0.05+(self:hasBuff(510091) and 0.05 or 0)}>;<{cfgId=94305;caster=2;value=self:curSkill():getTotalDamage()*0.13;lifeRound=99;holder=17;prob=1}>>;nodeId=1;triggerPoint=1}>,,,,,,,,,,,,,,,
94305,Beldum,Beldum,Beldum,เบลดัม,Beldum,Beldum,Beldum,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,koudai_xiaozhibanpikaqiu/hero_xiaozhibanpikaqiu.skel,shandianlian_loop,200,,,,TRUE,,,,battle/txt/txt_dlcd.png,,,<{natureType=5;processId=4}>,,,,<{nodeId=0;triggerPoint=1};{effectFuncs=<castBuff>;funcArgs=<<{cfgId=94101;caster=2;value=500;lifeRound=2;holder=1;prob=(self:hasBuff(94301) and 0.6 or 1)*0.13+self:getBuffOverlayCount(94601)*0.05+(self:hasBuff(510091) and 0.05 or 0)}>>;nodeId=1;triggerPoint=1}>,,,,,,,,,,,,,,,
94306,Beldum,Beldum,Beldum,เบลดัม,Beldum,Beldum,Beldum,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{delSelfWhenTriggered=2;nodeId=0;triggerPoint=1}>,,,,,,,,,,,,,,,
94307,Beldum,Beldum,Beldum,เบลดัม,Beldum,Beldum,Beldum,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{effectFuncs=<castBuff>;funcArgs=<<{cfgId=94303;caster=2;value=self:curSkill():getTotalDamage()*0.5;lifeRound=1;holder={input=enemyForce|nodead;process=buffDifferExclude('id',{94306})|random(1)};prob=1}>>;nodeId=1;triggerPoint=1}>",,,,,,,,,,,,,,,
94600,Beldum,Beldum,Beldum,เบลดัม,Beldum,Beldum,Beldum,,,,,,,,,,,,,,8,35,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_xd.png,,,,,,,"<{nodeId=0;triggerPoint=1};{effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=94601;caster=2;value=500;lifeRound=99;holder=1;prob=1}>;<{cfgId=94602;caster=2;value=0;lifeRound=1;holder=1;prob=moreE(self:getBuffOverlayCount(94601),10) and 1 or 0}>>;nodeId=1;triggerPoint=1}>",,,,,,,,,,,,,,,
94601,Beldum,Beldum,Beldum,เบลดัม,Beldum,Beldum,Beldum,,,,electricityDamageAdd,,,,,,,,,,8,10,,,battle/buff_icon/logo_xd.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94602,Beldum,Beldum,Beldum,เบลดัม,Beldum,Beldum,Beldum,,,,qusan,,,,10005,,,,,<1;1>,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=1};{effectFuncs=<castBuff>;funcArgs=<<{caster=2;value=1;lifeRound=1;holder=1;cfgId=1241000}>>;nodeId=1;triggerPoint=28}>,,,,,,,,,,,,,,,
94611,Beldum,Beldum,Beldum,เบลดัม,Beldum,Beldum,Beldum,,,,lockHp,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=0;triggerPoint=1};{effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{cfgId=94612;caster=2;value=(0.02+skillLv(946) *0.0004-0.0004)*self:getBuffOverlayCount(94601);lifeRound=2;holder=1;prob=1}>;<{cfgId=94616;caster=2;value=<1;999>;lifeRound=1;holder=1;prob=1}>;<{cfgId=94617;caster=17;value=0;lifeRound=1;holder=1;prob=1}>;<{cfgId=94613;caster=2;value=<list(0,0,1);1;1>;lifeRound=2;holder=1;prob=self:hasBuffGroup(c.nbstun_oc()) and 0 or 1}>;<{caster=2;value=self:hasBuffGroup(c.nbstun_oc()) and 1 or 0;lifeRound=1;holder=1;cfgId=94615}>>;nodeId=1;triggerPoint=28};{funcArgs=<<{caster=2;value=0;lifeRound=1;holder=1;cfgId=94615}>>;effectFuncs=<castBuff>;extraAttackTrigger=3;onSomeFlag=<target:getExAttackMode()==5>;nodeId=2;triggerPoint=8}>",,,0,,TRUE,,<{type=1;limit=1}>,,,,,,,,
94612,Beldum,Beldum,Beldum,เบลดัม,Beldum,Beldum,Beldum,,,,damageRateAdd,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shtg.png,,,,,,,,,,,,,,,,,,,,,,
94613,Beldum,Beldum,Beldum,เบลดัม,Beldum,Beldum,Beldum,,,,assistAttack,,,,50021,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_zhdqwft.png,,,,"<{input=enemyForce|nodead;process=buffDifferExclude('group',{c.fly_yinshen_oc()})|random(1)}>",,,,,,,,,,,,,,,,,,
94614,Beldum,Beldum,Beldum,เบลดัม,Beldum,Beldum,Beldum,,,,kill,,,2,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
94615,Beldum,Beldum,Beldum,เบลดัม,Beldum,Beldum,Beldum,,,,,,,2,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,<{effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=94614;caster={input=whoattack;process=random(1)};value=0;lifeRound=1;holder=1;prob=1}>;<{cfgId=94614;caster=1;value=0;lifeRound=1;holder=1;prob=1}>>;nodeId=1;triggerPoint=2};{effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=94614;caster={input=whoattack;process=random(1)};value=0;lifeRound=1;holder=1;prob=self:hasBuffGroup(c.nbstun_oc()) and 1 or 0}>;<{cfgId=94614;caster=1;value=0;lifeRound=1;holder=1;prob=0}>>;nodeId=2;triggerPoint=32}>,,,,,,,,,,,,,,,
94616,Beldum,Beldum,Beldum,เบลดัม,Beldum,Beldum,Beldum,,,,immuneDamage,,,,10005,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=1};{effectFuncs=<castBuff>;funcArgs=<<{caster=2;value=1;lifeRound=1;holder=1;cfgId=1241000}>>;nodeId=1;triggerPoint=28}>,,,,,,,,,,,,,,,
94617,Tạ sắt,Tạ sắt,Iron Weight,น้ำหนักเหล็ก,Beban Besi,Bakalyeng Bakal,Berat Besi,,,,sneer,,,,,,,,,,1,1,,FALSE,battle/buff_icon/logo_tx.png,1,buff/chaofeng/beichaofeng.skel,<beichaofeng_loop>,,,1,,{y=-300;x=0},,,,,,,,,,,,battle/txt/txt_cf.png,,,<2>,,,1,,,,,,,,,,,,,,,,
94618,Siêu Houdi,Siêu Houdi,Super Houdi,ฮูดีผู้วิเศษ,Houdi Super,Super Houdi,Super Houdi,,,,addMp1,,,,,,,,,,1,1,,FALSE,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqtg.png,,1000,,,,,<{nodeId=0;triggerPoint=5}>,,,,,,,,,,,,,,,
94621,Beldum,Beldum,Beldum,เบลดัม,Beldum,Beldum,Beldum,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{effectFuncs=<castBuff>;funcArgs=<<{cfgId=94600;caster=2;value=500;lifeRound=99;holder=2;prob=target:curSkill():getNatureType()==5 and 1 or 0}>>;nodeId=1;triggerPoint=8}>,,,,,,,,1,,,,,,,
94622,Beldum,Beldum,Beldum,เบลดัม,Beldum,Beldum,Beldum,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{effectFuncs=<castBuff>;funcArgs=<<{cfgId=94600;caster=2;value=500;lifeRound=99;holder=2;prob=ifElse(exitInTab(trigger.beAddBuff:getGroup(),list(27)),1,0)}>>;nodeId=1;triggerPoint=29}>",,,,,,,,1,,,,,,,
94631,Beldum,Beldum,Beldum,เบลดัม,Beldum,Beldum,Beldum,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{effectFuncs=<castBuff>;funcArgs=<<{caster=2;value=0;lifeRound=2;holder=1;cfgId=94632}>>;onSomeFlag=<moreE(self:mp1(),self:mp1Max()) and moreE(self:star(),8)>;nodeId=1;triggerPoint=34}>",,,,,,,,1,,,,,,,
94632,Beldum,Beldum,Beldum,เบลดัม,Beldum,Beldum,Beldum,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{effectFuncs=<castBuff>;delSelfWhenTriggered=1;funcArgs=<<{caster=2;value=<list(1,0,0);1;0>;lifeRound=1;holder=1;cfgId=94202}>>;nodeId=1;triggerPoint=32}>",,,,,,,,1,,,,,,,
101221,Chuột Xuyên Núi,Chuột Xuyên Núi,Mountain Mouse,หนูภูเขา,Tikus Gunung,Daga sa Bundok,Tikus Gunung,,,,damageAdd,,,2,1202,,,,,,1,1,,,battle/buff_icon/logo_shjc_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shtg.png,,,,,,,,,,,,,,,,,,,,,,
101222,Chuột Xuyên Núi,Chuột Xuyên Núi,Mountain Mouse,หนูภูเขา,Tikus Gunung,Daga sa Bundok,Tikus Gunung,,,,speed,,,2,1201,,,,,,1,1,,,battle/buff_icon/logo_sd_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdtg.png,,,,,,,,,,,,,,,,,,,,,,
101223,Chuột Xuyên Núi,Chuột Xuyên Núi,Mountain Mouse,หนูภูเขา,Tikus Gunung,Daga sa Bundok,Tikus Gunung,,,,sneer,,,2,25,,,,,,1,1,,,battle/buff_icon/logo_cf.png,,buff/chaofeng/beichaofeng.skel,<beichaofeng_loop>,,,1,,{y=-300;x=0},,,,,,,,,,,,battle/txt/txt_tx.png,,,,,,,,,,,,,,,,,,,,,,
101224,Chuột Xuyên Núi,Chuột Xuyên Núi,Mountain Mouse,หนูภูเขา,Tikus Gunung,Daga sa Bundok,Tikus Gunung,,,,defence,,,2,1203,,,,,,1,1,,,battle/buff_icon/logo_wf_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wftg.png,,,,,,,,,,,,,,,,,,,,,,
101225,Chuột Xuyên Núi,Chuột Xuyên Núi,Mountain Mouse,หนูภูเขา,Tikus Gunung,Daga sa Bundok,Tikus Gunung,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{effectFuncs=<castBuff>;buffValueUpdatePoint=5;funcArgs=<<{cfgId=101226;caster=2;value=(150+(skillLv(1016, 1026) or 0)*2-2)*0.01*self:defence();lifeRound=99;holder=1;prob=(getNowRound()-1)%(moreEqualThan(self:star(),8) and 2 or 3) ==0 and 1 or 0}>>;nodeId=1;triggerPoint=5}>",,,,,,,,,,,,,,,
101226,Chuột Xuyên Núi,Chuột Xuyên Núi,Mountain Mouse,หนูภูเขา,Tikus Gunung,Daga sa Bundok,Tikus Gunung,,,,shield,,,2,11,,,,,,1,1,,,battle/buff_icon/logo_hd.png,1,buff/hudun/hudun.skel,<hudun_loop>,,,,,,,,,,,,,,,,,battle/txt/txt_hd.png,,,,,,,,,,,,,,,,,,,,,,
111221,Nidoran (Đực),Nidoran (Đực),Nidoran (Male),นิโดแรน (เพศผู้),Nidoran (Jantan),Nidoran (Lalaki),Nidoran (Jantan),,,,defence,,,2,1203,,,,,,1,1,,,battle/buff_icon/logo_wf_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wftg.png,,,,,,,,,,,,,,,,,,,,,,
111222,Nidoran (Đực),Nidoran (Đực),Nidoran (Male),นิโดแรน (เพศผู้),Nidoran (Jantan),Nidoran (Lalaki),Nidoran (Jantan),,,,,,,2,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{effectFuncs=<castBuff>;delSelfWhenTriggered=2;funcArgs=<<{caster=2;value=self:damage()*0.2;lifeRound=3;holder=1;cfgId=111223}>>;nodeId=1;triggerPoint=1}>,,,,,,,,,,,,,,,
111223,Nidoran (Đực),Nidoran (Đực),Nidoran (Male),นิโดแรน (เพศผู้),Nidoran (Jantan),Nidoran (Lalaki),Nidoran (Jantan),,,,buffDamage,,,2,1501,,,,,,2,5,,,battle/buff_icon/logo_zd.png,,buff/zhongdu/zhongdu.skel,<zhongdu_loop>,,,,,,,,,,,,,,,,,battle/txt/txt_zd.png,,,<{damageType=2;processId=15}>,,,,<{nodeId=0;triggerPoint=5}>,,,,,,,,,,,,,,,
111224,Nidoran (Đực),Nidoran (Đực),Nidoran (Male),นิโดแรน (เพศผู้),Nidoran (Jantan),Nidoran (Lalaki),Nidoran (Jantan),,,,defence,,,2,1303,,,,,,1,1,,,battle/buff_icon/logo_wf_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wfjd.png,,,,,,,,,,,,,,,,,,,,,,
111225,Nidoran (Đực),Nidoran (Đực),Nidoran (Male),นิโดแรน (เพศผู้),Nidoran (Jantan),Nidoran (Lalaki),Nidoran (Jantan),,,,rebound,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111226,Nidoran (Đực),Nidoran (Đực),Nidoran (Male),นิโดแรน (เพศผู้),Nidoran (Jantan),Nidoran (Lalaki),Nidoran (Jantan),,,,defence,,,,1203,102,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wftg.png,,,,,,,,,,,,,,,,,,,,,,
121221,Nidoran (Cái),Nidoran (Cái),Nidoran (Female),นิโดแรน (เพศเมีย),Nidoran (Betina),Nidoran (Babae),Nidoran (Betina),,,,strike,,,,1202,,,,,,1,1,,,battle/buff_icon/logo_bjl_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,,,,,,,,,,,,,,,,,,
121222,Nidoran (Cái),Nidoran (Cái),Nidoran (Female),นิโดแรน (เพศเมีย),Nidoran (Betina),Nidoran (Babae),Nidoran (Betina),,,,damage,,,,1202,,,,,,1,1,,,battle/buff_icon/logo_wg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,,,,,,,,
121223,Nidoran (Cái),Nidoran (Cái),Nidoran (Female),นิโดแรน (เพศเมีย),Nidoran (Betina),Nidoran (Babae),Nidoran (Betina),,,,defence,,,,1203,,,,,,1,1,,,battle/buff_icon/logo_wf_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wftg.png,,,,,,,,,,,,,,,,,,,,,,
121224,Nidoran (Cái),Nidoran (Cái),Nidoran (Female),นิโดแรน (เพศเมีย),Nidoran (Betina),Nidoran (Babae),Nidoran (Betina),,,,defenceIgnore,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121225,Nidoran (Cái),Nidoran (Cái),Nidoran (Female),นิโดแรน (เพศเมีย),Nidoran (Betina),Nidoran (Babae),Nidoran (Betina),,,,damage,,,,1202,102,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,,,,,,,,
121226,Nidoran (Đực),Nidoran (Đực),Nidoran (Male),นิโดแรน (เพศผู้),Nidoran (Jantan),Nidoran (Lalaki),Nidoran (Jantan),,,,buffDamage,,,2,1501,,,,,,2,5,,,battle/buff_icon/logo_zd.png,,buff/zhongdu/zhongdu.skel,<zhongdu_loop>,,,,,,,,,,,,,,,,,battle/txt/txt_zd.png,,,<{damageType=2;processId=15}>,,,,<{nodeId=0;triggerPoint=5}>,,,,,,,,,,,,,,,
122111,Tăng công vật lý,Tăng công vật lý,Increase Physical Attack,เพิ่มพลังโจมตีกายภาพ,Tingkatkan Serangan Fisik,Dagdag Lakas Pisikal,Tingkatkan Serangan Fizikal,,,,stun,,,2,21,,,,,,1,1,,,battle/buff_icon/logo_xy.png,,buff/xuanyun/xuanyun.skel,<xuanyun_loop>,,,1,,{y=-320;x=0},,,,,,,,,,,,battle/txt/txt_xy.png,,,,,,,,,,,,,,,,,,,,,,
122112,Tăng cấp chí mạng,Tăng cấp chí mạng,Increase Critical Rate,เพิ่มอัตราคริติคอล,Tingkatkan Peluang Kritis,Dagdag Tsansang Critical,Tingkatkan Kadar Kritikal,,,,strike,,,,1212,,,,,,1,1,,,battle/buff_icon/logo_bjl_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,,,,,,,,,,,,,,,,,,
122113,Tăng công vật lý,Tăng công vật lý,Increase Physical Attack,เพิ่มพลังโจมตีกายภาพ,Tingkatkan Serangan Fisik,Dagdag Lakas Pisikal,Tingkatkan Serangan Fizikal,,,,stun,,,2,21,,,,,,1,1,,,battle/buff_icon/logo_xy.png,,buff/xuanyun/xuanyun.skel,<xuanyun_loop>,,,1,,{y=-320;x=0},,,,,,,,,,,,battle/txt/txt_xy.png,,,,,,,,,,,,,,,,,,,,,,
122114,Tăng pháp công,Tăng pháp công,Increase Special Attack,เพิ่มพลังเวทย์,Tingkatkan Serangan Spesial,Dagdag Magic Attack,Tingkatkan Serangan Ajaib,,,,specialDamage,,,,1212,,,,,,1,1,,,battle/buff_icon/logo_tg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgtg.png,,,,,,,,,,,,,,,,,,,,,,
122115,Giảm tốc/ Tê liệt,Giảm tốc/ Tê liệt,Slow/Paralyze,ลดความเร็ว / ชา,Lambat / Lumpuh,Mabagal / Paralisado,Lambat / Lumpuh,,,,speed,,,,,,,,,,2,99,,,battle/buff_icon/logo_sd_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdjd.png,,,,,,,,,,,,,,,,,,,,,,
122116,Dấu ấn giấc mơ,Dấu ấn giấc mơ,Dream Mark,รอยประทับแห่งความฝัน,Tanda Mimpi,Tatak ng Panaginip,Tanda Impian,,,,strikeDamage,,,,,,,,,,1,1,,,battle/buff_icon/logo_bjsh_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjshjd.png,,,,,,,,,,,,,,,,,,,,,,
122117,Tăng cấp chí mạng,Tăng cấp chí mạng,Increase Critical Rate,เพิ่มอัตราคริติคอล,Tingkatkan Peluang Kritis,Dagdag Tsansang Critical,Tingkatkan Kadar Kritikal,,,,strike,,,,1212,,,,,,1,1,,,battle/buff_icon/logo_bjl_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,,,,,,,,,,,,,,,,,,
123111,Đốt cháy,Đốt cháy,Burn,เผาไหม้,Terbakar,Nasunog,Terbakar,,,,buffDamage,,,2,1510,,,,,,2,5,,,battle/buff_icon/logo_zs.png,,buff/zhuoshao/zhuoshao.skel,<zhuoshao_loop_top>,,,,,,,,,,,,,,,,,battle/txt/txt_zs1.png,,,<{damageType=2;processId=15}>,,,,<{nodeId=0;triggerPoint=5}>,,,,,,,,,,,,,,,
123121,Chiêu cuối giảm tốc độ,Chiêu cuối giảm tốc độ,Ultimate slows,ท่าสุดท้ายลดความเร็ว,Ultimate memperlambat,Ultimate nagpapabagal,Ultimate memperlahankan,,,,speed,,,,1211,,,,,,1,1,,,battle/buff_icon/logo_sd_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdtg.png,,,,,,,,,,,,,,,,,,,,,,
123122,Mega Blastoise,Mega Blastoise,Mega Blastoise,Mega Blastoise,Mega Blastoise,Mega Blastoise,Mega Blastoise,,,,buffDamage,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,<{damageType=0;processId=3}>,,,,,,,,,,,,,,,,,,,
123131,Đốt cháy,Đốt cháy,Burn,เผาไหม้,Terbakar,Nasunog,Terbakar,,,,buffDamage,,,2,1510,,,,,,1,1,,,battle/buff_icon/logo_zs.png,,buff/zhuoshao/zhuoshao.skel,<zhuoshao_loop_top>,,,,,,,,,,,,,,,,,battle/txt/txt_zs1.png,,,<{damageType=2;processId=15}>,,,,<{nodeId=0;triggerPoint=5}>,,,,,,,,,,,,,,,
123132,Dễ tổn thương bởi pháp công,Dễ tổn thương bởi pháp công,Vulnerable to special attacks,อ่อนแอต่อการโจมตีเวทย์,Lemah terhadap serangan khusus,Madaling tamaan ng magic,Lemah terhadap serangan ajaib,,,,damageSub,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123133,Giảm sát thương nhận vào,Giảm sát thương nhận vào,Reduce damage taken,ลดความเสียหายที่ได้รับ,Mengurangi kerusakan yang diterima,Bawas pinsalang natatanggap,Mengurangkan kerosakan diterima,,,,addHP,,,,,,,,,,2,3,,,,1,,,,,,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,,,,,,,,,,,,,,
123211,Đốt cháy,Đốt cháy,Burn,เผาไหม้,Terbakar,Nasunog,Terbakar,,,,buffDamage,,,2,1510,,,,,,2,99,,,battle/buff_icon/logo_zs.png,,buff/zhuoshao/zhuoshao.skel,<zhuoshao_loop_top>,,,,,,,,,,,,,,,,,battle/txt/txt_zs1.png,,,<{damageType=2;processId=15}>,,,,<{nodeId=0;triggerPoint=5}>,,,,,,,,,,,,,,,
123212,Tăng tốc,Tăng tốc,Speed up,เพิ่มความเร็ว,Menambah kecepatan,Bilis,Tingkatkan kelajuan,,,,speed,,,,1211,,,,,,1,1,,,battle/buff_icon/logo_sd_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdtg.png,,,,,,,,,,,,,,,,,,,,,,
123213,Đốt cháy,Đốt cháy,Burn,เผาไหม้,Terbakar,Nasunog,Terbakar,,,,buffDamage,,,2,,,,,,,2,99,,,battle/buff_icon/logo_zs.png,1,buff/zhuoshao/zhuoshao.skel,<zhuoshao_loop_top>,,,,,,,,,,,,,,,,,battle/txt/txt_zs1.png,,,<{damageType=2;processId=15}>,,,,<{nodeId=0;triggerPoint=5}>,,,,,,,,,,,,,,,
