VariableName,markID,level,addType,addScene,natureType,desc_cn,desc_tw,desc,desc_vn,desc_ma,desc_en,desc_in,desc_th,desc_ph,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,attrType6,attrNum6
76006,761,150,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,7,1.00%,8,1.00%,,,,,,,,
76007,761,200,1,,,,,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
76008,761,250,1,,,,,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
76009,761,300,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,1,1%,,,,,,,,,,
76010,761,350,1,,,,,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
76011,761,400,1,,,,,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
76012,761,450,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,9,1.00%,10,1.00%,,,,,,,,
76013,761,500,1,,,,,%s,%s,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
77001,771,20,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
77002,771,40,1,,,,,%s,%s,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
77003,771,60,1,,,,,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
77004,771,80,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
77005,771,100,1,,,,,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
77006,771,150,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,1,0.60%,,,,,,,,,,
77007,771,200,1,,,,,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
77008,771,250,1,,,,,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
77009,771,300,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,9,0.60%,10,0.60%,,,,,,,,
77010,771,350,1,,,,,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
77011,771,400,1,,,,,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
77012,771,450,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,7,0.60%,8,0.60%,,,,,,,,
77013,771,500,1,,,,,%s,%s,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
78001,781,20,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
78002,781,40,1,,,,,%s,%s,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
78003,781,60,1,,,,,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
78004,781,80,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
78005,781,100,1,,,,,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
78006,781,150,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,1,0.50%,,,,,,,,,,
78007,781,200,1,,,,,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
78008,781,250,1,,,,,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
78009,781,300,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,9,0.50%,10,0.50%,,,,,,,,
78010,781,350,1,,,,,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
78011,781,400,1,,,,,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
78012,781,450,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,9,0.50%,10,0.50%,,,,,,,,
78013,781,500,1,,,,,%s,%s,%s,%s,%s,%s,%s,28,500,,,,,,,,,,
79001,793,20,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
79002,793,40,1,,,,,%s,%s,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
79003,793,60,1,,,,,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
79004,793,80,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
79005,793,100,1,,,,,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
79006,793,150,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,7,0.50%,8,0.50%,,,,,,,,
79007,793,200,1,,,,,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
79008,793,250,1,,,,,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
79009,793,300,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,1,0.50%,,,,,,,,,,
79010,793,350,1,,,,,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
79011,793,400,1,,,,,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
79012,793,450,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,1,0.50%,,,,,,,,,,
79013,793,500,1,,,,,%s,%s,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
80001,801,20,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
80002,801,40,1,,,,,%s,%s,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
80003,801,60,1,,,,,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
80004,801,80,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
80005,801,100,1,,,,,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
80006,801,150,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,7,0.50%,8,0.50%,,,,,,,,
80007,801,200,1,,,,,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
80008,801,250,1,,,,,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
80009,801,300,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,1,0.50%,,,,,,,,,,
80010,801,350,1,,,,,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
80011,801,400,1,,,,,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
80012,801,450,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,1,0.50%,,,,,,,,,,
80013,801,500,1,,,,,%s,%s,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
86001,863,20,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
86002,863,40,1,,,,,%s,%s,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
86003,863,60,1,,,,,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
86004,863,80,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
86005,863,100,1,,,,,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
86006,863,150,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,7,0.60%,8,0.60%,,,,,,,,
86007,863,200,1,,,,,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
86008,863,250,1,,,,,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
86009,863,300,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,1,0.60%,,,,,,,,,,
86010,863,350,1,,,,,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
86011,863,400,1,,,,,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
86012,863,450,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,9,0.60%,10,0.60%,,,,,,,,
86013,863,500,1,,,,,%s,%s,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
88001,883,20,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
88002,883,40,1,,,,,%s,%s,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
88003,883,60,1,,,,,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
88004,883,80,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
88005,883,100,1,,,,,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
88006,883,150,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,1,0.60%,,,,,,,,,,
88007,883,200,1,,,,,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
88008,883,250,1,,,,,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
88009,883,300,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,9,0.60%,10,0.60%,,,,,,,,
88010,883,350,1,,,,,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
88011,883,400,1,,,,,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
88012,883,450,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,7,0.60%,8,0.60%,,,,,,,,
88013,883,500,1,,,,,%s,%s,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
89001,891,20,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
89002,891,40,1,,,,,%s,%s,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
89003,891,60,1,,,,,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
89004,891,80,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,0.40%,8,0.40%,1,0.40%,9,0.40%,10,0.40%,13,0.40%
89005,891,100,1,,,,,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
89006,891,150,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,1,0.40%,,,,,,,,,,
89007,891,200,1,,,,,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
89008,891,250,1,,,,,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
89009,891,300,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,9,0.40%,10,0.40%,,,,,,,,
89010,891,350,1,,,,,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
89011,891,400,1,,,,,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
89012,891,450,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,1,0.40%,,,,,,,,,,
89013,891,500,1,,,,,%s,%s,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
97001,972,20,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
97002,972,40,1,,,,,%s,%s,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
97003,972,60,1,,,,,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
97004,972,80,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
97005,972,100,1,,,,,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
97006,972,150,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,9,0.60%,10,0.60%,,,,,,,,
97007,972,200,1,,,,,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
97008,972,250,1,,,,,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
97009,972,300,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,7,0.60%,8,0.60%,,,,,,,,
97010,972,350,1,,,,,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
97011,972,400,1,,,,,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
97012,972,450,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,9,0.60%,10,0.60%,,,,,,,,
97013,972,500,1,,,,,%s,%s,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
103001,1032,20,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
103002,1032,40,1,,,,,%s,%s,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
103003,1032,60,1,,,,,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
103004,1032,80,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
103005,1032,100,1,,,,,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
103006,1032,150,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,9,0.60%,10,0.60%,,,,,,,,
103007,1032,200,1,,,,,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
103008,1032,250,1,,,,,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
103009,1032,300,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,7,0.60%,8,0.60%,,,,,,,,
103010,1032,350,1,,,,,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
103011,1032,400,1,,,,,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
103012,1032,450,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,1,0.60%,,,,,,,,,,
103013,1032,500,1,,,,,%s,%s,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
107001,1071,20,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
107002,1071,40,1,,,,,%s,%s,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
107003,1071,60,1,,,,,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
107004,1071,80,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
107005,1071,100,1,,,,,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
107006,1071,150,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,1,0.60%,,,,,,,,,,
107007,1071,200,1,,,,,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
107008,1071,250,1,,,,,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
107009,1071,300,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,9,0.60%,10,0.60%,,,,,,,,
107010,1071,350,1,,,,,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
107011,1071,400,1,,,,,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
107012,1071,450,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,1,0.60%,,,,,,,,,,
107013,1071,500,1,,,,,%s,%s,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
108001,1082,20,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
108002,1082,40,1,,,,,%s,%s,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
108003,1082,60,1,,,,,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
108004,1082,80,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
108005,1082,100,1,,,,,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
108006,1082,150,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,1,0.60%,,,,,,,,,,
108007,1082,200,1,,,,,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
108008,1082,250,1,,,,,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
108009,1082,300,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,9,0.60%,10,0.60%,,,,,,,,
108010,1082,350,1,,,,,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
108011,1082,400,1,,,,,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
108012,1082,450,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,1,0.60%,,,,,,,,,,
108013,1082,500,1,,,,,%s,%s,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
117001,1173,20,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
117002,1173,40,1,,,,,%s,%s,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
117003,1173,60,1,,,,,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
117004,1173,80,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
117005,1173,100,1,,,,,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
117006,1173,150,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,1,0.60%,,,,,,,,,,
117007,1173,200,1,,,,,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
117008,1173,250,1,,,,,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
117009,1173,300,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,9,0.60%,10,0.60%,,,,,,,,
117010,1173,350,1,,,,,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
117011,1173,400,1,,,,,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
117012,1173,450,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,1,0.60%,,,,,,,,,,
117013,1173,500,1,,,,,%s,%s,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
122001,1221,20,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
122002,1221,40,1,,,,,%s,%s,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
122003,1221,60,1,,,,,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
122004,1221,80,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
122005,1221,100,1,,,,,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
122006,1221,150,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,7,0.60%,8,0.60%,,,,,,,,
122007,1221,200,1,,,,,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
122008,1221,250,1,,,,,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
122009,1221,300,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,1,0.60%,,,,,,,,,,
