VariableName,eventID,_name,delay,sound,damageSeg,hpSeg,segInterval,shaker,music,zOrder ,move,show,effectType,effectRes,effectArgs,otherEventIDs,follow,onlyTargetShow,jumpFlag,control,confuseIt,zOrder
89111,89111,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
89121,89121,,,,<0.3;0.3;0.4>,,<0;500;666.67>,,,,,,,,,,,,,{lifeBar={show=True}},,
89131,89131,,,,<0.3;0.3;0.4>,,<0;166.67;400>,,,,,,,,,,,,,,,
89211,89211,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
89221,89221,,,,<0.5;0.5>,,<0;100>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=30;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
89231,89231,,,,<0.5;0.3;0.2>,,<0;1100;233.33>,,,,,,,,,,,,,,,
89311,89311,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
89321,89321,,,,<0.2;0.2;0.3;0.3>,,<0;400;300;300>,,,,,,,,,,,,,{lifeBar={show=True}},,
89331,89331,,,,<0.2;0.2;0.3;0.2;0.1>,,<0;833.33;800;1066.67;166.67>,,,,,,,,,,,,,,,
97111,97111,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
97121,97121,,,,<0.2;0.3;0.5>,,<0;600;666.6>,,,,,,,,,,,,,{lifeBar={show=True}},,
97131,97131,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;300;366.6;366.6;366.6>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
97132,97132,,,,,,,,,,,,,,,<90;200091>,,,,,,
97133,97133,,,,,,,,,,,,1,koudai_beijing/moren_bj.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=mengyao_skill2;offsetX=-100;delay=0;zorder=-1;lastTime=6033.3},,,,,,,
97211,97211,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,1,shiqikuangsan/effect_shiqikuangsan_0.json,{scale=0.3;screenPos=1;offsetY=300;addTolayer=1;aniLoop=False;zorder=99;offsetX=0;delay=0;aniName=skill0_loop;lastTime=100},,,,,{lifeBar={show=True}},,
97221,97221,,,,<0.25;0.25;0.25;0.25>,,<0;250;250;250>,,,,,,1,shiqikuangsan/effect_shiqikuangsan_1.json,{scale=0.3;screenPos=1;offsetY=300;addTolayer=1;aniLoop=True;zorder=99;offsetX=0;delay=0;aniName=skill1_loop;lastTime=1000},,,,,{lifeBar={show=True}},,
97231,97231,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2>,,<0;200;200;200;200;200;200;200;533.3>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,1,shiqikuangsan/effect_shiqikuangsan_2.json,{scale=0.2;screenPos=0;offsetY=0;addTolayer=1;aniLoop=True;zorder=99;offsetX=600;delay=0;aniName=skill2_loop;lastTime=1500},,,,,,,
97311,97311,,,,<0.2;0.2;0.2;0.4>,,<0;200;400;800>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
97321,97321,,,,<0.25;0.25;0.25;0.25>,,<0;250;250;250>,,,,,,,,,,,,,{lifeBar={show=True}},,
97331,97331,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;200;200;200;200;200;200;200;700;800>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
97411,97411,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;100;100;100;100>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
97421,97421,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2>,,<0;200;200;200;200;200;100;100>,,,,,,,,,,,,,{lifeBar={show=True}},,
97431,97431,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;300;300;300;300;300;300;300;300;1200>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
103111,103111,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
103121,103121,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
103131,103131,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
103132,103132,,,,,,,,,,,<{hide=True;lastTime=566.6;delay=7000}>,,,,<90;207092;207093;207094>,,,,,,
103133,103133,,,,,,,,,,,,1,koudai_beijing/senlin.skel,{scale=0.8;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=tianxie_skill2;offsetX=0;delay=0;zorder=-1;lastTime=9133.3},,,,,,,
103134,103134,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{scale=0.8;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=tianxie_skill2;offsetX=0;delay=0;zorder=-2;lastTime=9133.3},,,,,,,
103135,103135,,,,,,,,,,,,1,koudai_beijing/sudu_bj_guang.skel,{scale=0.8;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=tianxie_skill2;offsetX=0;delay=0;zorder=-3;lastTime=9133.3},,,,,,,
103211,103211,,,,<0.5;0.5>,,<0;100>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
103221,103221,,,,<0.25;0.25;0.25;0.25>,,<0;100;100;100>,,,,,,,,,,,,,{lifeBar={show=True}},,
103231,103231,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2>,,<0;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,1,tiancaosilangshizhen/effect_tiancaosilangshizhen_2.json,{scale=0.3;screenPos=1;offsetY=200;addTolayer=-1;aniLoop=True;zorder=99;offsetX=0;delay=0;aniName=skill2_loop;lastTime=1500},,,,,,,
107111,107111,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
107112,107112,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,0,attack_1,,,,,,{lifeBar={show=True}},,
107121,107121,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2>,,<0;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3>,,,,,,,,,,,,,{lifeBar={show=True}},,
107131,107131,,,,<1>,,<0>,,,,,,0,skill2,,,,,,,,
107132,107132,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,0,skill2_1,,,,,,,,
107133,107133,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,0,skill2_2,,,,,,,,
107134,107134,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,0,skill2_3,,,,,,,,
107135,107135,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,0,skill2_4,,,,,,,,
108111,108111,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
108121,108121,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
108131,108131,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;300;433.33;200;1033.33>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
108211,108211,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
108221,108221,,,,<0.3;0.3;0.4>,,<0;66.67;66.67>,,,,,,,,,,,,,{lifeBar={show=True}},,
108231,108231,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;100;100;100;100>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
117111,117111,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
117121,117121,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
117131,117131,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;200;200;300;300>,,,,,,,,,,,,,,,
117211,117211,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
117221,117221,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
117231,117231,,,,<0.25;0.25;0.25;0.25>,,<0;200;200;200>,,,,,,,,,,,,,,,
117311,117311,,,,<0.3;0.3;0.4>,,<0;66.67;66.67>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
117321,117321,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;166.6;166.6;166.6;166.6>,,,,,,,,,,,,,{lifeBar={show=True}},,
117331,117331,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;80;80;80;80;80;80;80;80;80>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
122111,122111,,,,<0.3;0.3;0.4>,,<0;66.6;66.6>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
122121,122122,,,,<0.25;0.25;0.25;0.25>,,<0;100;100;100>,,,,,,,,,,,,,{lifeBar={show=True}},,
122131,122131,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2>,,<0;100;100;100;100;100;100;100;100>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,1,suoer/effect_suoer_2.json,{scale=0.7;screenPos=1;offsetY=150;addTolayer=1;aniLoop=True;zorder=99;offsetX=0;delay=0;aniName=skill2_loop;lastTime=1000},,,,,,,
123111,1,,,,<0.5;0.5>,,<0;100>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
123121,1,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;166.6;166.6;166.6;166.6>,,,,,,,,,,,,,{lifeBar={show=True}},,
123131,1,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;80;80;80;80;80;80;80;80;80>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
124111,124111,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
124121,124121,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;350;350;350;350>,,,,,,1,chuyinweilai/effect_chuyinweilai_1.json,{scale=1.5;screenPos=1;offsetY=300;addTolayer=1;aniLoop=True;zorder=99;offsetX=0;delay=0;aniName=skill1_loop;lastTime=1500},,,,,{lifeBar={show=True}},,
124131,124131,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;150;150;150;150;150;100;100;100;100>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,1,chuyinweilai/effect_chuyinweilai_2.json,{scale=0.3;screenPos=1;offsetY=0;addTolayer=1;aniLoop=True;zorder=99;offsetX=0;delay=0;aniName=skill2_loop;lastTime=1500},,,,,,,
125111,125111,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
125121,125121,,,,<0.5;0.5>,,<0;900>,,,,,,,,,,,,,{lifeBar={show=True}},,
125131,125131,,,,<0.1;0.1;0.1;0.1;0.2;0.2;0.2>,,<0;233.33;200;833.33;533.33;200;200>,,,,,,,,,,,,,,,
125211,125211,,,,<0.25;0.25;0.25;0.25>,,<0;100;100;100>,,,,,,,,,,,,,{lifeBar={show=True}},,
125221,125221,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
125231,125231,,,,<1>,,<0>,,,,,,,,,,,,,,,
125232,125232,,,,,,,,,,,,,,,<90;247092;247093>,,,,,,
125233,125233,,,,,,,,,,,,1,koudai_beijing/moren_bj.skel,{scale=0.75;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=shajilasi_skill2;offsetX=-400;lastTime=5800;zorder=-2},,,,,,,
125234,125234,,,,,,,,,,,,1,koudai_beijing/sudu_bj.skel,{scale=0.75;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=shajilasi_skill2;offsetX=0;lastTime=5933.33;zorder=-3},,,,,,,
125311,125311,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
125321,125321,,,,<0.25;0.25;0.25;0.25>,,<0;130;130;130>,,,,,,,,,,,,,{lifeBar={show=True}},,
125331,125331,,,,<0.3;0.7>,,<0;400>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
126111,126111,,,,<0.2;0.4;0.4>,,<0;1419;200>,{isRepeat=True;endT=100;beginT=0;count=1;disy=20;disx=20;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
126121,126121,,,,<0.33;0.33;0.34>,,<0;200;200>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=25;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
126131,126131,,,,<0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.1;0.1;0.1;0.1;0.1>,,<0;150;150;150;150;150;150;150;1060;100;100;100;100;100;100>,{isRepeat=True;endT=100;beginT=0;count=1;disy=40;disx=30;interval=0},,,,,,,,,,,,,,
126132,126132,,,,,,,,,,<{absY=0;scale=0.9;delay=0;teamClose=1.4;t=0;absX=2500};{absY=380;scale=0.7;delay=7800;teamClose=1.4;t=400;absX=1920}>,<{hide=True;lastTime=7788;delay=0}>,,,,<90;249091;249092;249093;249094;249095>,,,,,,<{zorder=-999;lastTime=12400;delay=0}>
126133,126133,,,,,,,,,,,,1,koudai_beijing/shuizhu.skel,{scale=0.7;screenPos=0;offsetY=-200;addTolayer=1;aniLoop=False;aniName=luoqiya_skill2;offsetX=0;lastTime=11187;zorder=6},,,,,,,
126134,126134,,,,,,,,,,,,1,koudai_beijing/hailang.skel,{scale=0.7;screenPos=0;offsetY=-200;addTolayer=-1;aniLoop=False;aniName=luoqiya_skill2;offsetX=0;lastTime=11187;zorder=5},,,,,,,
126135,126135,,,,,,,,,,,,1,koudai_beijing/haidi.skel,{scale=0.65;screenPos=0;offsetY=-20;addTolayer=-1;aniLoop=False;aniName=luoqiya_skill2;offsetX=0;lastTime=11187;zorder=4},,,,,,,
126136,126136,,,,,,,,,,,,1,koudai_beijing/hailang.skel,{scale=0.7;screenPos=0;offsetY=-200;addTolayer=-1;aniLoop=False;aniName=luoqiya_skill2;offsetX=0;lastTime=11187;zorder=3},,,,,,,
126137,126137,,,,,,,,,,,,1,koudai_beijing/tiankong.skel,{scale=0.7;screenPos=0;offsetY=-200;addTolayer=-1;aniLoop=False;aniName=luoqiya_skill2;offsetX=0;lastTime=11187;zorder=2},,,,,,,
127111,127111,,,,<0.3;0.3;0.4>,,<0;133.33;133.33>,,,,,,,,,,,,,{lifeBar={show=True}},,
127121,127121,,,,<0.25;0.25;0.25;0.25>,,<0;200;200;200>,,,,,,,,,,,,,{lifeBar={show=True}},,
127131,127131,,,,<0.25;0.15;0.15;0.15;0.15;0.15>,,<0;1033.33;200;200;200;200>,{endT=200;beginT=0;count=2;disy=30;disx=30;interval=100},,,,,,,,,,,,,,
127132,127132,,,,,,,,,,<{t=0;x=-200;delay=0;y=-200};{t=0;scale=0.4;delay=0}>,<{hide=True;lastTime=9800;delay=0}>,,,,<90;250092;250093>,,,,,,<{zorder=-999;lastTime=12400;delay=0}>
127133,127133,,,,,,,,,,,,1,koudai_beijing/shandi.skel,{scale=0.75;screenPos=0;offsetY=-200;addTolayer=-1;aniLoop=False;aniName=fengwang_skill2;offsetX=0;lastTime=12333.33;zorder=-1000},,,,,,,
127134,127134,,,,,,,,,,,,1,koudai_beijing/tiankong.skel,{scale=0.77;screenPos=0;offsetY=-100;addTolayer=-1;aniLoop=False;aniName=fengwang_skill2;offsetX=0;lastTime=9433.33;zorder=-1500},,,,,,,
128111,1,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
128121,1,,,,<0.2;0.3;0.5>,,<0;250;250>,,,,,,,,,,,,,{lifeBar={show=True}},,
128131,1,,,,<0.25;0.25;0.25;0.25>,,<0;200;200;200>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
128132,1,,,,,,,,,,,,,,,<90;251091;251092;251093;251094>,,,,,,<{zorder=30000;lastTime=100000;delay=0}>
128133,128133,,,,,,,,,,,,1,koudai_beijing/shuijing.skel,{scale=0.75;screenPos=0;offsetY=0;addTolayer=1;aniLoop=False;aniName=shilabi_skill2_qian;offsetX=0;lastTime=18180;zorder=50000},,,,,,,
128134,128134,,,,,,,,,,,,1,koudai_beijing/shuijing.skel,{scale=0.75;screenPos=0;offsetY=0;addTolayer=1;aniLoop=False;aniName=shilabi_skill2_hou;offsetX=0;lastTime=18180;zorder=40000},,,,,,,
128135,128135,,,,,,,,,,,,1,koudai_beijing/shuimian.skel,{scale=0.75;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=shilabi_skill2;offsetX=0;lastTime=18180;zorder=-1},,,,,,,
128136,128136,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{scale=0.75;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=shilabi_skill2;offsetX=0;lastTime=18180;zorder=-10},,,,,,,
128211,128211,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
128221,128221,,,,<0.2;0.3;0.5>,,<0;200;200>,,,,,,,,,,,,,{lifeBar={show=True}},,
128231,128231,,,,<0.25;0.25;0.25;0.25>,,<0;200;200;5000>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
128232,128232,,,,,,,,,,,,,,,<90;251191;251192>,,,,,,<{zorder=30000;lastTime=100000;delay=0}>
128235,128235,,,,,,,,,,,,1,koudai_beijing/sudu_bj_guang.skel,{scale=0.75;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=shilabi_pifu_skill2;offsetX=0;lastTime=18150;zorder=-1},,,,,,,
128236,128236,,,,,,,,,,,,1,koudai_beijing/senlin2.skel,{scale=0.75;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=shilabi_pifu_skill2;offsetX=0;lastTime=18150;zorder=-10},,,,,,,
129111,129111,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
129121,129121,,,,<0.5;0.5>,,<0;100>,,,,,,,,,,,,,{lifeBar={show=True}},,
129131,129131,,,,<0.3;0.3;0.4>,,<0;133.3;133.3>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
129132,129132,,,,,,,,,,<{absY=650;scale=1;delay=0;absX=1700;t=0}>,<{hide=True;lastTime=4900;delay=0}>,,,,<90;252092>,,,,,,
129133,129133,,,,,,,,,,,,1,koudai_beijing/sudu_bj.skel,{screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;zorder=39;offsetX=-250;delay=2508;aniName=mushougong_skill2;lastTime=3861},,,,,,,
129211,129211,,,,<0.25;0.25;0.25;0.25>,,<0;133.3;533.3;133.3>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
129221,129221,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
129231,129231,,,,<0.3;0.3;0.4>,,<0;133.3;166.6>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
129232,129232,,,,,,,,,,,,,,,<90;253092>,,,,,,
129233,129233,,,,,,,,,,,,1,koudai_beijing/moren_bj.skel,{screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;zorder=1;offsetX=0;delay=0;aniName=senlinxiyi_skill2;lastTime=6800},,,,,,,
129311,129311,,,,<0.3;0.3;0.4>,,<0;100;100>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
129321,129321,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;100;100;100;100;100;100;100;100;100>,,,,,,1,sifengyuanyeyi/effect_sifengyuanyeyi_1.json,{scale=0.7;screenPos=1;offsetY=300;addTolayer=1;aniLoop=True;zorder=99;offsetX=0;delay=0;aniName=skill1_loop;lastTime=1000},,,,,{lifeBar={show=True}},,
129331,129331,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;150;150;150;150;150;150;150;150;150>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,1,sifengyuanyeyi/effect_sifengyuanyeyi_2.json,{scale=0.7;screenPos=1;offsetY=150;addTolayer=1;aniLoop=True;zorder=99;offsetX=0;delay=0;aniName=skill2_loop;lastTime=1500},,,,,,,
130111,130111,,,,<1>,,<0>,{isRepeat=True;beginT=0;endT=100;disy=10;disx=10},,,,,,,,,,,,{lifeBar={show=True}},,
130121,130121,,,,<0.1;0.1;0.1;0.1;0.1;0.5>,,<0;133;133;133;133;810>,{isRepeat=True;beginT=0;endT=100;disy=20;disx=15},,,,,,,,,,,,{lifeBar={show=True}},,
130131,130131,,,,<0.3;0.3;0.4>,,<0;500;480>,{isRepeat=True;beginT=0;endT=100;disy=30;disx=20},,,,,,,,,,,,,,
130211,130211,,,,<1>,,<0>,{isRepeat=True;beginT=0;endT=100;disy=10;disx=10},,,<{t=250;x=-15;delay=0;y=260;rot=-10};{t=250;x=-20;delay=250;y=330;rot=-30};{t=200;x=0;delay=520;y=0;rot=0}>,,,,,,,,,{lifeBar={show=True}},,
130221,130221,,,,<0.2;0.4;0.4>,,<0;600;180>,{isRepeat=True;beginT=0;endT=100;disy=20;disx=15},,,,,,,,,,,,{lifeBar={show=True}},,
130231,130231,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;160;160;160;160;2805;180;180;180;180>,{isRepeat=True;beginT=0;endT=100;disy=30;disx=20},,,,,,,,,,,,,,
130232,130232,,,,,,,,,,<{absY=660;absX=880;delay=0;t=1};{absY=500;absX=1400;delay=4800;t=0}>,<{hide=True;lastTime=4818.67;delay=0}>,,,,<90;256091;256092>,,,,,,
130233,130233,,,,,,,,,,,,1,koudai_beijing/tiankong.skel,{scale=0.66;screenPos=0;offsetY=-250;addTolayer=-1;aniLoop=False;aniName=lizhuangji_skill2;offsetX=0;delay=0;zorder=1;lastTime=5676.33},,,,,,,
130234,130234,,,,,,,,,,,,1,koudai_beijing/huangtu.skel,{scale=0.6;screenPos=0;offsetY=-250;addTolayer=-1;aniLoop=False;aniName=lizhuangji_skill2;offsetX=0;delay=0;zorder=2;lastTime=5676.33},,,,,,,
130311,130311,,,,<0.4;0.6>,,<0;570>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
130321,130321,,,,<0.25;0.25;0.25;0.25>,,<0;100;100;100>,,,,,,,,,,,,,{lifeBar={show=True}},,
130331,130331,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2>,,<0;100;100;100;100;100;100;100;340>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
131111,131111,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
131121,131121,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
131131,131131,,,,<0.5;0.5>,,<0;833.3>,,,,,,,,,,,,,,,
131211,131211,,,,<0.5;0.5>,,<0;433.3>,,,,,,,,,,,,,{lifeBar={show=True}},,
131221,131221,,,,<0.25;0.25;0.25;0.25>,,<0;166.6;200;233.3>,,,,,,,,,,,,,{lifeBar={show=True}},,
131231,131231,,,,<0.3;0.3;0.4>,,<0;166.6;166.6>,,,,,,,,,,,,,,,
131311,131311,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
131321,131321,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2>,,<0;100;100;100;100;220;220;220>,,,,,,1,aertuoliya/effect_aertuoliya_1.json,{scale=0.7;screenPos=1;offsetY=300;addTolayer=1;aniLoop=True;zorder=99;offsetX=0;delay=0;aniName=skill1_loop;lastTime=1200},,,,,{lifeBar={show=True}},,
131331,131331,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2>,,<0;100;100;100;100;133.3;133.3;133.3;133.3>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
131411,131411,,,,<0.3;0.3;0.4>,,<0;400;666.6>,,,,,,,,,,,,,{lifeBar={show=True}},,
131421,131421,,,,<0.1;0.1;0.1;0.1;0.2;0.2;0.2>,,<0;266.6;333.3;766.6;100;100;133.3>,,,,,,,,,,,,,{lifeBar={show=True}},,
131431,131431,,,,<0.1;0.1;0.1;0.2;0.2;0.3>,,<0;133.3;1633.3;66.6;100;400>,,,,,,,,,,,,,,,
131432,131432,,,,,,,,,,,<{hide=True;lastTime=1900;delay=1100}>,,,,<90;260192;260193;260194>,,,,,,
131433,131433,,,,,,,,,,,,1,koudai_beijing/sudu_bj.skel,{scale=0.7;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=juzhaoguaimega_skill2;offsetX=0;delay=0;zorder=-1;lastTime=6166.6},,,,,,,
131434,131434,,,,,,,,,,,,1,koudai_beijing/huangtu.skel,{scale=0.7;screenPos=0;offsetY=-200;addTolayer=-1;aniLoop=False;aniName=juzhaoguaimega_skill2;offsetX=200;delay=0;zorder=-2;lastTime=6166.6},,,,,,,
131435,131435,,,,,,,,,,,,1,koudai_beijing/tiankong.skel,{scale=0.7;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=juzhaoguaimega_skill2;offsetX=0;delay=0;zorder=-3;lastTime=6166.6},,,,,,,
135111,135111,,,,<1>,,<0>,{isRepeat=True;beginT=0;endT=100;disy=10;disx=10},,,,,,,,,,,,{lifeBar={show=True}},,
135121,135121,,,,<1>,,<0>,{isRepeat=True;beginT=0;endT=100;disy=20;disx=15},,,,,,,,,,,,{lifeBar={show=True}},,
