VariableName,typeID,star,attrTarget,attrNatureType,attrNum,effectDesc_cn,effectDesc_tw,effectDesc,effectDesc_my,effectDesc_in,effectDesc_th,effectDesc_en,effectDesc_ph
77019,771,19,,,{7=20%;8=20%},,,,,,,,
77020,771,20,,,{10=30%;9=30%},,,,,,,,
77021,771,21,,,{28=1500;12=2000},,,,,,,,
77022,771,22,,,{14=1000;25=2000},,,,,,,,
77023,771,23,,,{17=2000;19=2000},,,,,,,,
77024,771,24,,,{15=2000;21=3000},,,,,,,,
78002,781,2,,,{7=80;8=80},,,,,,,,
78003,781,3,,,{25=200},,,,,,,,
78004,781,4,,,{7=5%;8=5%},,,,,,,,
78005,781,5,,,{1=5%},,,,,,,,
78006,781,6,,,{10=5%;9=5%},,,,,,,,
78007,781,7,,,{28=300},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
78008,781,8,,,{1=10%},,,,,,,,
78009,781,9,,,{7=10%;8=10%},,,,,,,,
78010,781,10,,,{28=600},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
78011,781,11,,,{22=1000},,,,,,,,
78012,781,12,,,{23=1000},,,,,,,,
78013,781,13,,,{10=20%;9=20%},,,,,,,,
78014,781,14,,,{28=10%;12=15%},,,,,,,,
78015,781,15,,,{14=1500;25=1000},,,,,,,,
78016,781,16,,,{17=1500;19=1000},,,,,,,,
78017,781,17,,,{14=1000;21=1500},,,,,,,,
78018,781,18,,,{1=20%;30=2000},,,,,,,,
78019,781,19,,,{7=20%;8=20%},,,,,,,,
78020,781,20,,,{10=30%;9=30%},,,,,,,,
78021,781,21,,,{28=1500;12=2000},,,,,,,,
78022,781,22,,,{14=1000;25=2000},,,,,,,,
78023,781,23,,,{17=2000;19=2000},,,,,,,,
78024,781,24,,,{15=2000;21=3000},,,,,,,,
79002,791,2,,,{7=80;8=80},,,,,,,,
79003,791,3,,,{24=200},,,,,,,,
79004,791,4,,,{7=5%;8=5%},,,,,,,,
79005,791,5,,,{1=5%},,,,,,,,
79006,791,6,,,{7=5%;8=5%},,,,,,,,
79007,791,7,,,{14=300},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
79008,791,8,,,{1=10%},,,,,,,,
79009,791,9,,,{7=10%;8=10%},,,,,,,,
79010,791,10,,,{14=600},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
79011,791,11,,,{22=1000},,,,,,,,
79012,791,12,,,{23=1000},,,,,,,,
79013,791,13,,,{10=20%;9=20%},,,,,,,,
79014,791,14,,,{28=10%;12=15%},,,,,,,,
79015,791,15,,,{14=1500;25=1000},,,,,,,,
79016,791,16,,,{17=1500;19=1000},,,,,,,,
79017,791,17,,,{14=1000;21=1500},,,,,,,,
79018,791,18,,,{1=20%;30=2000},,,,,,,,
79019,791,19,,,{7=20%;8=20%},,,,,,,,
79020,791,20,,,{10=30%;9=30%},,,,,,,,
79021,791,21,,,{28=1500;12=2000},,,,,,,,
79022,791,22,,,{14=1000;25=2000},,,,,,,,
79023,791,23,,,{17=2000;19=2000},,,,,,,,
79024,791,24,,,{15=2000;21=3000},,,,,,,,
80002,801,2,,,{7=80;8=80},,,,,,,,
80003,801,3,,,{24=200},,,,,,,,
80004,801,4,,,{7=5%;8=5%},,,,,,,,
80005,801,5,,,{1=5%},,,,,,,,
80006,801,6,,,{7=5%;8=5%},,,,,,,,
80007,801,7,,,{15=450},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
80008,801,8,,,{1=10%},,,,,,,,
80009,801,9,,,{7=10%;8=10%},,,,,,,,
80010,801,10,,,{15=900},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
80011,801,11,,,{22=1000},,,,,,,,
80012,801,12,,,{23=1000},,,,,,,,
80013,801,13,,,{10=20%;9=20%},,,,,,,,
80014,801,14,,,{28=10%;12=15%},,,,,,,,
80015,801,15,,,{14=1500;25=1000},,,,,,,,
80016,801,16,,,{17=1500;19=1000},,,,,,,,
80017,801,17,,,{14=1000;21=1500},,,,,,,,
80018,801,18,,,{1=20%;30=2000},,,,,,,,
80019,801,19,,,{7=20%;8=20%},,,,,,,,
80020,801,20,,,{10=30%;9=30%},,,,,,,,
80021,801,21,,,{28=1500;12=2000},,,,,,,,
80022,801,22,,,{14=1000;25=2000},,,,,,,,
80023,801,23,,,{17=2000;19=2000},,,,,,,,
80024,801,24,,,{15=2000;21=3000},,,,,,,,
86002,861,2,,,{7=80;8=80},,,,,,,,
86003,861,3,,,{24=200},,,,,,,,
86004,861,4,,,{7=6%;8=6%},,,,,,,,
86005,861,5,,,{1=6%},,,,,,,,
86006,861,6,,,{7=6%;8=6%},,,,,,,,
86007,861,7,,,{16=400},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
86008,861,8,,,{1=12%},,,,,,,,
86009,861,9,,,{7=12%;8=12%},,,,,,,,
86010,861,10,,,{16=800},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
86011,861,11,,,{22=1200},,,,,,,,
86012,861,12,,,{23=1200},,,,,,,,
86013,861,13,,,{10=20%;9=20%},,,,,,,,
86014,861,14,,,{28=10%;12=15%},,,,,,,,
86015,861,15,,,{14=1500;25=1000},,,,,,,,
86016,861,16,,,{17=1500;19=1000},,,,,,,,
86017,861,17,,,{14=1000;21=1500},,,,,,,,
86018,861,18,,,{1=20%;30=2000},,,,,,,,
86019,861,19,,,{7=20%;8=20%},,,,,,,,
86020,861,20,,,{10=30%;9=30%},,,,,,,,
86021,861,21,,,{28=1500;12=2000},,,,,,,,
86022,861,22,,,{14=1000;25=2000},,,,,,,,
86023,861,23,,,{17=2000;19=2000},,,,,,,,
86024,861,24,,,{15=2000;21=3000},,,,,,,,
88002,881,2,,,{1=300},,,,,,,,
88003,881,3,,,{25=200},,,,,,,,
88004,881,4,,,{10=6%;9=6%},,,,,,,,
88005,881,5,,,{1=6%},,,,,,,,
88006,881,6,,,{7=6%;8=6%},,,,,,,,
88007,881,7,,,{5=400},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
88008,881,8,,,{1=12%},,,,,,,,
88009,881,9,,,{10=12%;9=12%},,,,,,,,
88010,881,10,,,{5=800},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
88011,881,11,,,{22=1200},,,,,,,,
88012,881,12,,,{23=1200},,,,,,,,
88013,881,13,,,{10=20%;9=20%},,,,,,,,
88014,881,14,,,{28=10%;12=15%},,,,,,,,
88015,881,15,,,{14=1500;25=1000},,,,,,,,
88016,881,16,,,{17=1500;19=1000},,,,,,,,
88017,881,17,,,{14=1000;21=1500},,,,,,,,
88018,881,18,,,{1=20%;30=2000},,,,,,,,
88019,881,19,,,{7=20%;8=20%},,,,,,,,
88020,881,20,,,{10=30%;9=30%},,,,,,,,
88021,881,21,,,{28=1500;12=2000},,,,,,,,
88022,881,22,,,{14=1000;25=2000},,,,,,,,
88023,881,23,,,{17=2000;19=2000},,,,,,,,
88024,881,24,,,{15=2000;21=3000},,,,,,,,
89002,891,2,,,{1=300},,,,,,,,
89003,891,3,,,{25=200},,,,,,,,
89004,891,4,,,{10=5%;9=5%},,,,,,,,
89005,891,5,,,{1=5%},,,,,,,,
89006,891,6,,,{7=5%;8=5%},,,,,,,,
89007,891,7,,,{16=300},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
89008,891,8,,,{1=10%},,,,,,,,
89009,891,9,,,{10=10%;9=10%},,,,,,,,
89010,891,10,,,{16=600},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
89011,891,11,,,{22=1000},,,,,,,,
89012,891,12,,,{23=1000},,,,,,,,
89013,891,13,,,{10=20%;9=20%},,,,,,,,
89014,891,14,,,{28=10%;12=15%},,,,,,,,
89015,891,15,,,{14=1500;25=1000},,,,,,,,
89016,891,16,,,{17=1500;19=1000},,,,,,,,
89017,891,17,,,{14=1000;21=1500},,,,,,,,
89018,891,18,,,{1=20%;30=2000},,,,,,,,
89019,891,19,,,{7=20%;8=20%},,,,,,,,
89020,891,20,,,{10=30%;9=30%},,,,,,,,
89021,891,21,,,{28=1500;12=2000},,,,,,,,
89022,891,22,,,{14=1000;25=2000},,,,,,,,
89023,891,23,,,{17=2000;19=2000},,,,,,,,
89024,891,24,,,{15=2000;21=3000},,,,,,,,
97002,971,2,,,{7=80;8=80},,,,,,,,
97003,971,3,,,{24=200},,,,,,,,
97004,971,4,,,{7=6%;8=6%},,,,,,,,
97005,971,5,,,{1=6%},,,,,,,,
97006,971,6,,,{10=6%;9=6%},,,,,,,,
97007,971,7,,,{90=400},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
97008,971,8,,,{1=12%},,,,,,,,
97009,971,9,,,{7=12%;8=12%},,,,,,,,
97010,971,10,,,{90=800},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
97011,971,11,,,{22=1200},,,,,,,,
97012,971,12,,,{23=1200},,,,,,,,
97013,971,13,,,{10=20%;9=20%},,,,,,,,
97014,971,14,,,{28=10%;12=15%},,,,,,,,
97015,971,15,,,{14=1500;25=1000},,,,,,,,
97016,971,16,,,{17=1500;19=1000},,,,,,,,
97017,971,17,,,{14=1000;21=1500},,,,,,,,
97018,971,18,,,{1=20%;30=2000},,,,,,,,
97019,971,19,,,{7=20%;8=20%},,,,,,,,
97020,971,20,,,{10=30%;9=30%},,,,,,,,
97021,971,21,,,{28=1500;12=2000},,,,,,,,
97022,971,22,,,{14=1000;25=2000},,,,,,,,
97023,971,23,,,{17=2000;19=2000},,,,,,,,
97024,971,24,,,{15=2000;21=3000},,,,,,,,
103002,1031,2,,,{10=80;9=80},,,,,,,,
103003,1031,3,,,{25=200},,,,,,,,
103004,1031,4,,,{10=6%;9=6%},,,,,,,,
103005,1031,5,,,{1=6%},,,,,,,,
103006,1031,6,,,{10=6%;9=6%},,,,,,,,
103007,1031,7,,,{25=400},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
103008,1031,8,,,{1=12%},,,,,,,,
103009,1031,9,,,{10=12%;9=12%},,,,,,,,
103010,1031,10,,,{25=800},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
103011,1031,11,,,{22=1200},,,,,,,,
103012,1031,12,,,{23=1200},,,,,,,,
103013,1031,13,,,{10=20%;9=20%},,,,,,,,
103014,1031,14,,,{28=10%;12=15%},,,,,,,,
103015,1031,15,,,{14=1500;25=1000},,,,,,,,
103016,1031,16,,,{17=1500;19=1000},,,,,,,,
103017,1031,17,,,{14=1000;21=1500},,,,,,,,
103018,1031,18,,,{1=20%;30=2000},,,,,,,,
103019,1031,19,,,{7=20%;8=20%},,,,,,,,
103020,1031,20,,,{10=30%;9=30%},,,,,,,,
103021,1031,21,,,{28=1500;12=2000},,,,,,,,
103022,1031,22,,,{14=1000;25=2000},,,,,,,,
103023,1031,23,,,{17=2000;19=2000},,,,,,,,
103024,1031,24,,,{15=2000;21=3000},,,,,,,,
107002,1071,2,,,{7=80;8=80},,,,,,,,
107003,1071,3,,,{24=200},,,,,,,,
107004,1071,4,,,{7=6%;8=6%},,,,,,,,
107005,1071,5,,,{1=6%},,,,,,,,
107006,1071,6,,,{7=6%;8=6%},,,,,,,,
107007,1071,7,,,{24=400},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
107008,1071,8,,,{1=12%},,,,,,,,
107009,1071,9,,,{7=12%;8=12%},,,,,,,,
107010,1071,10,,,{24=800},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
107011,1071,11,,,{22=1200},,,,,,,,
107012,1071,12,,,{23=1200},,,,,,,,
107013,1071,13,,,{10=20%;9=20%},,,,,,,,
107014,1071,14,,,{28=10%;12=15%},,,,,,,,
107015,1071,15,,,{14=1500;25=1000},,,,,,,,
107016,1071,16,,,{17=1500;19=1000},,,,,,,,
107017,1071,17,,,{14=1000;21=1500},,,,,,,,
107018,1071,18,,,{1=20%;30=2000},,,,,,,,
107019,1071,19,,,{7=20%;8=20%},,,,,,,,
107020,1071,20,,,{10=30%;9=30%},,,,,,,,
107021,1071,21,,,{28=1500;12=2000},,,,,,,,
107022,1071,22,,,{14=1000;25=2000},,,,,,,,
107023,1071,23,,,{17=2000;19=2000},,,,,,,,
107024,1071,24,,,{15=2000;21=3000},,,,,,,,
108002,1081,2,,,{7=80;8=80},,,,,,,,
108003,1081,3,,,{24=200},,,,,,,,
108004,1081,4,,,{7=6%;8=6%},,,,,,,,
108005,1081,5,,,{1=6%},,,,,,,,
108006,1081,6,,,{7=6%;8=6%},,,,,,,,
108007,1081,7,,,{24=400},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
108008,1081,8,,,{1=12%},,,,,,,,
108009,1081,9,,,{7=12%;8=12%},,,,,,,,
108010,1081,10,,,{24=800},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
108011,1081,11,,,{22=1200},,,,,,,,
108012,1081,12,,,{23=1200},,,,,,,,
108013,1081,13,,,{10=20%;9=20%},,,,,,,,
108014,1081,14,,,{28=10%;12=15%},,,,,,,,
108015,1081,15,,,{14=1500;25=1000},,,,,,,,
108016,1081,16,,,{17=1500;19=1000},,,,,,,,
108017,1081,17,,,{14=1000;21=1500},,,,,,,,
108018,1081,18,,,{1=20%;30=2000},,,,,,,,
108019,1081,19,,,{7=20%;8=20%},,,,,,,,
108020,1081,20,,,{10=30%;9=30%},,,,,,,,
108021,1081,21,,,{28=1500;12=2000},,,,,,,,
108022,1081,22,,,{14=1000;25=2000},,,,,,,,
108023,1081,23,,,{17=2000;19=2000},,,,,,,,
108024,1081,24,,,{15=2000;21=3000},,,,,,,,
117002,1171,2,,,{7=120;8=120},,,,,,,,
117003,1171,3,,,{24=300},,,,,,,,
117004,1171,4,,,{7=8%;8=8%},,,,,,,,
117005,1171,5,,,{1=8%},,,,,,,,
117006,1171,6,,,{7=8%;8=8%},,,,,,,,
117007,1171,7,,,{24=500},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
117008,1171,8,,,{1=15%},,,,,,,,
117009,1171,9,,,{7=15%;8=15%},,,,,,,,
117010,1171,10,,,{24=1000},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
117011,1171,11,,,{22=1500},,,,,,,,
117012,1171,12,,,{23=1500},,,,,,,,
117013,1171,13,,,{10=20%;9=20%},,,,,,,,
117014,1171,14,,,{28=10%;12=15%},,,,,,,,
117015,1171,15,,,{14=1500;25=1000},,,,,,,,
117016,1171,16,,,{17=1500;19=1000},,,,,,,,
117017,1171,17,,,{14=1000;21=1500},,,,,,,,
117018,1171,18,,,{1=20%;30=2000},,,,,,,,
117019,1171,19,,,{7=20%;8=20%},,,,,,,,
117020,1171,20,,,{10=30%;9=30%},,,,,,,,
117021,1171,21,,,{28=1500;12=2000},,,,,,,,
117022,1171,22,,,{14=1000;25=2000},,,,,,,,
117023,1171,23,,,{17=2000;19=2000},,,,,,,,
117024,1171,24,,,{15=2000;21=3000},,,,,,,,
122002,1221,2,,,{7=80;8=80},,,,,,,,
122003,1221,3,,,{24=200},,,,,,,,
122004,1221,4,,,{7=6%;8=6%},,,,,,,,
122005,1221,5,,,{1=6%},,,,,,,,
122006,1221,6,,,{10=6%;9=6%},,,,,,,,
122007,1221,7,,,{90=400},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
122008,1221,8,,,{1=12%},,,,,,,,
122009,1221,9,,,{7=12%;8=12%},,,,,,,,
122010,1221,10,,,{90=800},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
122011,1221,11,,,{22=1200},,,,,,,,
122012,1221,12,,,{23=1200},,,,,,,,
122013,1221,13,,,{10=20%;9=20%},,,,,,,,
122014,1221,14,,,{28=10%;12=15%},,,,,,,,
122015,1221,15,,,{14=1500;25=1000},,,,,,,,
122016,1221,16,,,{17=1500;19=1000},,,,,,,,
122017,1221,17,,,{14=1000;21=1500},,,,,,,,
122018,1221,18,,,{1=20%;30=2000},,,,,,,,
122019,1221,19,,,{7=20%;8=20%},,,,,,,,
122020,1221,20,,,{10=30%;9=30%},,,,,,,,
122021,1221,21,,,{28=1500;12=2000},,,,,,,,
122022,1221,22,,,{14=1000;25=2000},,,,,,,,
122023,1221,23,,,{17=2000;19=2000},,,,,,,,
122024,1221,24,,,{15=2000;21=3000},,,,,,,,
123002,1231,2,,,{7=120;8=120},,,,,,,,
123003,1231,3,,,{24=300},,,,,,,,
123004,1231,4,,,{7=8%;8=8%},,,,,,,,
123005,1231,5,,,{1=8%},,,,,,,,
