VariableName,name_cn,languages,drawlanguages,name_tw,name,name_vn,name_en,name_th,name_in,name_ph,name_ma,icon,desc_cn,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma,desc,desc1_cn,desc1_tw,desc1,desc1_vn,desc1_th,desc1_en,desc1_ma,desc1_ph,desc1_in,quality,type,donateType,universalFragID,decomposeGain,combID,combCount,stackMax,effBtn,pageTag,sellPrice,autoComb,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_kr,isFinal,rebirthRMB,effect,sortType,sortValue
23152,,,,,Shana Fragment,Mảnh Shana,Shana Fragment,Shana ชิ้นส่วน,Fragmen Shana,Piraso ni Shana,Fragmen Shana,config/portrait/jinglingtouxiang/img_3152.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Shana#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Shana#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อสร้าง #C0xE77421#Shana#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Shana#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Shana#C0x55504D#,Kumpul %d serpihan để gabung trở thành #C0xE77421#Shana#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Shana#C0x55504D#,,,,,,,,,,5,,,502,{coin5=10},3152,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
23161,,,,,Belldandy Fragment,Mảnh Belldandy,Belldandy Fragment,Belldandy ชิ้นส่วน,Fragmen Belldandy,Piraso ni Belldandy,Fragmen Belldandy,config/portrait/jinglingtouxiang/img_3161.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Belldandy#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Belldandy#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อสร้าง #C0xE77421#Belldandy#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Belldandy#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Belldandy#C0x55504D#,Kumpul %d serpihan để gabung trở thành #C0xE77421#Belldandy#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Belldandy#C0x55504D#,,,,,,,,,,5,,,502,{coin5=10},3161,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
23171,,,,,Kakarot Fragment,Mảnh Kakarot,Kakarot Fragment,Kakarot ชิ้นส่วน,Fragmen Kakarot,Piraso ni Kakarot,Fragmen Kakarot,config/portrait/jinglingtouxiang/img_3171.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Kakarot#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Kakarot#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อสร้าง #C0xE77421#Kakarot#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Kakarot#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Kakarot#C0x55504D#,Kumpul %d serpihan để gabung trở thành #C0xE77421#Kakarot#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Kakarot#C0x55504D#,,,,,,,,,,6,,0,521,{coin5=30},3171,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
23181,,,,,Zenyata Fragment,Mảnh Zenyata,Zenyata Fragment,Zenyata ชิ้นส่วน,Fragmen Zenyata,Piraso ni Zenyata,Fragmen Zenyata,config/portrait/jinglingtouxiang/img_3181.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Zenyatta#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Zenyatta#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อสร้าง #C0xE77421#Zenyatta#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Zenyatta#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Zenyatta#C0x55504D#,Kumpul %d serpihan để gabung trở thành #C0xE77421#Zenyatta#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Zenyatta#C0x55504D#,,,,,,,,,,5,,,502,{coin5=10},3181,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
23211,,,,,Jiraiya Fragment,Mảnh Jiraiya,Jiraiya Fragment,Jiraiya ชิ้นส่วน,Fragmen Jiraiya,Piraso ni Jiraiya,Fragmen Jiraiya,config/portrait/jinglingtouxiang/img_3211.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Jiraiya#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Jiraiya#C0x55504D#,รวบรวมเศษ %d ชิ้น để hợp thành #C0xE77421#Jiraiya#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Jiraiya#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Jiraiya#C0x55504D#,Kumpul %d serpihan để gabung trở thành #C0xE77421#Jiraiya#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Jiraiya#C0x55504D#,,,,,,,,,,6,,0,521,{coin5=30},3211,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
23221,,,,,Uchiha Itachi Fragment,Mảnh Uchiha Itachi,Uchiha Itachi Fragment,Uchiha Itachi ชิ้นส่วน,Fragmen Uchiha Itachi,Piraso ni Uchiha Itachi,Fragmen Uchiha Itachi,config/portrait/jinglingtouxiang/img_3221.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Uchiha Itachi#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Uchiha Itachi#C0x55504D#,รวบรวมเศษ %d ชิ้น để hợp thành #C0xE77421#Uchiha Itachi#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Uchiha Itachi#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Uchiha Itachi#C0x55504D#,Kumpul %d serpihan để gabung trở thành #C0xE77421#Uchiha Itachi#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Uchiha Itachi#C0x55504D#,,,,,,,,,,6,,0,521,{coin5=30},3221,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
23251,,,,,Meliodas Fragment,Mảnh Meliodas,Meliodas Fragment,Meliodas ชิ้นส่วน,Fragmen Meliodas,Piraso ni Meliodas,Fragmen Meliodas,config/portrait/jinglingtouxiang/img_3251.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Meliodas#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Meliodas#C0x55504D#,รวบรวมเศษ %d ชิ้น để hợp thành #C0xE77421#Meliodas#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Meliodas#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Meliodas#C0x55504D#,Kumpul %d serpihan để gabung trở thành #C0xE77421#Meliodas#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Meliodas#C0x55504D#,,,,,,,,,,5,,,502,{coin5=10},3251,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
23283,,,,,Wind Herald Fragment,Mảnh Wind Herald,Wind Herald Fragment,Wind Herald ชิ้นส่วน,Fragmen Wind Herald,Piraso ng Wind Herald,Fragmen Wind Herald,config/portrait/jinglingtouxiang/img_3283.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Wind Herald#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Wind Herald#C0x55504D#,รวบรวมเศษ %d ชิ้น để hợp thành #C0xE77421#Wind Herald#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Wind Herald#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Wind Herald#C0x55504D#,Kumpul %d serpihan để gabung trở thành #C0xE77421#Wind Herald#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Wind Herald#C0x55504D#,,,,,,,,,,,,,502,,3283,30,,,,,,drawCard-gold,,,,,,,,,,,,,,,
23293,,,,,Chris Redfield Fragment,Mảnh Chris Redfield,Chris Redfield Fragment,Chris Redfield ชิ้นส่วน,Fragmen Chris Redfield,Piraso ni Chris Redfield,Fragmen Chris Redfield,config/portrait/jinglingtouxiang/img_3293.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Chris Redfield#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Chris Redfield#C0x55504D#,รวบรวมเศษ %d ชิ้น để hợp thành #C0xE77421#Chris Redfield#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Chris Redfield#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Chris Redfield#C0x55504D#,Kumpul %d serpihan để gabung trở thành #C0xE77421#Chris Redfield#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Chris Redfield#C0x55504D#,,,,,,,,,,,,,502,,3293,30,,,,,,drawCard-gold,,,,,,,,,,,,,,,
23303,,,,,Asuna Fragment,Mảnh Asuna,Asuna Fragment,Asuna ชิ้นส่วน,Fragmen Asuna,Piraso ni Asuna,Fragmen Asuna,config/portrait/jinglingtouxiang/img_3303.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Asuna#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Asuna#C0x55504D#,รวบรวมเศษ %d ชิ้น để hợp thành #C0xE77421#Asuna#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Asuna#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Asuna#C0x55504D#,Kumpul %d serpihan để gabung trở thành #C0xE77421#Asuna#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Asuna#C0x55504D#,,,,,,,,,,6,,0,521,{coin5=30},3303,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
23342,,,,,Deadnaut Fragment,Mảnh Deadnaut,Deadnaut Fragment,Deadnaut ชิ้นส่วน,Fragmen Deadnaut,Piraso ni Deadnaut,Fragmen Deadnaut,config/portrait/jinglingtouxiang/img_3342.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Deadnaut#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Deadnaut#C0x55504D#,รวบรวมเศษ %d ชิ้น để hợp thành #C0xE77421#Deadnaut#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Deadnaut#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Deadnaut#C0x55504D#,Kumpul %d serpihan để gabung trở thành #C0xE77421#Deadnaut#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Deadnaut#C0x55504D#,,,,,,,,,,,,,502,,3342,30,,,,,,drawCard-gold,,,,,,,,,,,,,,,
23353,,,,,Tsunade Fragment,Mảnh Tsunade,Tsunade Fragment,Tsunade ชิ้นส่วน,Fragmen Tsunade,Piraso ni Tsunade,Fragmen Tsunade,config/portrait/jinglingtouxiang/img_3353.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Tsunade#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Tsunade#C0x55504D#,รวบรวมเศษ %d ชิ้น để hợp thành #C0xE77421#Tsunade#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Tsunade#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Tsunade#C0x55504D#,Kumpul %d serpihan để gabung trở thành #C0xE77421#Tsunade#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Tsunade#C0x55504D#,,,,,,,,,,6,,0,521,{coin5=30},3353,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
23432,,,,,Drunken Zombie Fragment,Mảnh Drunken Zombie,Drunken Zombie Fragment,Drunken Zombie ชิ้นส่วน,Fragmen Zombie Mabuk,Piraso ng Lasing na Zombie,Fragmen Zombie Mabuk,config/portrait/jinglingtouxiang/img_3432.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Drunken Zombie#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Drunken Zombie#C0x55504D#,รวบรวมเศษ %d ชิ้น để hợp thành #C0xE77421#Drunken Zombie#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Drunken Zombie#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Drunken Zombie#C0x55504D#,Kumpul %d serpihan để gabung trở thành #C0xE77421#Drunken Zombie#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Drunken Zombie#C0x55504D#,,,,,,,,,,3,,,502,{coin5=2},3432,20,,,,,,drawCard-gold,,,,,,,,,,,,,,,
23472,,,,,Dr. Zombie Fragment,Mảnh Dr. Zombie,Dr. Zombie Fragment,Dr. Zombie ชิ้นส่วน,Fragmen Dr. Zombie,Piraso ni Dr. Zombie,Fragmen Dr. Zombie,config/portrait/jinglingtouxiang/img_3472.png,,Thu thập đủ %d mảnh có thể thành #C0xE77421#Dr. Zombie#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Dr. Zombie#C0x55504D#,รวบรวมเศษ %d ชิ้น để hợp thành #C0xE77421#Dr. Zombie#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Dr. Zombie#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Dr. Zombie#C0x55504D#,Kumpul %d serpihan để gabung trở thành #C0xE77421#Dr. Zombie#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Dr. Zombie#C0x55504D#,,,,,,,,,,,,,502,,3472,30,,,,,,drawCard-gold,,,,,,,,,,,,,,,
23511,,,,,Cloud Strife Fragment,Mảnh Cloud Strife,Cloud Strife Fragment,Cloud Strife ชิ้นส่วน,Fragmen Cloud Strife,Piraso ni Cloud Strife,Fragmen Cloud Strife,config/portrait/jinglingtouxiang/img_3511.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Cloud Strife#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Cloud Strife#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Cloud Strife#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Cloud Strife#C0x55504D#,Kolektahin ang %d piraso upang mabuo si #C0xE77421#Cloud Strife#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Cloud Strife#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Cloud Strife#C0x55504D#,,,,,,,,,,,,,502,,3511,30,,,,,,drawCard-gold,,,,,,,,,,,,,,,
23543,,,,,Monkey D. Luffy Zombie Fragment,Mảnh Monkey D. Luffy Zombie,Monkey D. Luffy Zombie Fragment,Monkey D. Luffy Zombie ชิ้นส่วน,Fragmen Monkey D. Luffy Zombie,Piraso ni Monkey D. Luffy Zombie,Fragmen Monkey D. Luffy Zombie,config/portrait/jinglingtouxiang/img_3543.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Monkey D. Luffy Zombie#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Monkey D. Luffy Zombie#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Monkey D. Luffy Zombie#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Monkey D. Luffy Zombie#C0x55504D#,Kolektahin ang %d piraso upang mabuo si #C0xE77421#Monkey D. Luffy Zombie#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Monkey D. Luffy Zombie#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Monkey D. Luffy Zombie#C0x55504D#,,,,,,,,,,5,,,502,{coin5=10},3543,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
23592,,,,,Lambda Fragment,Mảnh Lambda,Lambda Fragment,Lambda ชิ้นส่วน,Fragmen Lambda,Piraso ni Lambda,Fragmen Lambda,config/portrait/jinglingtouxiang/img_3592.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Lambda#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Lambda#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Lambda#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Lambda#C0x55504D#,Kolektahin ang %d piraso upang mabuo si #C0xE77421#Lambda#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Lambda#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Lambda#C0x55504D#,,,,,,,,,,5,,,502,{coin5=10},3592,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
23601,,,,,Reimu Hakurei Fragment,Mảnh Reimu Hakurei,Reimu Hakurei Fragment,Reimu Hakurei ชิ้นส่วน,Fragmen Reimu Hakurei,Piraso ni Reimu Hakurei,Fragmen Reimu Hakurei,config/portrait/jinglingtouxiang/img_3601.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Reimu Hakurei#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Reimu Hakurei#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Reimu Hakurei#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Reimu Hakurei#C0x55504D#,Kolektahin ang %d piraso upang mabuo si #C0xE77421#Reimu Hakurei#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Reimu Hakurei#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Reimu Hakurei#C0x55504D#,,,,,,,,,,7,,0,499,{coin5=50},3601,120,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
23663,,,,,Kujo Jotaro Fragment,Mảnh Kujo Jotaro,Kujo Jotaro Fragment,Kujo Jotaro ชิ้นส่วน,Fragmen Kujo Jotaro,Piraso ni Kujo Jotaro,Fragmen Kujo Jotaro,config/portrait/jinglingtouxiang/img_3663.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Kujo Jotaro#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Kujo Jotaro#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Kujo Jotaro#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Kujo Jotaro#C0x55504D#,Kolektahin ang %d piraso upang mabuo si #C0xE77421#Kujo Jotaro#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Kujo Jotaro#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Kujo Jotaro#C0x55504D#,,,,,,,,,,5,,,502,{coin5=10},3663,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
23673,,,,,Beerus Fragment,Mảnh Beerus,Beerus Fragment,Beerus ชิ้นส่วน,Fragmen Beerus,Piraso ni Beerus,Fragmen Beerus,config/portrait/jinglingtouxiang/img_3673.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Beerus#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Beerus#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Beerus#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Beerus#C0x55504D#,Kolektahin ang %d piraso upang mabuo si #C0xE77421#Beerus#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Beerus#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Beerus#C0x55504D#,,,,,,,,,,6,,0,521,{coin5=30},3673,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
23683,,,,,Doraemon Fragment,Mảnh Doraemon,Doraemon Fragment,Doraemon ชิ้นส่วน,Fragmen Doraemon,Piraso ni Doraemon,Fragmen Doraemon,config/portrait/jinglingtouxiang/img_3683.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Doraemon#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Doraemon#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Doraemon#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Doraemon#C0x55504D#,Kolektahin ang %d piraso upang mabuo si #C0xE77421#Doraemon#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Doraemon#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Doraemon#C0x55504D#,,,,,,,,,,,,,502,,3683,30,,,,,,drawCard-gold,,,,,,,,,,,,,,,
23772,,,,,Shrek Fragment,Mảnh Shrek,Shrek Fragment,Shrek ชิ้นส่วน,Fragmen Shrek,Piraso ni Shrek,Fragmen Shrek,config/portrait/jinglingtouxiang/img_3772.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Shrek#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Shrek#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Shrek#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Shrek#C0x55504D#,Kolektahin ang %d piraso upang mabuo si #C0xE77421#Shrek#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Shrek#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Shrek#C0x55504D#,,,,,,,,,,3,,,502,{coin5=2},3772,20,,,,,,drawCard-gold,,,,,,,,,,,,,,,
24024,,,,,Aizen Hogyoku Fragment,Mảnh Aizen Hogyiku,Aizen Hogyoku Fragment,Aizen Hogyoku ชิ้นส่วน,Fragmen Aizen Hogyoku,Piraso ni Aizen Hogyoku,Fragmen Aizen Hogyoku,config/portrait/jinglingtouxiang/img_4024.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Aizen Hogyiku#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Aizen Hogyiku#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Aizen Hogyiku#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Aizen Hogyiku#C0x55504D#,Kolektahin ang %d piraso upang mabuo si #C0xE77421#Aizen Hogyiku#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Aizen Hogyiku#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Aizen Hogyiku#C0x55504D#,,,,,,,,,,7,,0,499,{coin5=50},4024,120,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
24121,,,,,Triệu Vân Fragment,Mảnh Triệu Vân,Triệu Vân Fragment,Triệu Vân ชิ้นส่วน,Fragmen Triệu Vân,Piraso ni Triệu Vân,Fragmen Triệu Vân,config/portrait/jinglingtouxiang/img_4121.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Triệu Vân#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Triệu Vân#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Triệu Vân#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Triệu Vân#C0x55504D#,Kolektahin ang %d piraso upang mabuo si #C0xE77421#Triệu Vân#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Triệu Vân#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Triệu Vân#C0x55504D#,,,,,,,,,,7,,0,499,{coin5=50},4121,120,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
24161,,,,,Minato Namikaze Fragment,Mảnh Minato Namikaze,Minato Namikaze Fragment,Minato Namikaze ชิ้นส่วน,Fragmen Minato Namikaze,Piraso ni Minato Namikaze,Fragmen Minato Namikaze,config/portrait/jinglingtouxiang/img_4161.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Minato Namikaze#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Minato Namikaze#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Minato Namikaze#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Minato Namikaze#C0x55504D#,Kolektahin ang %d piraso upang mabuo si #C0xE77421#Minato Namikaze#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Minato Namikaze#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Minato Namikaze#C0x55504D#,,,,,,,,,,7,,0,499,{coin5=50},4161,120,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
27001,,,,,Ultraman Tiga Fragment,Mảnh Ultraman Tiga,Ultraman Tiga Fragment,Ultraman Tiga ชิ้นส่วน,Fragmen Ultraman Tiga,Piraso ni Ultraman Tiga,Fragmen Ultraman Tiga,config/portrait/jinglingtouxiang/img_7001.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Ultraman Tiga#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Ultraman Tiga#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Ultraman Tiga#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Ultraman Tiga#C0x55504D#,Kolektahin ang %d piraso upang mabuo si #C0xE77421#Ultraman Tiga#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Ultraman Tiga#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Ultraman Tiga#C0x55504D#,,,,,,,,,,6,,0,521,{coin5=30},7001,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
27011,,,,,Arale Fragment,Mảnh Arale,Arale Fragment,Arale ชิ้นส่วน,Fragmen Arale,Piraso ni Arale,Fragmen Arale,config/portrait/jinglingtouxiang/img_7011.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Arale#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Arale#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Arale#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Arale#C0x55504D#,Kolektahin ang %d piraso upang mabuo si #C0xE77421#Arale#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Arale#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Arale#C0x55504D#,,,,,,,,,,7,,0,499,{coin5=50},7011,120,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
