VariableName,_beizhu,index,seatExtraFix,wave,hp,damage,specialDamage,defence,specialDefence,speed,hpself,damageself,specialDamageself,defenceself,specialDefenceself,speedself
Defaults,,,{},,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
VariableName,备注,索引,站位修正,波次,怪物血量修正,怪物攻击修正,怪物攻击修正,怪物防御修正,怪物防御修正,怪物速度修正,己方血量修正,己方攻击修正,己方攻击修正,己方防御修正,己方防御修正,己方攻击修正
776,,80203,{11=1.1},8,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
777,,80203,{11=1.1},9,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
778,,80203,{11=1.1},10,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
779,,80203,{11=1.1},11,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
780,,80203,{11=1.1},12,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
781,,80204,{11=1.1},1,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
782,,80204,{11=1.1},2,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
783,,80204,{11=1.1},3,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
784,,80204,{11=1.1},4,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
785,,80204,{11=1.1},5,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
786,,80204,{11=1.1},6,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
787,,80204,{11=1.1},7,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
788,,80204,{11=1.1},8,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
789,,80204,{11=1.1},9,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
790,,80204,{11=1.1},10,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
791,,80204,{11=1.1},11,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
792,,80204,{11=1.1},12,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
793,,80205,,1,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
794,,80205,,2,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
795,,80205,,3,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
796,,80205,,4,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
797,,80205,,5,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
798,,80205,,6,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
799,,80205,,7,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
800,,80205,,8,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
801,,80205,,9,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
802,,80205,,10,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
803,,80205,,11,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
804,,80205,,12,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
805,,80206,,1,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
806,,80206,,2,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
807,,80206,,3,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
808,,80206,,4,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
809,,80206,,5,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
810,,80206,,6,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
811,,80206,,7,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
812,,80206,,8,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
813,,80206,,9,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
814,,80206,,10,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
815,,80206,,11,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
816,,80206,,12,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
817,,80211,{11=1.1},1,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
818,,80211,{11=1.1},2,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
819,,80211,{11=1.1},3,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
820,,80211,{11=1.1},4,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
821,,80211,{11=1.1},5,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
822,,80211,{11=1.1},6,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
823,,80211,{11=1.1},7,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
824,,80211,{11=1.1},8,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
825,,80211,{11=1.1},9,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
826,,80211,{11=1.1},10,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
827,,80211,{11=1.1},11,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
828,,80211,{11=1.1},12,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
829,,80212,,1,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
830,,80212,,2,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
831,,80212,,3,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
832,,80212,,4,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
833,,80212,,5,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
834,,80212,,6,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
835,,80212,,7,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
836,,80212,,8,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
837,,80212,,9,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
838,,80212,,10,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
839,,80212,,11,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
840,,80212,,12,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
841,,80213,{11=1.5},1,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
842,,80213,{11=1.5},2,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
843,,80213,{11=1.5},3,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
844,,80213,{11=1.5},4,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
845,,80213,{11=1.5},5,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
846,,80213,{11=1.5},6,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
847,,80213,{11=1.5},7,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
848,,80213,{11=1.5},8,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
849,,80213,{11=1.5},9,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
850,,80213,{11=1.5},10,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
851,,80213,{11=1.5},11,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
852,,80213,{11=1.5},12,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
853,,80214,{11=1.1},1,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
854,,80214,{11=1.1},2,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
855,,80214,{11=1.1},3,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
856,,80214,{11=1.1},4,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
857,,80214,{11=1.1},5,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
858,,80214,{11=1.1},6,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
859,,80214,{11=1.1},7,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
860,,80214,{11=1.1},8,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
861,,80214,{11=1.1},9,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
862,,80214,{11=1.1},10,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
863,,80214,{11=1.1},11,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
864,,80214,{11=1.1},12,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
865,,80215,,1,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
866,,80215,,2,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
867,,80215,,3,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
868,,80215,,4,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
869,,80215,,5,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
870,,80215,,6,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
871,,80215,,7,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
872,,80215,,8,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
873,,80215,,9,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
874,,80215,,10,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
875,,80215,,11,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
876,,80215,,12,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
877,,80216,,1,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
878,,80216,,2,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
879,,80216,,3,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
880,,80216,,4,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
881,,80216,,5,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
882,,80216,,6,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
883,,80216,,7,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
884,,80216,,8,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
885,,80216,,9,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
886,,80216,,10,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
887,,80216,,11,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
888,,80216,,12,<2.32;1.97>,<0.92;1.02>,<0.92;1.02>,<1.22;1.04>,<1.22;1.04>,<0.92;0.92>,,,,,,
889,,80221,{11=1.1},1,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
890,,80221,{11=1.1},2,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
891,,80221,{11=1.1},3,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
892,,80221,{11=1.1},4,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
893,,80221,{11=1.1},5,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
894,,80221,{11=1.1},6,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
895,,80221,{11=1.1},7,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
896,,80221,{11=1.1},8,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
897,,80221,{11=1.1},9,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
898,,80221,{11=1.1},10,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
899,,80221,{11=1.1},11,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
900,,80221,{11=1.1},12,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
901,,80222,{11=1.1},1,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
902,,80222,{11=1.1},2,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
903,,80222,{11=1.1},3,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
904,,80222,{11=1.1},4,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
905,,80222,{11=1.1},5,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
906,,80222,{11=1.1},6,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
907,,80222,{11=1.1},7,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
908,,80222,{11=1.1},8,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
909,,80222,{11=1.1},9,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
910,,80222,{11=1.1},10,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
911,,80222,{11=1.1},11,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
912,,80222,{11=1.1},12,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
913,,80223,{11=1.1},1,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
914,,80223,{11=1.1},2,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
915,,80223,{11=1.1},3,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
916,,80223,{11=1.1},4,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
917,,80223,{11=1.1},5,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
918,,80223,{11=1.1},6,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
919,,80223,{11=1.1},7,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
920,,80223,{11=1.1},8,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
921,,80223,{11=1.1},9,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
922,,80223,{11=1.1},10,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
923,,80223,{11=1.1},11,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
924,,80223,{11=1.1},12,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
925,,80224,,1,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
926,,80224,,2,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
927,,80224,,3,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
928,,80224,,4,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
929,,80224,,5,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
930,,80224,,6,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
931,,80224,,7,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
932,,80224,,8,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
933,,80224,,9,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
934,,80224,,10,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
935,,80224,,11,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
936,,80224,,12,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
937,,80225,,1,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
938,,80225,,2,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
939,,80225,,3,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
940,,80225,,4,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
941,,80225,,5,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
942,,80225,,6,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
943,,80225,,7,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
944,,80225,,8,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
945,,80225,,9,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
946,,80225,,10,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
947,,80225,,11,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
948,,80225,,12,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
949,,80226,,1,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
950,,80226,,2,<2.8;2.38>,<1.11;1.23>,<1.11;1.23>,<1.47;1.26>,<1.47;1.26>,<0.94;0.94>,,,,,,
