VariableName,markID,_beizhu1,_beizhu2,_beizhu3,_beizhu4,star,attrType1,attrValue1,attrType2,attrValue2
3392,9002,,,,,8,1,0.12%,,
3393,9002,,,,,9,1,0.12%,,
3394,9002,,,,,10,1,0.12%,,
3395,9002,,,,,11,1,0.12%,,
3396,9002,,,,,12,1,0.12%,,
3397,9002,,,,,13,1,0.13%,,
3398,9002,,,,,14,1,0.14%,,
3399,9002,,,,,15,1,0.15%,,
3400,9002,,,,,16,1,0.16%,,
3401,9002,,,,,17,1,0.17%,,
3402,9002,,,,,18,1,0.19%,,
3403,9002,,,,,19,1,0.20%,,
3404,9002,,,,,20,1,0.21%,,
3405,9002,,,,,21,1,0.22%,,
3406,9002,,,,,22,1,0.23%,,
3407,9002,,,,,23,1,0.24%,,
3408,9002,,,,,24,1,0.25%,,
3409,9003,,,,,1,1,0.00%,,
3410,9003,,,,,2,1,0.16%,,
3411,9003,,,,,3,1,0.16%,,
3412,9003,,,,,4,1,0.16%,,
3413,9003,,,,,5,1,0.16%,,
3414,9003,,,,,6,1,0.16%,,
3415,9003,,,,,7,1,0.16%,,
3416,9003,,,,,8,1,0.16%,,
3417,9003,,,,,9,1,0.16%,,
3418,9003,,,,,10,1,0.16%,,
3419,9003,,,,,11,1,0.16%,,
3420,9003,,,,,12,1,0.16%,,
3421,9003,,,,,13,1,0.17%,,
3422,9003,,,,,14,1,0.19%,,
3423,9003,,,,,15,1,0.20%,,
3424,9003,,,,,16,1,0.22%,,
3425,9003,,,,,17,1,0.23%,,
3426,9003,,,,,18,1,0.25%,,
3427,9003,,,,,19,1,0.26%,,
3428,9003,,,,,20,1,0.28%,,
3429,9003,,,,,21,1,0.29%,,
3430,9003,,,,,22,1,0.31%,,
3431,9003,,,,,23,1,0.32%,,
3432,9003,,,,,24,1,0.33%,,
