VariableName,sceneName_cn,sceneName,sceneName_vn,sceneName_en,sceneName_th,sceneName_in,sceneName_ph,sceneName_ma,sceneName_kr,_beizhu,monsters,boss,icon,gateType,sceneType,sceneCount,roundLimit,deployType,deployCardNumLimit,deployNum,deployNatureLimit,backMusic,backGround,bg_boss,bg_boss_pos,ownerId,onlyClassify,openLevel,preGateID,stars,showLevel,sceneLevel,skillLevel,sceneLevelCorrect,demonCorrect,demonCorrectSelf,dayChallengeMax,staminaCost,cardExp,roleExp,dropIds,gold,desc,desc_tw,desc_en,desc_th,desc_in,desc_ph,desc_ma,desc_vn,desc_kr,sandangAward,worldLevelSaodangAward,forbidMarkID,winAward,star3Award,kssdFlag,chestAward,pos,awardPos,frontWay,monsterRange,finishPoint,isWheel,isQuickSweep,tag,unitID
11902,,Disoriented,Mất phương hướng,Disoriented,สับสน,Kecewa,Nalilito,Keliru,,,<{unitId=53772;level=117;advance=15};{unitId=52013;level=117;advance=15};{unitId=52963;level=117;advance=15};{unitId=50402;level=117;advance=15}>,<{unitId=70393;level=117;advance=15}>,config/portrait/simple/img_393.png,,4,,,,,,,,battle/scene/battle_map_31.png,config/big_hero/normal/img_393.png,,29,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,117,595,595,,,,,6,120,18,{5028=0;5000=0},3360,,,,,,,,,,{14=2;30=1;31=1},{14=2;13=2;31=1;30=1},,,,,{gold=100000;rmb=100;talent_point=1},{y=446;x=1289},{y=403;x=986},<<1554;425>;<1289;446>>,,,,,,70393
11903,,Disoriented,Mất phương hướng,Disoriented,สับสน,Kecewa,Nalilito,Keliru,,,<{unitId=52073;level=118;advance=15};{unitId=50082;level=118;advance=15};{unitId=50552;level=118;advance=15};{unitId=50493;level=118;advance=15};{unitId=50402;level=118;advance=15}>,<{unitId=73161;level=118;advance=15}>,,,4,,,,,,,,battle/scene/battle_map_31.png,config/big_hero/normal/img_3161.png,,29,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,118,600,600,,,,,6,120,18,{5028=0;5000=0},3360,,,,,,,,,,{14=2;30=1;31=1},{14=2;13=2;31=1;30=1},,,,,,{y=465;x=745},,<<1289;446>;<986;403>;<745;465>>,,,,,,
11904,,Disoriented,Mất phương hướng,Disoriented,สับสน,Kecewa,Nalilito,Keliru,,,<{unitId=52013;level=119;advance=15};{unitId=52593;level=119;advance=15};{unitId=52843;level=119;advance=15};{unitId=53683;level=119;advance=15};{unitId=52593;level=119;advance=15}>,<{unitId=80701;level=119;advance=15}>,config/portrait/simple/img_701.png,,4,,,,,,,,battle/scene/battle_map_31.png,config/big_hero/normal/img_701.png,,29,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,119,605,605,,,,,6,120,18,{5028=0;5000=0},3360,,,,,,,,,,{14=2;30=1;31=1},{14=2;13=2;31=1;30=1},,,,,{gold=100000;rmb=100;talent_point=1},{y=619;x=543},{y=700;x=859},<<745;465>;<543;619>>,,,,,,80701
11905,,Disoriented,Mất phương hướng,Disoriented,สับสน,Kecewa,Nalilito,Keliru,,,<{unitId=50082;level=120;advance=15};{unitId=52593;level=120;advance=15};{unitId=50082;level=120;advance=15};{unitId=52963;level=120;advance=15};{unitId=52013;level=120;advance=15}>,<{unitId=70863;level=120;advance=15}>,,,4,,,,,,,,battle/scene/battle_map_31.png,config/big_hero/normal/img_863.png,,29,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,120,610,610,,,,,6,120,18,{5029=0;5000=0},3360,,,,,,,,,,{14=2;30=1;31=1},{14=2;13=2;31=1;30=1},,,,1,,{y=1020;x=667},,<<543;619>;<859;700>;<667;1020>>,,,,1,,
11906,,Disoriented,Mất phương hướng,Disoriented,สับสน,Kecewa,Nalilito,Keliru,,,<{unitId=50013;level=121;advance=15};{unitId=52633;level=121;advance=15};{unitId=53772;level=121;advance=15};{unitId=52013;level=121;advance=15};{unitId=52683;level=121;advance=15}>,<{unitId=70393;level=121;advance=15}>,config/portrait/simple/img_393.png,,4,,,,,,,,battle/scene/battle_map_31.png,config/big_hero/normal/img_393.png,,29,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,121,615,615,,,,,6,120,18,{5029=0;5000=0},3360,,,,,,,,,,{14=2;30=1;31=1},{14=2;13=2;31=1;30=1},,,,,{gold=100000;rmb=100;talent_point=1},{y=949;x=1078},{y=864;x=1314},<<667;1020>;<1078;949>>,,,,,,70393
11907,,Disoriented,Mất phương hướng,Disoriented,สับสน,Kecewa,Nalilito,Keliru,,,<{unitId=50793;level=122;advance=15};{unitId=50692;level=122;advance=15};{unitId=52963;level=122;advance=15};{unitId=52073;level=122;advance=15};{unitId=52612;level=122;advance=15}>,<{unitId=71772;level=122;advance=15}>,,,4,,,,,,,,battle/scene/battle_map_31.png,config/big_hero/normal/img_1772.png,,29,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,122,620,620,,,,,6,120,18,{5029=0;5000=0},3360,,,,,,,,,,{14=2;30=1;31=1},{14=2;13=2;31=1;30=1},,,,,,{y=696;x=1477},,<<1078;949>;<1314;864>;<1477;696>>,,,,,,
11908,,Disoriented,Mất phương hướng,Disoriented,สับสน,Kecewa,Nalilito,Keliru,,,<{unitId=53772;level=123;advance=15};{unitId=53293;level=123;advance=15};{unitId=50013;level=123;advance=15};{unitId=52612;level=123;advance=15};{unitId=50082;level=123;advance=15}>,<{unitId=70883;level=123;advance=15}>,config/portrait/simple/img_883.png,,4,,,,,,,,battle/scene/battle_map_31.png,config/big_hero/normal/img_883.png,,29,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,123,625,625,,,,,6,120,18,{5030=0;5000=0},3360,,,,,,,,,,{14=2;30=1;31=1},{14=2;13=2;31=1;30=1},,,,1,{gold=100000;rmb=100;talent_point=1},{y=788;x=1716},{y=718;x=1965},<<1477;696>;<1716;788>>,,,,1,,70883
11909,,Disoriented,Mất phương hướng,Disoriented,สับสน,Kecewa,Nalilito,Keliru,,,<{unitId=50552;level=124;advance=17};{unitId=53342;level=124;advance=17};{unitId=53293;level=124;advance=17};{unitId=52593;level=124;advance=17}>,<{unitId=71071;level=124;advance=17}>,,,4,,,,,,,,battle/scene/battle_map_31.png,config/big_hero/normal/img_1071.png,,29,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,124,630,630,,,,,6,120,18,{5030=0;5000=0},3360,,,,,,,,,,{14=2;30=1;31=1},{14=2;13=2;31=1;30=1},,,,,,{y=856;x=2169},,<<1716;788>;<1965;718>;<2169;856>>,,,,,,
11910,,Disoriented,Mất phương hướng,Disoriented,สับสน,Kecewa,Nalilito,Keliru,,,,<{unitId=73663;level=125;advance=17}>,config/portrait/simple/img_3663.png,,4,,,,,,,,battle/scene/battle_map_31.png,config/big_hero/normal/img_3663.png,,29,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,125,635,635,,,,,6,120,18,{5030=0;5000=0},3360,,,,,,,,,,{14=2;30=1;31=1},{14=2;13=2;31=1;30=1},,,,,,{y=952;x=1992},,<<2169;856>;<1992;952>>,,,,,,73663
12001,,Light of Hope,Ánh sáng hy vọng,Light of Hope,แสงแห่งความหวัง,Cahaya Harapan,Ilaw ng Pag-asa,Cahaya Harapan,,,<{unitId=50793;level=126;advance=16};{unitId=50692;level=126;advance=16};{unitId=50552;level=126;advance=16};{unitId=52013;level=126;advance=16};{unitId=52683;level=126;advance=16}>,<{unitId=71313;level=126;advance=16}>,,,4,,,,,,,,battle/scene/battle_map_38.png,config/big_hero/normal/img_1313.png,,30,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,126,640,640,,,,,6,120,18,{5031=0;5020=0;5000=0},3570,,,,,,,,,,{14=2;13=1;31=1;30=1},{14=3;30=1;31=1},,,,1,,{y=421;x=1446},,<<1446;421>>,,,,1,,
12002,,Light of Hope,Ánh sáng hy vọng,Light of Hope,แสงแห่งความหวัง,Cahaya Harapan,Ilaw ng Pag-asa,Cahaya Harapan,,,<{unitId=53293;level=127;advance=16};{unitId=52612;level=127;advance=16};{unitId=52963;level=127;advance=16};{unitId=52843;level=127;advance=16};{unitId=52633;level=127;advance=16}>,<{unitId=71303;level=127;advance=16}>,config/portrait/simple/img_1303.png,,4,,,,,,,,battle/scene/battle_map_38.png,config/big_hero/normal/img_1303.png,,30,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,127,645,645,,,,,6,120,18,{5031=0;5020=0;5000=0},3570,,,,,,,,,,{14=2;13=1;31=1;30=1},{14=3;30=1;31=1},,,,,{gold=100000;rmb=100;talent_point=1},{y=425;x=1138},{y=392;x=902},<<1446;421>;<1138;425>>,,,,,,71303
12003,,Light of Hope,Ánh sáng hy vọng,Light of Hope,แสงแห่งความหวัง,Cahaya Harapan,Ilaw ng Pag-asa,Cahaya Harapan,,,<{unitId=53511;level=128;advance=16};{unitId=52612;level=128;advance=16};{unitId=50692;level=128;advance=16};{unitId=50493;level=128;advance=16};{unitId=53511;level=128;advance=16}>,<{unitId=72233;level=128;advance=16}>,,,4,,,,,,,,battle/scene/battle_map_38.png,config/big_hero/normal/img_2233.png,,30,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,128,650,650,,,,,6,120,18,{5031=0;5020=0;5000=0},3570,,,,,,,,,,{14=2;13=1;31=1;30=1},{14=3;30=1;31=1},,,,,,{y=652;x=777},,<<1138;425>;<902;392>;<777;652>>,,,,,,
12004,,Light of Hope,Ánh sáng hy vọng,Light of Hope,แสงแห่งความหวัง,Cahaya Harapan,Ilaw ng Pag-asa,Cahaya Harapan,,,<{unitId=50692;level=129;advance=16};{unitId=50273;level=129;advance=16};{unitId=53293;level=129;advance=16};{unitId=50013;level=129;advance=16};{unitId=52633;level=129;advance=16};{unitId=50082;level=129;advance=16}>,<{unitId=73543;level=129;advance=16}>,config/portrait/simple/img_3543.png,,4,,,,,,,,battle/scene/battle_map_38.png,config/big_hero/normal/img_3543.png,,30,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,129,655,655,,,,,6,120,18,{5031=0;5020=0;5000=0},3570,,,,,,,,,,{14=2;13=1;31=1;30=1},{14=3;30=1;31=1},,,,,{gold=100000;rmb=100;talent_point=1},{y=893;x=815},{y=912;x=1074},<<777;652>;<815;893>>,,,,,,73543
12005,,Light of Hope,Ánh sáng hy vọng,Light of Hope,แสงแห่งความหวัง,Cahaya Harapan,Ilaw ng Pag-asa,Cahaya Harapan,,,<{unitId=52683;level=130;advance=16};{unitId=52612;level=130;advance=16};{unitId=52963;level=130;advance=16};{unitId=52683;level=130;advance=16}>,<{unitId=73543;level=130;advance=16}>,,,4,,,,,,,,battle/scene/battle_map_38.png,config/big_hero/normal/img_3543.png,,30,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,130,660,660,,,,,6,120,18,{5032=0;5021=0;5000=0},3570,,,,,,,,,,{14=2;13=1;31=1;30=1},{14=3;30=1;31=1},,,,1,,{y=813;x=1192},,<<815;893>;<1074;912>;<1192;813>>,,,,1,,
12006,,Light of Hope,Ánh sáng hy vọng,Light of Hope,แสงแห่งความหวัง,Cahaya Harapan,Ilaw ng Pag-asa,Cahaya Harapan,,,<{unitId=53772;level=131;advance=16};{unitId=53283;level=131;advance=16};{unitId=53432;level=131;advance=16};{unitId=50552;level=131;advance=16};{unitId=52963;level=131;advance=16}>,<{unitId=71841;level=131;advance=16}>,config/portrait/simple/img_1841.png,,4,,,,,,,,battle/scene/battle_map_38.png,config/big_hero/normal/img_1841.png,,30,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,131,665,665,,,,,6,120,18,{5032=0;5021=0;5000=0},3570,,,,,,,,,,{14=2;13=1;31=1;30=1},{14=3;30=1;31=1},,,,,{gold=100000;rmb=100;talent_point=1},{y=690;x=1414},{y=475;x=1681},<<1192;813>;<1414;690>>,,,,,,71841
12007,,Light of Hope,Ánh sáng hy vọng,Light of Hope,แสงแห่งความหวัง,Cahaya Harapan,Ilaw ng Pag-asa,Cahaya Harapan,,,<{unitId=50552;level=132;advance=16};{unitId=50013;level=132;advance=16};{unitId=50402;level=132;advance=16};{unitId=50493;level=132;advance=16};{unitId=50692;level=132;advance=16}>,<{unitId=81893;level=132;advance=16}>,,,4,,,,,,,,battle/scene/battle_map_38.png,config/big_hero/normal/img_1893.png,,30,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,132,670,670,,,,,6,120,18,{5032=0;5021=0;5000=0},3570,,,,,,,,,,{14=2;13=1;31=1;30=1},{14=3;30=1;31=1},,,,,,{y=666;x=1760},,<<1414;690>;<1681;475>;<1760;666>>,,,,,,
12008,,Light of Hope,Ánh sáng hy vọng,Light of Hope,แสงแห่งความหวัง,Cahaya Harapan,Ilaw ng Pag-asa,Cahaya Harapan,,,<{unitId=52073;level=133;advance=16};{unitId=50402;level=133;advance=16};{unitId=50793;level=133;advance=16};{unitId=52073;level=133;advance=16};{unitId=53283;level=133;advance=16}>,<{unitId=72401;level=133;advance=16}>,config/portrait/simple/img_2401.png,,4,,,,,,,,battle/scene/battle_map_38.png,config/big_hero/normal/img_2401.png,,30,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,133,675,675,,,,,6,120,18,{5033=0;5019=0;5000=0},3570,,,,,,,,,,{14=2;13=1;31=1;30=1},{14=3;30=1;31=1},,,,1,{gold=100000;rmb=100;talent_point=1},{y=541;x=1983},{y=884;x=2081},<<1760;666>;<1983;541>>,,,,1,,72401
12009,,Light of Hope,Ánh sáng hy vọng,Light of Hope,แสงแห่งความหวัง,Cahaya Harapan,Ilaw ng Pag-asa,Cahaya Harapan,,,<{unitId=52593;level=134;advance=18};{unitId=53283;level=134;advance=18};{unitId=52013;level=134;advance=18};{unitId=52612;level=134;advance=18};{unitId=52843;level=134;advance=18}>,<{unitId=81893;level=134;advance=18}>,,,4,,,,,,,,battle/scene/battle_map_38.png,config/big_hero/normal/img_1893.png,,30,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,134,680,680,,,,,6,120,18,{5033=0;5019=0;5000=0},3570,,,,,,,,,,{14=2;13=1;31=1;30=1},{14=3;30=1;31=1},,,,,,{y=941;x=1808},,<<1983;541>;<2081;884>;<1808;941>>,,,,,,
12010,,Light of Hope,Ánh sáng hy vọng,Light of Hope,แสงแห่งความหวัง,Cahaya Harapan,Ilaw ng Pag-asa,Cahaya Harapan,,,,<{unitId=81241;level=135;advance=18}>,config/portrait/simple/img_1241.png,,4,,,,,,,,battle/scene/battle_map_38.png,config/big_hero/normal/img_1241.png,,30,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,135,685,685,,,,,6,120,18,{5033=0;5019=0;5000=0},3570,,,,,,,,,,{14=2;13=1;31=1;30=1},{14=3;30=1;31=1},,,,,,{y=967;x=1607},,<<1808;941>;<1607;967>>,,,,,,81241
12101,,Immortal Legend,Huyền thoại bất hủ,Immortal Legend,ตำนานอมตะ,Legenda Abadi,Alamat na Walang Hanggan,Legenda Abadi,,,<{unitId=52963;level=136;advance=17};{unitId=52073;level=136;advance=17};{unitId=53283;level=136;advance=17};{unitId=50493;level=136;advance=17};{unitId=53342;level=136;advance=17}>,<{unitId=71221;level=136;advance=17}>,,,4,,,,,,,,battle/scene/battle_map_16.png,config/big_hero/normal/img_1221.png,,31,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,136,690,690,,,,,6,120,18,{5034=0;5000=0},3780,,,,,,,,,,{14=2;13=2;31=1;30=1},{14=3;13=1;31=1;30=1},,,,1,,{y=459;x=629},,<<629;459>>,,,,1,,
12102,,Immortal Legend,Huyền thoại bất hủ,Immortal Legend,ตำนานอมตะ,Legenda Abadi,Alamat na Walang Hanggan,Legenda Abadi,,,<{unitId=50082;level=137;advance=17};{unitId=50013;level=137;advance=17};{unitId=52633;level=137;advance=17};{unitId=53683;level=137;advance=17};{unitId=53511;level=137;advance=17}>,<{unitId=72242;level=137;advance=17}>,config/portrait/simple/img_2242.png,,4,,,,,,,,battle/scene/battle_map_16.png,config/big_hero/normal/img_2242.png,,31,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,137,695,695,,,,,6,120,18,{5034=0;5000=0},3780,,,,,,,,,,{14=2;13=2;31=1;30=1},{14=3;13=1;31=1;30=1},,,,,{gold=100000;rmb=100;talent_point=1},{y=469;x=939},{y=577;x=1130},<<629;459>;<939;469>>,,,,,,72242
12103,,Immortal Legend,Huyền thoại bất hủ,Immortal Legend,ตำนานอมตะ,Legenda Abadi,Alamat na Walang Hanggan,Legenda Abadi,,,<{unitId=53472;level=138;advance=17};{unitId=53342;level=138;advance=17};{unitId=52843;level=138;advance=17};{unitId=53283;level=138;advance=17};{unitId=52633;level=138;advance=17}>,<{unitId=70611;level=138;advance=17}>,,,4,,,,,,,,battle/scene/battle_map_16.png,config/big_hero/normal/img_611.png,,31,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,138,700,700,,,,,6,120,18,{5034=0;5000=0},3780,,,,,,,,,,{14=2;13=2;31=1;30=1},{14=3;13=1;31=1;30=1},,,,,,{y=809;x=797},,<<939;469>;<1130;577>;<797;809>>,,,,,,
12104,,Immortal Legend,Huyền thoại bất hủ,Immortal Legend,ตำนานอมตะ,Legenda Abadi,Alamat na Walang Hanggan,Legenda Abadi,,,<{unitId=53511;level=139;advance=17};{unitId=50402;level=139;advance=17};{unitId=50044;level=139;advance=17};{unitId=52843;level=139;advance=17};{unitId=50044;level=139;advance=17};{unitId=50053;level=139;advance=17}>,<{unitId=71253;level=139;advance=17}>,config/portrait/simple/img_1253.png,,4,,,,,,,,battle/scene/battle_map_16.png,config/big_hero/normal/img_1253.png,,31,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,139,705,705,,,,,6,120,18,{5034=0;5000=0},3780,,,,,,,,,,{14=2;13=2;31=1;30=1},{14=3;13=1;31=1;30=1},,,,,{gold=100000;rmb=100;talent_point=1},{y=843;x=1061},{y=829;x=1213},<<797;809>;<1061;843>>,,,,,,71253
12105,,Immortal Legend,Huyền thoại bất hủ,Immortal Legend,ตำนานอมตะ,Legenda Abadi,Alamat na Walang Hanggan,Legenda Abadi,,,<{unitId=50082;level=140;advance=17};{unitId=50692;level=140;advance=17};{unitId=53683;level=140;advance=17};{unitId=53472;level=140;advance=17};{unitId=50493;level=140;advance=17}>,<{unitId=70503;level=140;advance=17}>,,,4,,,,,,,,battle/scene/battle_map_16.png,config/big_hero/normal/img_503.png,,31,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,140,710,710,,,,,6,120,18,{5035=0;5000=0},3780,,,,,,,,,,{14=2;13=2;31=1;30=1},{14=3;13=1;31=1;30=1},,,,1,,{y=547;x=1333},,<<1061;843>;<1213;829>;<1333;547>>,,,,1,,
12106,,Immortal Legend,Huyền thoại bất hủ,Immortal Legend,ตำนานอมตะ,Legenda Abadi,Alamat na Walang Hanggan,Legenda Abadi,,,<{unitId=52013;level=141;advance=17};{unitId=52683;level=141;advance=17};{unitId=50053;level=141;advance=17};{unitId=53432;level=141;advance=17};{unitId=53293;level=141;advance=17}>,<{unitId=71813;level=141;advance=17}>,config/portrait/simple/img_1813.png,,4,,,,,,,,battle/scene/battle_map_16.png,config/big_hero/normal/img_1813.png,,31,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,141,715,715,,,,,6,120,18,{5035=0;5000=0},3780,,,,,,,,,,{14=2;13=2;31=1;30=1},{14=3;13=1;31=1;30=1},,,,,{gold=100000;rmb=100;talent_point=1},{y=493;x=1559},{y=573;x=1760},<<1333;547>;<1559;493>>,,,,,,71813
12107,,Immortal Legend,Huyền thoại bất hủ,Immortal Legend,ตำนานอมตะ,Legenda Abadi,Alamat na Walang Hanggan,Legenda Abadi,,,<{unitId=50273;level=142;advance=17};{unitId=50082;level=142;advance=17};{unitId=50013;level=142;advance=17};{unitId=50013;level=142;advance=17};{unitId=50013;level=142;advance=17}>,<{unitId=82493;level=142;advance=17}>,,,4,,,,,,,,battle/scene/battle_map_16.png,config/big_hero/normal/img_2493.png,,31,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,142,720,720,,,,,6,120,18,{5035=0;5000=0},3780,,,,,,,,,,{14=2;13=2;31=1;30=1},{14=3;13=1;31=1;30=1},,,,,,{y=642;x=1957},,<<1559;493>;<1760;573>;<1957;642>>,,,,,,
12108,,Immortal Legend,Huyền thoại bất hủ,Immortal Legend,ตำนานอมตะ,Legenda Abadi,Alamat na Walang Hanggan,Legenda Abadi,,,<{unitId=52843;level=143;advance=17};{unitId=50013;level=143;advance=17};{unitId=50692;level=143;advance=17};{unitId=50044;level=143;advance=17};{unitId=52593;level=143;advance=17}>,<{unitId=71503;level=143;advance=17}>,config/portrait/simple/img_1503.png,,4,,,,,,,,battle/scene/battle_map_16.png,config/big_hero/normal/img_1503.png,,31,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,143,725,725,,,,,6,120,18,{5036=0;5000=0},3780,,,,,,,,,,{14=2;13=2;31=1;30=1},{14=3;13=1;31=1;30=1},,,,1,{gold=100000;rmb=100;talent_point=1},{y=947;x=1963},{y=843;x=1760},<<1957;642>;<1963;947>>,,,,1,,71503
12109,,Immortal Legend,Huyền thoại bất hủ,Immortal Legend,ตำนานอมตะ,Legenda Abadi,Alamat na Walang Hanggan,Legenda Abadi,,,<{unitId=53293;level=144;advance=19};{unitId=50013;level=144;advance=19};{unitId=53342;level=144;advance=19};{unitId=53342;level=144;advance=19};{unitId=50793;level=144;advance=19}>,<{unitId=80721;level=144;advance=19}>,,,4,,,,,,,,battle/scene/battle_map_16.png,config/big_hero/normal/img_721.png,,31,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,144,730,730,,,,,6,120,18,{5036=0;5000=0},3780,,,,,,,,,,{14=2;13=2;31=1;30=1},{14=3;13=1;31=1;30=1},,,,,,{y=853;x=1566},,<<1963;947>;<1760;843>;<1566;853>>,,,,,,
12110,,Immortal Legend,Huyền thoại bất hủ,Immortal Legend,ตำนานอมตะ,Legenda Abadi,Alamat na Walang Hanggan,Legenda Abadi,,,,<{unitId=80721;level=145;advance=19}>,config/portrait/simple/img_721.png,,4,,,,,,,,battle/scene/battle_map_16.png,config/big_hero/normal/img_721.png,,31,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,145,735,735,,,,,6,120,18,{5036=0;5000=0},3780,,,,,,,,,,{14=2;13=2;31=1;30=1},{14=3;13=1;31=1;30=1},,,,,,{y=951;x=1387},,<<1566;853>;<1387;951>>,,,,,,80721
12201,,The Strong Live Forever,Kẻ mạnh sống mãi.,The Strong Live Forever,ผู้แข็งแกร่งอยู่ตลอดไป,Yang Kuat Hidup Selamanya,Ang Malakas Ay Mabubuhay Magpakailanman,Yang Kuat Hidup Selamanya,,,<{unitId=52633;level=146;advance=18};{unitId=52013;level=146;advance=18};{unitId=53683;level=146;advance=18};{unitId=53432;level=146;advance=18};{unitId=53293;level=146;advance=18}>,<{unitId=73592;level=146;advance=18}>,,,4,,,,,,,,battle/scene/battle_map_25.png,config/big_hero/normal/img_3592.png,,32,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,146,740,740,,,,,6,120,18,{5037=0;5024=0;5000=0},3990,,,,,,,,,,{14=3;30=1;31=1},{14=3;13=2;31=1;30=1},,,,1,,{y=443;x=737},,<<737;443>>,,,,1,,
12202,,The Strong Live Forever,Kẻ mạnh sống mãi.,The Strong Live Forever,ผู้แข็งแกร่งอยู่ตลอดไป,Yang Kuat Hidup Selamanya,Ang Malakas Ay Mabubuhay Magpakailanman,Yang Kuat Hidup Selamanya,,,<{unitId=53472;level=147;advance=18};{unitId=50793;level=147;advance=18};{unitId=53432;level=147;advance=18};{unitId=53293;level=147;advance=18};{unitId=50273;level=147;advance=18}>,<{unitId=73003;level=147;advance=18}>,config/portrait/simple/img_3003.png,,4,,,,,,,,battle/scene/battle_map_25.png,config/big_hero/normal/img_3003.png,,32,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,147,745,745,,,,,6,120,18,{5037=0;5024=0;5000=0},3990,,,,,,,,,,{14=3;30=1;31=1},{14=3;13=2;31=1;30=1},,,,,{gold=100000;rmb=100;talent_point=1},{y=590;x=527},{y=851;x=687},<<737;443>;<527;590>>,,,,,,73003
12203,,The Strong Live Forever,Kẻ mạnh sống mãi.,The Strong Live Forever,ผู้แข็งแกร่งอยู่ตลอดไป,Yang Kuat Hidup Selamanya,Ang Malakas Ay Mabubuhay Magpakailanman,Yang Kuat Hidup Selamanya,,,<{unitId=50402;level=148;advance=18};{unitId=50053;level=148;advance=18};{unitId=53472;level=148;advance=18};{unitId=53283;level=148;advance=18}>,<{unitId=71221;level=148;advance=18}>,,,4,,,,,,,,battle/scene/battle_map_25.png,config/big_hero/normal/img_1221.png,,32,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,148,750,750,,,,,6,120,18,{5037=0;5024=0;5000=0},3990,,,,,,,,,,{14=3;30=1;31=1},{14=3;13=2;31=1;30=1},,,,,,{y=1068;x=664},,<<527;590>;<687;851>;<664;1068>>,,,,,,
12204,,The Strong Live Forever,Kẻ mạnh sống mãi.,The Strong Live Forever,ผู้แข็งแกร่งอยู่ตลอดไป,Yang Kuat Hidup Selamanya,Ang Malakas Ay Mabubuhay Magpakailanman,Yang Kuat Hidup Selamanya,,,<{unitId=53683;level=149;advance=18};{unitId=50082;level=149;advance=18};{unitId=50793;level=149;advance=18};{unitId=50053;level=149;advance=18};{unitId=53283;level=149;advance=18};{unitId=52683;level=149;advance=18}>,<{unitId=73152;level=149;advance=18}>,config/portrait/simple/img_3152.png,,4,,,,,,,,battle/scene/battle_map_25.png,config/big_hero/normal/img_3152.png,,32,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,149,755,755,,,,,6,120,18,{5037=0;5024=0;5000=0},3990,,,,,,,,,,{14=3;30=1;31=1},{14=3;13=2;31=1;30=1},,,,,{gold=100000;rmb=100;talent_point=1},{y=908;x=1001},{y=1007;x=1193},<<664;1068>;<1001;908>>,,,,,,73152
