VariableName,name_cn,name_th,name,name_vn,name_in,name_my,name_en,name_ph,attributeType,rarity,natureType,natureType2,twinFlag,battleFlag,rectSize,bossCard_id,bossLife,cardID,star,icon,cardIcon,cardIcon2,iconSimple,cardShow,cardShowScale,cardShowPosC,unitRes,skin,show,bansxScale,bansxPosC,passiveSkillList,skillList,combinationObjCardId,combinationSkillId,everyPos,lifeScale,specBind,killResumeMp1,scale,scaleC,scaleCMode,scaleU,scaleX,scaleSkin,bornTime,rebornTime,deathTime,deathSound,fightingPoint,buffId,buffLifeRound,buffProb,buffLevel,buffValue1,hpGrow,speedGrow,damageGrow,specialDamageGrow,defenceGrow,specialDefenceGrow,hpBaseC,speedBaseC,damageBaseC,defenceBaseC,specialDamageBaseC,specialDefenceBaseC,hpC,mp1C,initMp1C,hpRecoverC,mp1RecoverC,mp2RecoverC,damageC,specialDamageC,defenceC,specialDefenceC,defenceIgnoreC,specialDefenceIgnoreC,speedC,strikeC,strikeDamageC,strikeResistanceC,blockC,breakBlockC,blockPowerC,dodgeC,hitC,damageDodgeC,damageHitC,damageAddC,damageSubC,ultimateAddC,ultimateSubC,damageDeepenC,damageReduceC,suckBloodC,reboundC,cureC,natureRestraintC,controlPerC,immuneControlC,effectPowerId,summonCalDamage,cardSkinScale,shiny,extraSkillList,shinyPos,cardSpine,cardSpineNeedStar,cardSpineScale,frontPriority,fakePassiveSkillList,cardSkinPos,cardSpinePos,shinyRes,showOpen,showOpenOffsetY,scaleY,ShowScale,cardIcon3,cardShowPosY,cardShowPos,cardShowRes,showRes
73171,,คาคาร็อต (โตนง็อก)  ,Kakarot (Son Goku) ,Kakarot (Tôn Ngọc),Kakarot (Son Goku) ,Kakarot (Ton Ngoc)  ,Kakarot (Son Goku) ,Kakarot (Son Goku)  ,elites,4,7,11,,<99>,,,,3171,,config/portrait/speedranktouxiang/img_3171.png,config/portrait/jinglingtouxiang/img_3171.png,config/portrait/jinglingtouxiang2/img_3171.png,config/portrait/simple/img_3171.png,config/big_hero/normal/img_3171.png,,,kakaluote/kakaluote.json,,config/big_hero/normal/img_3171.png,,,,<31711;31712;31713>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_kakaluote.skel,280,,,,,,,
73181,,เซ็นยัตตา  ,Zenyata  ,Zenyata,Zenyata  ,Zenyata  ,Zenyata  ,Zenyata  ,elites,3,17,1,,<99>,,,,3181,,config/portrait/speedranktouxiang/img_3181.png,config/portrait/jinglingtouxiang/img_3181.png,config/portrait/jinglingtouxiang2/img_3181.png,config/portrait/simple/img_3181.png,config/big_hero/normal/img_3181.png,,,chanyata/chanyata.json,,config/big_hero/normal/img_3181.png,,,,<31811;31812;31813>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_chanyata.png,240,,,,,,,
73251,,เมลิโอดัส  ,Meliodas  ,Meliodas,Meliodas  ,Meliodas  ,Meliodas  ,Meliodas  ,elites,3,15,12,,<99>,,,,3251,,config/portrait/speedranktouxiang/img_3251.png,config/portrait/jinglingtouxiang/img_3251.png,config/portrait/jinglingtouxiang2/img_3251.png,config/portrait/simple/img_3251.png,config/big_hero/normal/img_3251.png,,,meiliaodasi/meiliaodasi.json,putong,config/big_hero/normal/img_3251.png,,,,<32511;32512;32513>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_meili.png,240,,,,,,,
73303,,อาสึนะ  ,Asuna  ,Asuna,Asuna  ,Asuna,Asuna  ,Asuna  ,elites,4,12,4,,<99>,,,,3303,,config/portrait/speedranktouxiang/img_3303.png,config/portrait/jinglingtouxiang/img_3303.png,config/portrait/jinglingtouxiang2/img_3303.png,config/portrait/simple/img_3303.png,config/big_hero/normal/img_3303.png,,,yasina/yasina.json,,config/big_hero/normal/img_3303.png,,,,<33031;33032;33033>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_yasina.skel,260,,,,,,,
73353,,สึนาเดะ  ,Tsunade  ,Tsunade,Tsunade  ,Tsunade,Tsunade  ,Tsunade  ,elites,4,18,13,,<99>,,,,3353,,config/portrait/speedranktouxiang/img_3353.png,config/portrait/jinglingtouxiang/img_3353.png,config/portrait/jinglingtouxiang2/img_3353.png,config/portrait/simple/img_3353.png,config/big_hero/normal/img_3353.png,,,gangshou/gangshou.json,,config/big_hero/normal/img_3353.png,,,,<33531;33532;33533>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_gangshou.skel,300,,,,,,,
73543,,ลูฟี่  ,Luffy  ,Luffy,Luffy  ,Luffy,Luffy  ,Luffy  ,elites,3,14,3,,<99>,,,,3543,,config/portrait/speedranktouxiang/img_3543.png,config/portrait/jinglingtouxiang/img_3543.png,config/portrait/jinglingtouxiang2/img_3543.png,config/portrait/simple/img_3543.png,config/big_hero/normal/img_3543.png,,,lufeijiangshi/lufeijiangshi.json,,config/big_hero/normal/img_3543.png,,,<35434>,<35431;35432;35433>,,,{lifePos={y=320;x=-50};hitPos={y=160;x=0};headPos={y=280;x=0};namePos={y=320;x=0}},,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_lufei.png,240,,,,,,,
73592,,แลมด้า  ,Lambda  ,Lambda,Lambda  ,Lambda,Lambda  ,Lambda  ,elites,3,10,17,,<99>,,,,3592,,config/portrait/speedranktouxiang/img_3592.png,config/portrait/jinglingtouxiang/img_3592.png,config/portrait/jinglingtouxiang2/img_3592.png,config/portrait/simple/img_3592.png,config/big_hero/normal/img_3592.png,,,lamuda/lamuda.json,,config/big_hero/normal/img_3592.png,,,,<35921;35922;35923>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_lamuda.png,240,,,,,,,
73663,,โจทาโร่ คุโจ  ,Jotaro Kujo  ,Jotaro Kujo,Jotaro Kujo  ,Jotaro Kujo,Jotaro Kujo  ,Jotaro Kujo  ,elites,3,4,7,,<99>,,,,3663,,config/portrait/speedranktouxiang/img_3663.png,config/portrait/jinglingtouxiang/img_3663.png,config/portrait/jinglingtouxiang2/img_3663.png,config/portrait/simple/img_3663.png,config/big_hero/normal/img_3663.png,,,kongtiaochengtailang/kongtiaochengtailang.json,,config/big_hero/normal/img_3663.png,,,,<36631;36632;36633>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_kongtiao.png,240,,,,,,,
73673,,บีรุส  ,Beerus  ,Beerus,Beerus  ,Beerus,Beerus  ,Beerus  ,elites,4,15,2,,<99>,,,,3673,,config/portrait/speedranktouxiang/img_3673.png,config/portrait/jinglingtouxiang/img_3673.png,config/portrait/jinglingtouxiang2/img_3673.png,config/portrait/simple/img_3673.png,config/big_hero/normal/img_3673.png,,,bilusi/bilusi.json,,config/big_hero/normal/img_3673.png,,,,<36731;36732;36733>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_bilusi.skel,280,,,,,,,
77001,,ดีช เจีย เซ  ,Thunder Enemy  ,Địch Gia Sét,Dich Gia Set  ,Musuh Keluarga Petir  ,Thunder Enemy  ,Enemy Lightning  ,elites,4,,5,,<99>,,,,7001,,config/portrait/speedranktouxiang/img_7001.png,config/portrait/jinglingtouxiang/img_7001.png,config/portrait/jinglingtouxiang2/img_7001.png,config/portrait/simple/img_7001.png,config/big_hero/normal/img_7001.png,,,dijia/dijia.json,,config/big_hero/normal/img_25_pkq@.png,,,,<941;942;943>,,,,,,,1.5,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_dijia.skel,340,,,,,,,
80263,,โอโรจิ  ,Orochi  ,Orochi,Orochi  ,Orochi  ,Orochi  ,Orochi  ,elitesmonster,4,11,16,,<99>,,,,263,,config/portrait/speedranktouxiang/img_263.png,config/portrait/jinglingtouxiang/img_263.png,config/portrait/jinglingtouxiang2/img_263.png,config/portrait/simple/img_263.png,config/big_hero/normal/img_263.png,,,dashe/dashe.json,,config/big_hero/normal/img_263.png,,,,<2631;2632;2633>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_dashe.skel,250,,,,,,,
80393,,คาคาชิ คามุย (สกิน 1)  ,Kamui Kakashi Skin 1  ,Kamui Kakashi Skin 1,Kamui Kakashi Skin 1  ,Kamui Kakashi Kulit 1  ,Kamui Kakashi Skin 1  ,Kamui Kakashi Skin 1  ,elitesmonster,4,16,15,,<99>,,,,393,,config/portrait/speedranktouxiang/img_393.png,config/portrait/jinglingtouxiang/img_393.png,config/portrait/jinglingtouxiang2/img_393.png,config/portrait/simple/img_393.png,config/big_hero/normal/img_393.png,,,hadisi/hadisi.json,,config/big_hero/normal/img_393.png,,,,<3931;3932;3933>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_hadisi.skel,240,,,,,,,
80572,,แฮร์รี่  ,Harry  ,Harry,Harry  ,Harry  ,Harry  ,Harry  ,elitesmonster,4,12,16,,<99>,,,,572,,config/portrait/speedranktouxiang/img_572.png,config/portrait/jinglingtouxiang/img_572.png,config/portrait/jinglingtouxiang2/img_572.png,config/portrait/simple/img_572.png,config/big_hero/normal/img_572.png,,,chitong/chitong.json,,config/big_hero/normal/img_572.png,,,,<5721;5722;5723>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_chitong.skel,240,,,,,,,
80701,,เลวี่ แอคเคอร์แมน  ,Levi Ackerman  ,Levi Ackerman,Levi Ackerman  ,Levi Ackerman  ,Levi Ackerman  ,Levi Ackerman  ,elitesmonster,4,12,10,,<99>,,,,701,,config/portrait/speedranktouxiang/img_701.png,config/portrait/jinglingtouxiang/img_701.png,config/portrait/jinglingtouxiang2/img_701.png,config/portrait/simple/img_701.png,config/big_hero/normal/img_701.png,,,bingzhang/bingzhang.json,,config/big_hero/normal/img_701.png,,,,<7011;7012;7013>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_bingzhang.skel,240,,,,,,,
80721,,ริน โทซากะ  ,Rin Tohsaka  ,Rin Tohsaka,Rin Tohsaka  ,Rin Tohsaka  ,Rin Tohsaka  ,Rin Tohsaka  ,elitesmonster,4,6,11,,<99>,,,,721,,config/portrait/speedranktouxiang/img_721.png,config/portrait/jinglingtouxiang/img_721.png,config/portrait/jinglingtouxiang2/img_721.png,config/portrait/simple/img_721.png,config/big_hero/normal/img_721.png,,,yuanbanlin/yuanbanlin.json,,config/big_hero/normal/img_721.png,,,<7215>,<7211;7212;7213>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_yuanbanlin.skel,240,,,,,,,
80771,,มาโดกะ  ,Madoka  ,Madoka,Madoka  ,Madoka  ,Madoka  ,Madoka  ,elitesmonster,4,11,15,,<99>,,,,771,,config/portrait/speedranktouxiang/img_771.png,config/portrait/jinglingtouxiang/img_771.png,config/portrait/jinglingtouxiang2/img_771.png,config/portrait/simple/img_771.png,config/big_hero/normal/img_771.png,,,xiaoyuan/xiaoyuan.json,,config/big_hero/normal/img_771.png,,,,<7711;7712;7713>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_xiaoyuan.skel,250,,,,,,,
81231,,อิจิโกะ คุโรซากิ  ,Ichigo Kurosaki  ,Ichigo Kurosaki,Ichigo Kurosaki  ,Ichigo Kurosaki  ,Ichigo Kurosaki  ,Ichigo Kurosaki  ,elitesmonster,4,12,15,,<99>,,,,1231,,config/portrait/speedranktouxiang/img_1231.png,config/portrait/jinglingtouxiang/img_1231.png,config/portrait/jinglingtouxiang2/img_1231.png,config/portrait/simple/img_1231.png,config/big_hero/normal/img_1231.png,,,heiqiyihu/heiqiyihu.json,,config/big_hero/normal/img_1231.png,,,,<12311;12312;12313>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_heiqiyihu.skel,260,,,,,,,
81241,,ฮัทสึเนะ มิกุ  ,Hatsune Miku  ,Hatsune Miku,Hatsune Miku  ,Hatsune Miku  ,Hatsune Miku  ,Hatsune Miku  ,elitesmonster,4,11,1,,<99>,,,,1241,,config/portrait/speedranktouxiang/img_1241.png,config/portrait/jinglingtouxiang/img_1241.png,config/portrait/jinglingtouxiang2/img_1241.png,config/portrait/simple/img_1241.png,config/big_hero/normal/img_1241.png,,,chuyinweilai/chuyinweilai.json,,config/big_hero/normal/img_1241.png,,,,<12411;12412;12413>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_chuyinweilai.skel,270,,,,,,,
81313,,อาโทเรีย  ,Artoria  ,Artoria,Artoria  ,Artoria  ,Artoria  ,Artoria  ,elitesmonster,4,12,1,,<99>,,,,1313,,config/portrait/speedranktouxiang/img_1313.png,config/portrait/jinglingtouxiang/img_1313.png,config/portrait/jinglingtouxiang2/img_1313.png,config/portrait/simple/img_1313.png,config/big_hero/normal/img_1313.png,,,aertuoliya/aertuoliya.json,,config/big_hero/normal/img_1313.png,,,,<13131;13132;13133>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_saber.skel,250,,,,,,,
81393,,โฮมุระ อาเคมิ  ,Homura Akemi  ,Homura Akemi,Homura Akemi  ,Homura Akemi  ,Homura Akemi  ,Homura Akemi  ,elitesmonster,4,2,16,,<99>,,,,1393,,config/portrait/speedranktouxiang/img_1393.png,config/portrait/jinglingtouxiang/img_1393.png,config/portrait/jinglingtouxiang2/img_1393.png,config/portrait/simple/img_1393.png,config/big_hero/normal/img_1393.png,,,xiaomeiyan/xiaomeiyan.json,,config/big_hero/normal/img_1393.png,,,,<13931;13932;13933>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_xiaomeiyan.skel,260,,,,,,,
81423,,ไซตามะ  ,Saitama  ,Saitama,Saitama  ,Saitama  ,Saitama  ,Saitama  ,elitesmonster,4,7,9,,<99>,,,,1423,,config/portrait/speedranktouxiang/img_1423.png,config/portrait/jinglingtouxiang/img_1423.png,config/portrait/jinglingtouxiang2/img_1423.png,config/portrait/simple/img_1423.png,config/big_hero/normal/img_1423.png,,,qiyu/qiyu.json,,config/big_hero/normal/img_1423.png,,,,<14231;14232;14233>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_qiyv.skel,260,,,,,,,
81503,,เมเปิ้ล  ,Maple  ,Maple,Maple  ,Maple  ,Maple  ,Maple  ,elitesmonster,4,8,9,,<99>,,,,1503,,config/portrait/speedranktouxiang/img_1503.png,config/portrait/jinglingtouxiang/img_1503.png,config/portrait/jinglingtouxiang2/img_1503.png,config/portrait/simple/img_1503.png,config/big_hero/normal/img_1503.png,,,meipulu/meipulu.json,,config/big_hero/normal/img_1503.png,,,,<15031;15032;15033>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_meipulu.skel,260,,,,,,,
81893,,อิคารุส  ,Icarus  ,Icarus,Icarus  ,Icarus  ,Icarus  ,Icarus  ,elitesmonster,4,17,10,,<99>,,,,1893,,config/portrait/speedranktouxiang/img_1893.png,config/portrait/jinglingtouxiang/img_1893.png,config/portrait/jinglingtouxiang2/img_1893.png,config/portrait/simple/img_1893.png,config/big_hero/normal/img_1893.png,,,yikaluosi/yikaluosi.json,,config/big_hero/normal/img_1893.png,,,,<18931;18932;18933>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_yikaluosi.skel,260,,,,,,,
81941,,สัตว์สาวสวรรค์  ,Celestial Beast  ,Thiên Nữ Thú,Binatang Surgawi Wanita  ,Binatang Perawan Syurga  ,Celestial Beast  ,Heavenly Maiden Beast  ,elitesmonster,4,10,1,,<99>,,,,1941,,config/portrait/speedranktouxiang/img_1941.png,config/portrait/jinglingtouxiang/img_1941.png,config/portrait/jinglingtouxiang2/img_1941.png,config/portrait/simple/img_1941.png,config/big_hero/normal/img_1941.png,,,tiannvshou/tiannvshou.json,,config/big_hero/normal/img_1941.png,,,,<19411;19412;19413>,1951,19414,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_tiannvshou.skel,260,,,,,,,
81951,,สัตว์ผู้สื่อสารจากสวรรค์  ,Celestial Angel Beast  ,Thiên Sứ Thú,Binatang Malaikat  ,Binatang Malaikat  ,Celestial Angel Beast  ,Heavenly Messenger Beast  ,elitesmonster,4,10,1,,<99>,,,,1951,,config/portrait/speedranktouxiang/img_1951.png,config/portrait/jinglingtouxiang/img_1951.png,config/portrait/jinglingtouxiang2/img_1951.png,config/portrait/simple/img_1951.png,config/big_hero/normal/img_1951.png,,,tianshishou/tianshishou.json,,config/big_hero/normal/img_1951.png,,,,<19511;19512;19513>,1941,19514,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_tianshishou.skel,260,,,,,,,
82233,,เบจิต้า  ,Vegeta  ,Vegeta,Vegeta  ,Vegeta  ,Vegeta  ,Vegeta  ,elitesmonster,4,11,7,,<99>,,,,2233,,config/portrait/speedranktouxiang/img_2233.png,config/portrait/jinglingtouxiang/img_2233.png,config/portrait/jinglingtouxiang2/img_2233.png,config/portrait/simple/img_2233.png,config/big_hero/normal/img_2233.png,,,beijita/beijita.json,,config/big_hero/normal/img_2233.png,,,,<22331;22332;22333>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_beijita.skel,240,,,,,,,
82401,,สึกิโนะ อุซางิ (กระต่ายแห่งดวงจันทร์)  ,Tsukino Usagi (Wild Moon Rabbit)  ,Tsukino Usagi (Tháng Dã Thỏ),Tsukino Usagi (Kelinci Tháng)  ,Tsukino Usagi (Arnab Bulan)  ,Tsukino Usagi (Wild Moon Rabbit)  ,Tsukino Usagi (Wild Month Rabbit)  ,elitesmonster,4,3,11,,<99>,,,,2401,,config/portrait/speedranktouxiang/img_2401.png,config/portrait/jinglingtouxiang/img_2401.png,config/portrait/jinglingtouxiang2/img_2401.png,config/portrait/simple/img_2401.png,config/big_hero/normal/img_2401.png,,,yueyetu/yueyetu.json,xinyue,config/big_hero/normal/img_2401.png,,,<24017>,<24011;24012;24013>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_yueyetu.skel,260,,,,,,,
82493,,กิลกาเมช  ,Gilgamesh  ,Gilgamesh,Gilgamesh  ,Gilgamesh  ,Gilgamesh  ,Gilgamesh  ,elitesmonster,4,11,15,,<99>,,,,2493,,config/portrait/speedranktouxiang/img_2493.png,config/portrait/jinglingtouxiang/img_2493.png,config/portrait/jinglingtouxiang2/img_2493.png,config/portrait/simple/img_2493.png,config/big_hero/normal/img_2493.png,,,jinshanshan/jinshanshan.json,,config/big_hero/normal/img_2493.png,,,,<24931;24932;24933>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_jierjiameishi.skel,260,,,,,,,
83021,,ลิชคิง  ,Lich King  ,Lich King,Lich King  ,Raja Lich  ,Lich King  ,Lich King  ,elitesmonster,4,6,11,,<99>,,,,3021,,config/portrait/speedranktouxiang/img_3021.png,config/portrait/jinglingtouxiang/img_3021.png,config/portrait/jinglingtouxiang2/img_3021.png,config/portrait/simple/img_3021.png,config/big_hero/normal/img_3021.png,,,wuyaowang/wuyaowang.json,,config/big_hero/normal/img_3021.png,,,<30214>,<30211;30212;30213>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_wuyaowang.skel,240,,,,,,,
83143,,คิริซาเมะ มาริสะ  ,Kirisame Marisa  ,Kirisame Marisa,Kirisame Marisa  ,Kirisame Marisa  ,Kirisame Marisa  ,Kirisame Marisa  ,elitesmonster,4,2,13,,<99>,,,,3143,,config/portrait/speedranktouxiang/img_3143.png,config/portrait/jinglingtouxiang/img_3143.png,config/portrait/jinglingtouxiang2/img_3143.png,config/portrait/simple/img_3143.png,config/big_hero/normal/img_3143.png,,,wuyumolisha/wuyumolisha.json,,config/big_hero/normal/img_3143.png,,,,<31431;31432;31433>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_wuyvmolisha.skel,240,,,,,,,
83171,,คาคาร็อต (โตนง็อก)  ,Kakarot (Son Goku) ,Kakarot (Tôn Ngọc),Kakarot (Son Goku) ,Kakarot (Ton Ngoc)  ,Kakarot (Son Goku) ,Kakarot (Son Goku)  ,elitesmonster,4,7,11,,<99>,,,,3171,,config/portrait/speedranktouxiang/img_3171.png,config/portrait/jinglingtouxiang/img_3171.png,config/portrait/jinglingtouxiang2/img_3171.png,config/portrait/simple/img_3171.png,config/big_hero/normal/img_3171.png,,,kakaluote/kakaluote.json,,config/big_hero/normal/img_3171.png,,,,<31711;31712;31713>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_kakaluote.skel,280,,,,,,,
83303,,อาสึนะ  ,Asuna  ,Asuna,Asuna  ,Asuna  ,Asuna  ,Asuna  ,elitesmonster,4,12,4,,<99>,,,,3303,,config/portrait/speedranktouxiang/img_3303.png,config/portrait/jinglingtouxiang/img_3303.png,config/portrait/jinglingtouxiang2/img_3303.png,config/portrait/simple/img_3303.png,config/big_hero/normal/img_3303.png,,,yasina/yasina.json,,config/big_hero/normal/img_3303.png,,,,<33031;33032;33033>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_yasina.skel,260,,,,,,,
83353,,สึนาเดะ  ,Tsunade  ,Tsunade,Tsunade  ,Tsunade  ,Tsunade  ,Tsunade  ,elitesmonster,4,18,13,,<99>,,,,3353,,config/portrait/speedranktouxiang/img_3353.png,config/portrait/jinglingtouxiang/img_3353.png,config/portrait/jinglingtouxiang2/img_3353.png,config/portrait/simple/img_3353.png,config/big_hero/normal/img_3353.png,,,gangshou/gangshou.json,,config/big_hero/normal/img_3353.png,,,,<33531;33532;33533>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_gangshou.skel,300,,,,,,,
83673,,บีรุส  ,Beerus  ,Beerus,Beerus  ,Beerus  ,Beerus  ,Beerus  ,elitesmonster,4,15,2,,<99>,,,,3673,,config/portrait/speedranktouxiang/img_3673.png,config/portrait/jinglingtouxiang/img_3673.png,config/portrait/jinglingtouxiang2/img_3673.png,config/portrait/simple/img_3673.png,config/big_hero/normal/img_3673.png,,,bilusi/bilusi.json,,config/big_hero/normal/img_3673.png,,,,<36731;36732;36733>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_bilusi.skel,280,,,,,,,
87001,,ดีช เจีย เซ  ,Thunder Enemy  ,Địch Gia Sét,Dich Gia Set  ,Musuh Keluarga Petir  ,Thunder Enemy  ,Enemy Lightning  ,elitesmonster,4,,5,,<99>,,,,7001,,config/portrait/speedranktouxiang/img_7001.png,config/portrait/jinglingtouxiang/img_7001.png,config/portrait/jinglingtouxiang2/img_7001.png,config/portrait/simple/img_7001.png,config/big_hero/normal/img_7001.png,,,dijia/dijia.json,,config/big_hero/normal/img_25_pkq@.png,,,,<941;942;943>,,,,,,,1.5,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_dijia.skel,340,,,,,,,
90013,,มาริโอ้  ,Mario  ,Mario,Mario  ,Mario  ,Mario  ,Mario  ,bossmonster,2,14,2,,<99>,,,,13,,config/portrait/speedranktouxiang/img_13.png,config/portrait/jinglingtouxiang/img_13.png,config/portrait/jinglingtouxiang2/img_13.png,config/portrait/simple/img_13.png,config/big_hero/normal/img_13.png,,,guandaogongjiangshi/guandaogongjiangshi.json,,config/big_hero/normal/img_13.png,,,,<131;132;133>,,,{lifePos={y=320;x=-50};hitPos={y=160;x=0};headPos={y=280;x=0};namePos={y=320;x=0}},,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_guandaogong.png,240,,,,,,,
