VariableName,_beizhu,npc,gymID,hardDegree,weight,deployType,deployNatureLimit,deployCardNumLimit,deployNum,lastJump,historyJump,_beizhu1,weatherDesc,weatherDesc_vn,weatherDesc_en,weatherDesc_th,weatherDesc_in,weatherDesc_ph,weatherDesc_ma,palce,palce_vn,palce_en,palce_th,palce_in,palce_ph,palce_ma,placeDesc,placeDesc_vn,placeDesc_en,placeDesc_th,placeDesc_in,placeDesc_ph,placeDesc_ma,specialEff,specialEffDesc,specialEffDesc_vn,specialEffDesc_tw,specialEffDesc_en,specialEffDesc_th,specialEffDesc_in,specialEffDesc_ph,specialEffDesc_ma
80213,,,3,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<10>;1;0;6%>;<<10>;13;0;6%>;<<10>;7;0;10%>;<<10>;8;0;10%>;<<10>;9;0;20%>;<<10>;10;0;20%>;<<10>;24;0;8000>>,/n Enemy forces have unlimited rage,/n Địch quân toàn thể nộ khí vô hạn,,/n Enemy forces have unlimited rage,/n กองกำลังศัตรูมีความโกรธไม่จำกัด,/n Pasukan musuh memiliki kemarahan tak terbatas,/n Ang mga kalaban ay may walang katapusang galit,/n Pasukan musuh mempunyai kemarahan tanpa had
80214,,,3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80215,,,3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80216,,,3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80221,,,3,23,1,,,,,,,,,,,,,,,Green Grass Field:,Cỏ xanh sân bãi:,Green Grass Field:,ทุ่งหญ้าสีเขียว:,Ladang Rumput Hijau:,Luntiang Damuhan sa Labanan:,Padang Rumput Hijau:,Wind-element spirit restores a certain amount of HP with each continued fusion.,Phong hệ tinh linh mỗi lần hợp tiếp tục khôi phục nhất định HP,Wind-element spirit restores a certain amount of HP with each continued fusion.,วิญญาณธาตุลมจะฟื้นฟู HP ในปริมาณหนึ่งทุกครั้งที่ทำการรวมต่อเนื่อง,Roh elemen angin akan memulihkan sejumlah HP setiap kali fusi dilanjutkan.,Ang espiritu ng hangin ay nagpapanumbalik ng tiyak na halaga ng HP sa bawat tuloy-tuloy na pagsasanib.,Roh elemen angin memulihkan sejumlah HP setiap kali gabungan diteruskan.,<<<4>;1;0;7%>;<<4>;23;0;2500>>,,,,,,,,
80222,,,3,23,1,,,,,,,,"Turbulent Airflow (Increases speed for Flying element pets, each turn pets may be Blown Away, non-Flying pets will lose some HP upon landing)","Loạn Lưu (Tăng tốc độ cho linh thú hệ bay, mỗi lượt linh thú có khả năng bị Thổi Bay, linh thú không thuộc hệ bay sẽ mất một phần sinh mệnh khi tiếp đất)","Turbulent Airflow (Increases speed for Flying element pets, each turn pets may be Blown Away, non-Flying pets will lose some HP upon landing)",กระแสลมปั่นป่วน (เพิ่มความเร็วให้กับสัตว์เลี้ยงธาตุบิน ในแต่ละรอบมีโอกาสที่สัตว์เลี้ยงจะถูกพัดลอย สัตว์เลี้ยงที่ไม่ใช่ธาตุบินจะสูญเสียพลังชีวิตบางส่วนเมื่อแตะพื้น),"Arus Udara Kacau (Meningkatkan kecepatan untuk hewan peliharaan elemen Terbang, setiap giliran hewan dapat Terhempas, hewan non-Terbang akan kehilangan sebagian HP saat mendarat)","Magulong Hangin (Pinapataas ang bilis ng mga Flying element na alagang hayop, bawat turn ay maaaring matangay, ang mga hindi Flying ay mawawalan ng HP kapag lumapag)","Aliran Udara Kacau (Meningkatkan kelajuan untuk haiwan peliharaan elemen Terbang, setiap pusingan haiwan mungkin akan Diterbangkan, haiwan bukan elemen Terbang akan kehilangan sebahagian nyawa semasa mendarat)",,,,,,,,,,,,,,,<<<10>;1;0;7%>;<<10>;95;0;2000>>,,,,,,,,
80223,,,3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<1>;1;0;7%>;<<1>;24;0;5000>>,,,,,,,,
80224,,,3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80225,,,3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80226,,,3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80231,,,3,24,2,,,,,22,,,,,,,,,,Green Grass Field:,Cỏ xanh sân bãi:,Green Grass Field:,สนามหญ้าสีเขียว:,Lapangan Rumput Hijau:,Luntiang Damuhan sa Labanan:,Padang Rumput Hijau:,Wind-element spirit restores a certain amount of HP with each continued fusion.,Phong hệ tinh linh mỗi lần hợp tiếp tục khôi phục nhất định HP,Wind-element spirit restores a certain amount of HP with each continued fusion.,วิญญาณธาตุลมฟื้นฟู HP จำนวนหนึ่งทุกครั้งที่รวมต่อเนื่อง,Roh elemen angin memulihkan sejumlah HP setiap kali fusi dilanjutkan.,Ang espiritu ng elementong hangin ay nagbabalik ng tiyak na HP sa bawat tuloy-tuloy na pagsasanib.,Roh elemen angin akan memulihkan sejumlah HP setiap kali gabungan diteruskan.,<<<4>;1;0;8%>;<<4>;25;0;2000>;<<4>;23;0;2000>>,,,,,,,,
80232,,,3,24,1,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,<<<4>;14;0;500>;<<10;4>;1;0;8%>;<<10>;25;0;1000>>,,,,,,,,
80233,,,3,24,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80234,,,3,24,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80235,,,3,24,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80236,,,3,24,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80241,,,3,25,,,,,,23,22,,,,,,,,,,,,,,,,,,,,,,,,The Hundred-Transformed Monster may have a special ability?  ,Bách biến quái có lẽ có năng lực đặc thù?,,The Hundred-Transformed Monster may have a special ability?  ,อสูรร้อยแปลงอาจมีพลังพิเศษ?  ,Ratusan Monster Berubah mungkin memiliki kemampuan khusus?  ,Maaaring may natatanging kakayahan ang Daang-Iba't Ibang Halimaw?  ,Ratusan Raksasa Berubah mungkin mempunyai keupayaan khas?  
80242,,,3,25,1,,,,,23,22,,"Turbulent Airflow (Increases speed for Flying element pets, each turn pets may be Blown Away, non-Flying pets will lose some HP upon landing)","Loạn Lưu (Tăng tốc độ cho linh thú hệ bay, mỗi lượt linh thú có khả năng bị Thổi Bay, linh thú không thuộc hệ bay sẽ mất một phần sinh mệnh khi tiếp đất)","Turbulent Airflow (Increases speed for Flying element pets, each turn pets may be Blown Away, non-Flying pets will lose some HP upon landing)",กระแสลมปั่นป่วน (เพิ่มความเร็วให้กับสัตว์เลี้ยงธาตุบิน ในแต่ละรอบมีโอกาสที่สัตว์เลี้ยงจะถูกพัดลอย สัตว์เลี้ยงที่ไม่ใช่ธาตุบินจะสูญเสียพลังชีวิตบางส่วนเมื่อแตะพื้น),"Arus Udara Kacau (Meningkatkan kecepatan untuk hewan peliharaan elemen Terbang, setiap giliran hewan dapat Terhempas, hewan non-Terbang akan kehilangan sebagian HP saat mendarat)","Magulong Hangin (Pinapataas ang bilis ng mga Flying element na alagang hayop, bawat turn ay maaaring matangay, ang mga hindi Flying ay mawawalan ng HP kapag lumapag)","Aliran Udara Kacau (Meningkatkan kelajuan untuk haiwan peliharaan elemen Terbang, setiap pusingan haiwan mungkin akan Diterbangkan, haiwan bukan elemen Terbang akan kehilangan sebahagian nyawa semasa mendarat)",,,,,,,,,,,,,,,,The Three Saints birds each have their own immunity attribute related to damage; /n The two sides have attributes that counter damage and increase it on a wide scale.  ,Tam thánh chim miễn dịch riêng phần mình thuộc tính tổn thương;/n Song phương thuộc tính khắc chế tổn thương tăng lên trên diện rộng,,The Three Saints birds each have their own immunity attribute related to damage; /n The two sides have attributes that counter damage and increase it on a wide scale.  ,นกสามเทพมีภูมิคุ้มกันของตัวเองเกี่ยวกับความเสียหาย; /n สองฝ่ายมีคุณสมบัติที่ต่อต้านความเสียหายและเพิ่มความเสียหายในวงกว้าง  ,Tiga Burung Suci memiliki kekebalan masing-masing terhadap kerusakan; /n Kedua pihak memiliki atribut yang menekan kerusakan dan meningkatkannya dalam skala luas.  ,Ang Tatlong Banal na Ibon ay may sarili nilang immunity sa pinsala; /n Ang dalawang panig ay may mga katangian na pumipigil sa pinsala at nagpapataas nito sa malawak na saklaw.  ,Tiga Burung Suci mempunyai imuniti tersendiri terhadap kerosakan; /n Kedua-dua pihak mempunyai atribut yang menentang kerosakan dan meningkatkannya secara meluas.  
80243,,,3,25,1,,,,,23,22,,"Turbulent Airflow (Increases speed for Flying element pets, each turn pets may be Blown Away, non-Flying pets will lose some HP upon landing)","Loạn Lưu (Tăng tốc độ cho linh thú hệ bay, mỗi lượt linh thú có khả năng bị Thổi Bay, linh thú không thuộc hệ bay sẽ mất một phần sinh mệnh khi tiếp đất)","Turbulent Airflow (Increases speed for Flying element pets, each turn pets may be Blown Away, non-Flying pets will lose some HP upon landing)",กระแสลมปั่นป่วน (เพิ่มความเร็วให้กับสัตว์เลี้ยงธาตุบิน ในแต่ละรอบมีโอกาสที่สัตว์เลี้ยงจะถูกพัดลอย สัตว์เลี้ยงที่ไม่ใช่ธาตุบินจะสูญเสียพลังชีวิตบางส่วนเมื่อแตะพื้น),"Arus Udara Kacau (Meningkatkan kecepatan untuk hewan peliharaan elemen Terbang, setiap giliran hewan dapat Terhempas, hewan non-Terbang akan kehilangan sebagian HP saat mendarat)","Magulong Hangin (Pinapataas ang bilis ng mga Flying element na alagang hayop, bawat turn ay maaaring matangay, ang mga hindi Flying ay mawawalan ng HP kapag lumapag)","Aliran Udara Kacau (Meningkatkan kelajuan untuk haiwan peliharaan elemen Terbang, setiap pusingan haiwan mungkin akan Diterbangkan, haiwan bukan elemen Terbang akan kehilangan sebahagian nyawa semasa mendarat)",,,,,,,,,,,,,,,,"Hundred Birds Paying Homage to the Phoenix: The Phoenix King will protect the entire team from the effects of chaotic weather. /n Each time the Phoenix King performs an all-kill, it sacrifices 20% of its own life. The blessing of the divine bird covers the entire area and has no limit on the number of times. /n After the Phoenix King dies, all the spirits disperse like birds.  ","Bách Điểu Triều Phượng: Phượng vương sẽ bảo hộ phe bạn toàn thể không nhận loạn lưu thời tiết ảnh hưởng /n Phượng vương mỗi lần tất sát kỹ hi sinh tự thân 20% Sinh mệnh, thần điểu chúc phúc tác dụng phạm vi sẽ bao trùm toàn thể, lại không hạn số lần /n Phượng vương sau khi chết, tất cả tinh linh tan tác như chim muông",,"Hundred Birds Paying Homage to the Phoenix: The Phoenix King will protect the entire team from the effects of chaotic weather. /n Each time the Phoenix King performs an all-kill, it sacrifices 20% of its own life. The blessing of the divine bird covers the entire area and has no limit on the number of times. /n After the Phoenix King dies, all the spirits disperse like birds.  ",ร้อยนกเคารพฟีนิกซ์: ราชาฟีนิกซ์จะปกป้องทีมทั้งหมดไม่ให้ได้รับผลกระทบจากสภาพอากาศที่ปั่นป่วน /n ทุกครั้งที่ราชาฟีนิกซ์สังหารทั้งหมด จะเสียสละชีวิตตัวเอง 20% คำอวยพรของนกศักดิ์สิทธิ์ครอบคลุมทั้งพื้นที่และไม่มีจำกัดจำนวนครั้ง /n หลังจากราชาฟีนิกซ์ตาย วิญญาณทั้งหมดจะกระจัดกระจายเหมือนนก  ,"Ratusan Burung Menghormati Phoenix: Raja Phoenix akan melindungi seluruh tim dari pengaruh cuaca kacau. /n Setiap kali Raja Phoenix melakukan pembantaian, ia mengorbankan 20% nyawanya sendiri. Berkat burung suci meliputi seluruh area tanpa batas jumlah kali. /n Setelah Raja Phoenix mati, semua roh tercerai-berai seperti burung.  ","Daang Ibon na Sumisamba sa Phoenix: Ang Phoenix King ay poprotektahan ang buong koponan mula sa epekto ng magulong panahon. /n Sa bawat all-kill ng Phoenix King, isinusuko nito ang 20% ng sariling buhay. Ang biyaya ng banal na ibon ay sumasaklaw sa buong lugar at walang limitasyon sa bilang ng beses. /n Pagkatapos mamatay ang Phoenix King, ang lahat ng mga espiritu ay nagkalat tulad ng mga ibon.  ","Ratusan Burung Menghormati Phoenix: Raja Phoenix akan melindungi seluruh pasukan daripada kesan cuaca kacau. /n Setiap kali Raja Phoenix melakukan pembunuhan besar-besaran, dia mengorbankan 20% nyawanya sendiri. Berkat burung suci meliputi seluruh kawasan dan tiada had bilangan kali. /n Selepas Raja Phoenix mati, semua roh bertebaran seperti burung.  "
