VariableName,huodongID,_beizhu,name_cn,name,name_en,name_vn,name_th,limit,levelLimit,item,rechargeID,rmbCost,sort,refresh,status,icon,hot,oldPrice,languages,group,costMap,unlock
2614,27003,,,Beast Upgrade Pack 19.99$,Beast Upgrade Pack 19.99$,Beast Upgrade Pack 19.99$,Beast Upgrade Pack 600฿,2,,{gold=150000000;4000=4000;520=200;6117=20},109,,4,,,,,,,,{536=2500},
2615,27003,,,Beast Upgrade Pack 29.99$,Beast Upgrade Pack 29.99$,Beast Upgrade Pack 29.99$,Beast Upgrade Pack 900฿,,,{gold=200000000;4000=6000;520=300;6117=30},111,,5,,,,,,,,,
2616,27003,,,Beast Upgrade Pack 49.99$,Beast Upgrade Pack 49.99$,Beast Upgrade Pack 49.99$,Beast Upgrade Pack 1500฿,,,{gold=300000000;4000=10000;520=500;6118=10},112,,6,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
2617,27004,,,Free Pack,Free Pack,Free Pack,Free Pack,1,,{503=10;rmb=500;gold=200000;902=10;2103=10},,0,,,,,,,,,{536=500},
2618,27004,,,Artifact Pack 0.99$,Artifact Pack 0.99$,Artifact Pack 0.99$,Artifact Pack 30฿,1,,{521=30;501=20;19=30;100=30;2103=30},102,,1,,,,,,,,{536=1000},
2619,27004,,,Artifact Pack 2.99$,Artifact Pack 2.99$,Artifact Pack 2.99$,Artifact Pack 90฿,1,,{521=50;502=100;19=50;100=50;2103=50},104,,2,,,,,,,,{536=1000},
2620,27004,,,Artifact Pack 4.99$,Artifact Pack 4.99$,Artifact Pack 4.99$,Artifact Pack 150฿,1,,{gold=20000000;6105=1;2153=2;2103=100;9061=100},106,,3,,,,,,,,{536=2500},
2621,27004,,,Artifact Pack 14.99$,Artifact Pack 14.99$,Artifact Pack 14.99$,Artifact Pack 450฿,2,,{gold=40000000;6105=2;2153=4;2103=200;9061=300},108,,4,,,,,,,,{536=5000},
2622,27004,,,Artifact Pack 19.99$,Artifact Pack 19.99$,Artifact Pack 19.99$,Artifact Pack 600฿,2,,{gold=80000000;6105=3;2153=6;2103=300;9061=500},109,,5,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,{536=5000},
2623,27005,,,Weekend Frenzy Pack 14.99$,Weekend Frenzy Pack 14.99$,Weekend Frenzy Pack 14.99$,Weekend Frenzy Pack 450฿,2,,{card={id=701};3031=80;9063=1;500=10},108,,1,,,,,,,,{536=5000},
2624,27005,,,Weekend Frenzy Pack 14.99$,Weekend Frenzy Pack 14.99$,Weekend Frenzy Pack 14.99$,Weekend Frenzy Pack 450฿,2,,{card={id=572};3031=80;9063=1;500=10},108,,2,,,,,,,,{536=5000},
2625,27005,,,Weekend Frenzy Pack 14.99$,Weekend Frenzy Pack 14.99$,Weekend Frenzy Pack 14.99$,Weekend Frenzy Pack 450฿,2,,{card={id=1313};3031=80;9063=1;500=10},108,,3,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,{536=5000},
2626,27008,,,Weekend Frenzy Pack 14.99$,Weekend Frenzy Pack 14.99$,Weekend Frenzy Pack 14.99$,Weekend Frenzy Pack 450฿,2,,{card={id=701};3031=80;9063=1;500=10},108,,1,,,,,,,,{536=5000},
2627,27008,,,Weekend Frenzy Pack 14.99$,Weekend Frenzy Pack 14.99$,Weekend Frenzy Pack 14.99$,Weekend Frenzy Pack 450฿,2,,{card={id=572};3031=80;9063=1;500=10},108,,2,,,,,,,,{536=5000},
2628,27008,,,Weekend Frenzy Pack 14.99$,Weekend Frenzy Pack 14.99$,Weekend Frenzy Pack 14.99$,Weekend Frenzy Pack 450฿,2,,{card={id=1313};3031=80;9063=1;500=10},108,,3,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
2629,26001,,,Energy VIP Pack 4.99$,Energy VIP Pack 4.99$,Energy VIP Pack 4.99$,Energy VIP Pack 150฿,2,,{rmb=9999;stamina=500;500=10},106,,,,,config/box/icon_kfzx_1.png,,,,,,
2630,26001,,,Star-Up VIP Pack 4.99$,Star-Up VIP Pack 4.99$,Star-Up VIP Pack 4.99$,Star-Up VIP Pack 150฿,2,,{rmb=9999;card={id=9003};521=80},106,,,,,config/box/icon_kfzx_2.png,,,,,,
2631,26001,,,Upgrade VIP Pack 4.99$,Upgrade VIP Pack 4.99$,Upgrade VIP Pack 4.99$,Upgrade VIP Pack 150฿,2,,{rmb=9999;2153=3;2103=300},106,,,,,config/box/icon_kfzx_3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
2632,26002,,,Energy VIP Pack 4.99$,Energy VIP Pack 4.99$,Energy VIP Pack 4.99$,Energy VIP Pack 150฿,2,,{rmb=9999;stamina=500;500=10},106,,,,,config/box/icon_kfzx_1.png,,,,,,
2633,26002,,,Awaken VIP Pack 4.99$,Awaken VIP Pack 4.99$,Awaken VIP Pack 4.99$,Awaken VIP Pack 150฿,2,,{rmb=9999;3031=50;9063=1},106,,,,,config/box/icon_kfzx_2.png,,,,,,
2634,26002,,,VIP Gear Pack 4.99$,VIP Gear Pack 4.99$,VIP Gear Pack 4.99$,VIP Gear Pack 150฿,2,,{rmb=9999;6105=1;2153=1},106,,,,,config/box/icon_kfzx_3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
2635,26003,,,Energy VIP Pack 4.99$,Energy VIP Pack 4.99$,Energy VIP Pack 4.99$,Energy VIP Pack 150฿,2,,{rmb=9999;stamina=500;500=10},106,,,,,config/box/icon_kfzx_1.png,,,,,,
2636,26003,,,VIP Build Pack 4.99$,VIP Build Pack 4.99$,VIP Build Pack 4.99$,VIP Build Pack 150฿,2,,{rmb=9999;451=3000;850=3000},106,,,,,config/box/icon_kfzx_2.png,,,,,,
2637,26003,,,VIP Jewelry Pack 4.99$,VIP Jewelry Pack 4.99$,VIP Jewelry Pack 4.99$,VIP Jewelry Pack 150฿,2,,{6059=20;100=100;501=100},106,,,,,config/box/icon_kfzx_3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
2638,26004,,,Energy Vip Pack 4.99$,Energy Vip Pack 4.99$,Energy Vip Pack 4.99$,Energy Vip Pack 150฿,2,,{rmb=9999;stamina=500;500=10},106,,,,,config/box/icon_kfzx_1.png,,,,,,
2639,26004,,,VIP Gear Pack 4.99$,VIP Gear Pack 4.99$,VIP Gear Pack 4.99$,VIP Gear Pack 150฿,2,,{rmb=9999;6105=1;2153=1},106,,,,,config/box/icon_kfzx_2.png,,,,,,
2640,26004,,,VIP Affinity Pack 4.99$,VIP Affinity Pack 4.99$,VIP Affinity Pack 4.99$,VIP Affinity Pack 150฿,2,,{rmb=9999;605=200;902=300},106,,,,,config/box/icon_kfzx_3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
2641,26005,,,VIP Lucky Pack 4.99$,VIP Lucky Pack 4.99$,VIP Lucky Pack 4.99$,VIP Lucky Pack 150฿,2,,{card={id=9003};8888=1;521=30},106,,,,,config/box/icon_kfzx_1.png,,,,,,
2642,26005,,,VIP Affinity Pack 4.99$,VIP Affinity Pack 4.99$,VIP Affinity Pack 4.99$,VIP Affinity Pack 150฿,2,,{rmb=9999;605=200;902=300},106,,,,,config/box/icon_kfzx_2.png,,,,,,
2643,26005,,,VIP Power Pack 4.99$,VIP Power Pack 4.99$,VIP Power Pack 4.99$,VIP Power Pack 150฿,2,,{rmb=9999;994=5;7325=5},106,,,,,config/box/icon_kfzx_3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
2644,26006,,,Star-Up Vip Pack 4.99$,Star-Up Vip Pack 4.99$,Star-Up Vip Pack 4.99$,Star-Up Vip Pack 150฿,2,,{rmb=9999;card={id=9003};521=80},106,,,,,config/box/icon_kfzx_1.png,,,,,,
2645,26006,,,VIP Beast Spirit 4.99$,VIP Beast Spirit 4.99$,VIP Beast Spirit 4.99$,VIP Beast Spirit 150฿,2,,{967=20;4000=3000;520=200},106,,,,,config/box/icon_kfzx_2.png,,,,,,
2646,26006,,,Awaken Vip Pack 4.99$,Awaken Vip Pack 4.99$,Awaken Vip Pack 4.99$,Awaken Vip Pack 150฿,2,,{rmb=9999;3031=50;9063=1},106,,,,,config/box/icon_kfzx_3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
2647,26007,,,Star-Up Vip Pack 4.99$,Star-Up Vip Pack 4.99$,Star-Up Vip Pack 4.99$,Star-Up Vip Pack 150฿,2,,{rmb=9999;card={id=9003};521=80},106,,,,,config/box/icon_kfzx_1.png,,,,,,
2648,26007,,,VIP Lucky Pack 4.99$,VIP Lucky Pack 4.99$,VIP Lucky Pack 4.99$,VIP Lucky Pack 150฿,2,,{card={id=9003};8888=1;521=30},106,,,,,config/box/icon_kfzx_2.png,,,,,,
2649,26007,,,Awaken Vip Pack 4.99$,Awaken Vip Pack 4.99$,Awaken Vip Pack 4.99$,Awaken Vip Pack 150฿,2,,{rmb=9999;3031=50;9063=1},106,,,,,config/box/icon_kfzx_3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
31001,30001,,,Xinghui · Xiangxiang,Xinghui · Xiangxiang,Xinghui · Xiangxiang,Xinghui · Xiangxiang,1,,{95=300;521=500;500=120},112,,,,,activity/direct_gift/icon_znq3.png,activity/direct_gift/icon_znq3.png,,,,,
31002,30001,,,Xinghui · Xiangxiang,Xinghui · Xiangxiang,Xinghui · Xiangxiang,Xinghui · Xiangxiang,2,,{95=150;521=240;500=60},111,,,,,activity/direct_gift/icon_znq3.png,activity/direct_gift/icon_znq3.png,,,,,
31003,30001,,,Xinghui · Xiangxiang,Xinghui · Xiangxiang,Xinghui · Xiangxiang,Xinghui · Xiangxiang,5,,{95=60;521=100;500=30},108,,,,,activity/direct_gift/icon_znq3.png,activity/direct_gift/icon_znq3.png,,,,,
31004,30001,,,Xinghui · Xiangxiang,Xinghui · Xiangxiang,Xinghui · Xiangxiang,Xinghui · Xiangxiang,10,,{95=20;521=25;500=10},106,,,,,activity/direct_gift/icon_znq3.png,activity/direct_gift/icon_znq3.png,,,,,
,,,,,,,,,,,,,,,,,,,,,,
31010,30004,,,Kurama,Kurama,Kurama,Kurama,1,,{103=10;521=10;500=5},,8888,1,,,activity/direct_gift/icon_znq1.png,activity/direct_gift/icon_znq1.png,,,,,
31011,30004,,,Kurama,Kurama,Kurama,Kurama,2,,{103=10;521=10;500=10},104,,2,,,activity/direct_gift/icon_znq1.png,activity/direct_gift/icon_znq1.png,,,,,
31012,30004,,,Kurama,Kurama,Kurama,Kurama,2,,{103=20;521=20;500=20},106,,3,,,activity/direct_gift/icon_znq2.png,activity/direct_gift/icon_znq2.png,,,,,
31013,30004,,,Kurama,Kurama,Kurama,Kurama,5,,{103=40;521=40;500=40},107,,4,,,activity/direct_gift/icon_znq2.png,activity/direct_gift/icon_znq2.png,,,,,
31014,30004,,,Kurama,Kurama,Kurama,Kurama,5,,{103=60;521=60;500=60},108,,5,,,activity/direct_gift/icon_znq2.png,activity/direct_gift/icon_znq2.png,,,,,
31015,30004,,,Kurama,Kurama,Kurama,Kurama,5,,{103=100;521=100;500=100},110,,6,,,activity/direct_gift/icon_znq3.png,activity/direct_gift/icon_znq3.png,,,,,
31016,30004,,,Kurama,Kurama,Kurama,Kurama,10,,{103=200;521=200;500=200},112,,7,,,activity/direct_gift/icon_znq3.png,activity/direct_gift/icon_znq3.png,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
40001,40001,,,Panlong Gift,Panlong Gift,Panlong Gift,Panlong Gift,1,,{16=10;rmb=888;500=1},,0,1,,,activity/direct_gift/icon_znq1.png,activity/double11_shop/logo_ssy_bk.png,,,,,
40002,40001,,,Panlong Gift,Panlong Gift,Panlong Gift,Panlong Gift,1,,{500=20;rmb=3888;521=80},102,,2,,,activity/direct_gift/icon_znq1.png,activity/double11_shop/logo_ssy_bk.png,,,,,40001
40003,40001,,,Panlong Gift,Panlong Gift,Panlong Gift,Panlong Gift,1,,{gold=1888888;16=30;526=10},,0,3,,,activity/direct_gift/icon_znq2.png,activity/double11_shop/logo_ssy_bk.png,,,,,40002
40004,40001,,,Panlong Gift,Panlong Gift,Panlong Gift,Panlong Gift,1,,{500=50;16=50;521=160},103,,4,,,activity/direct_gift/icon_znq2.png,activity/double11_shop/logo_ssy_bk.png,,,,,40003
40005,40001,,,Panlong Gift,Panlong Gift,Panlong Gift,Panlong Gift,1,,{gold=2888888;521=10;16=20},,0,5,,,activity/direct_gift/icon_znq3.png,activity/double11_shop/logo_ssy_bk.png,,,,,40004
40006,40001,,,Panlong Gift,Panlong Gift,Panlong Gift,Panlong Gift,1,,{500=100;16=100;521=320},106,,6,,,activity/direct_gift/icon_znq3.png,activity/double11_shop/logo_ssy_bk.png,,,,,40005
,,,,,,,,,,,,,,,,,,,,,,
60001,60001,,,Golden Dragon Soul,Golden Dragon Soul,Golden Dragon Soul,Golden Dragon Soul,10,,{87=30;500=3;521=30},102,,1,,,activity/direct_gift/icon_znq1.png,activity/double11_shop/logo_ssy_bk.png,18,,,,
60002,60001,,,Golden Dragon Soul,Golden Dragon Soul,Golden Dragon Soul,Golden Dragon Soul,10,,{87=60;500=6;521=60},103,,2,,,activity/direct_gift/icon_znq1.png,activity/double11_shop/logo_ssy_bk.png,98,,,,
60003,60001,,,Golden Dragon Soul,Golden Dragon Soul,Golden Dragon Soul,Golden Dragon Soul,5,,{87=100;500=15;521=100},104,,3,,,activity/direct_gift/icon_znq2.png,activity/double11_shop/logo_ssy_bk.png,298,,,,
60004,60001,,,Golden Dragon Soul,Golden Dragon Soul,Golden Dragon Soul,Golden Dragon Soul,5,,{87=200;500=30;521=200},106,,4,,,activity/direct_gift/icon_znq2.png,activity/double11_shop/logo_ssy_bk.png,298,,,,
60005,60001,,,Golden Dragon Soul,Golden Dragon Soul,Golden Dragon Soul,Golden Dragon Soul,2,,{87=500;500=60;521=500},107,,5,,,activity/direct_gift/icon_znq2.png,activity/double11_shop/logo_ssy_bk.png,598,,,,
,,,,,,,,,,,,,,,,,,,,,,
60101,70001,,,Tianji Treasure Dice,Tianji Treasure Dice,Tianji Treasure Dice,Tianji Treasure Dice,10,,{521=10;500=1;105=5},,3888,1,,,activity/direct_gift/icon_znq1.png,activity/double11_shop/logo_ssy_bk.png,,,,,
60102,70001,,,Tianji Treasure Dice,Tianji Treasure Dice,Tianji Treasure Dice,Tianji Treasure Dice,2,,{521=10;500=1;105=5},106,,2,,,activity/direct_gift/icon_znq1.png,activity/double11_shop/logo_ssy_bk.png,,,,,
60103,70001,,,Tianji Treasure Dice,Tianji Treasure Dice,Tianji Treasure Dice,Tianji Treasure Dice,2,,{521=20;500=2;105=10},107,,3,,,activity/direct_gift/icon_znq2.png,activity/double11_shop/logo_ssy_bk.png,,,,,
60104,70001,,,Tianji Treasure Dice,Tianji Treasure Dice,Tianji Treasure Dice,Tianji Treasure Dice,2,,{521=30;500=3;105=15},108,,4,,,activity/direct_gift/icon_znq2.png,activity/double11_shop/logo_ssy_bk.png,,,,,
60105,70001,,,Tianji Treasure Dice,Tianji Treasure Dice,Tianji Treasure Dice,Tianji Treasure Dice,2,,{521=40;500=4;105=20},109,,5,,,activity/direct_gift/icon_znq2.png,activity/double11_shop/logo_ssy_bk.png,,,,,
60106,70001,,,Tianji Treasure Dice,Tianji Treasure Dice,Tianji Treasure Dice,Tianji Treasure Dice,2,,{521=60;500=5;105=30},111,,6,,,activity/direct_gift/icon_znq3.png,activity/double11_shop/logo_ssy_bk.png,,,,,
60107,70001,,,Tianji Treasure Dice,Tianji Treasure Dice,Tianji Treasure Dice,Tianji Treasure Dice,2,,{521=100;500=8;105=50},112,,7,,,activity/direct_gift/icon_znq3.png,activity/double11_shop/logo_ssy_bk.png,,,,,
60108,70001,,,Tianji Treasure Dice,Tianji Treasure Dice,Tianji Treasure Dice,Tianji Treasure Dice,2,,{521=200;500=15;105=100},113,,8,,,activity/direct_gift/icon_znq3.png,activity/double11_shop/logo_ssy_bk.png,,,,,
,,,,,,,,,,,,,,,,,,,,,,
70001,70003,,,Extraordinary Treasure House,Extraordinary Treasure House,Extraordinary Treasure House,Extraordinary Treasure House,2,,{500=1;115=10;521=10},102,,2,,,activity/direct_gift/icon_znq1.png,activity/double11_shop/logo_ssy_bk.png,98,,,,
70002,70003,,,Extraordinary Treasure House,Extraordinary Treasure House,Extraordinary Treasure House,Extraordinary Treasure House,2,,{500=2;115=20;521=20},104,,3,,,activity/direct_gift/icon_znq2.png,activity/double11_shop/logo_ssy_bk.png,298,,,,
70003,70003,,,Extraordinary Treasure House,Extraordinary Treasure House,Extraordinary Treasure House,Extraordinary Treasure House,2,,{500=3;115=35;521=30},106,,4,,,activity/direct_gift/icon_znq2.png,activity/double11_shop/logo_ssy_bk.png,298,,,,
70004,70003,,,Extraordinary Treasure House,Extraordinary Treasure House,Extraordinary Treasure House,Extraordinary Treasure House,2,,{500=5;115=70;521=50},107,,5,,,activity/direct_gift/icon_znq3.png,activity/double11_shop/logo_ssy_bk.png,298,,,,
70005,70003,,,Extraordinary Treasure House,Extraordinary Treasure House,Extraordinary Treasure House,Extraordinary Treasure House,2,,{500=8;115=100;521=75},108,,6,,,activity/direct_gift/icon_znq3.png,activity/double11_shop/logo_ssy_bk.png,1298,,,,
70006,70003,,,Extraordinary Treasure House,Extraordinary Treasure House,Extraordinary Treasure House,Extraordinary Treasure House,2,,{500=15;115=170;521=100},110,,7,,,activity/direct_gift/icon_znq3.png,activity/double11_shop/logo_ssy_bk.png,1298,,,,
70007,70003,,,Extraordinary Treasure House,Extraordinary Treasure House,Extraordinary Treasure House,Extraordinary Treasure House,2,,{500=30;115=200;521=125},111,,8,,,activity/direct_gift/icon_znq3.png,activity/double11_shop/logo_ssy_bk.png,1298,,,,
,,,,,,,,,,,,,,,,,,,,,,
70101,70004,,,Extraordinary Treasure House,Extraordinary Treasure House,Extraordinary Treasure House,Extraordinary Treasure House,2,,{500=1;113=10;521=10},102,,2,,,activity/direct_gift/icon_znq1.png,activity/double11_shop/logo_ssy_bk.png,98,,,,
70102,70004,,,Extraordinary Treasure House,Extraordinary Treasure House,Extraordinary Treasure House,Extraordinary Treasure House,2,,{500=2;113=20;521=20},104,,3,,,activity/direct_gift/icon_znq2.png,activity/double11_shop/logo_ssy_bk.png,298,,,,
70103,70004,,,Extraordinary Treasure House,Extraordinary Treasure House,Extraordinary Treasure House,Extraordinary Treasure House,2,,{500=3;113=35;521=30},106,,4,,,activity/direct_gift/icon_znq2.png,activity/double11_shop/logo_ssy_bk.png,298,,,,
70104,70004,,,Extraordinary Treasure House,Extraordinary Treasure House,Extraordinary Treasure House,Extraordinary Treasure House,2,,{500=5;113=70;521=50},107,,5,,,activity/direct_gift/icon_znq3.png,activity/double11_shop/logo_ssy_bk.png,298,,,,
70105,70004,,,Extraordinary Treasure House,Extraordinary Treasure House,Extraordinary Treasure House,Extraordinary Treasure House,2,,{500=8;113=100;521=75},108,,6,,,activity/direct_gift/icon_znq3.png,activity/double11_shop/logo_ssy_bk.png,1298,,,,
70106,70004,,,Extraordinary Treasure House,Extraordinary Treasure House,Extraordinary Treasure House,Extraordinary Treasure House,2,,{500=15;113=170;521=100},110,,7,,,activity/direct_gift/icon_znq3.png,activity/double11_shop/logo_ssy_bk.png,1298,,,,
70107,70004,,,Extraordinary Treasure House,Extraordinary Treasure House,Extraordinary Treasure House,Extraordinary Treasure House,2,,{500=30;113=200;521=125},111,,8,,,activity/direct_gift/icon_znq3.png,activity/double11_shop/logo_ssy_bk.png,1298,,,,
,,,,,,,,,,,,,,,,,,,,,,
10001,24001,,蒂安希碎片,,,Mảnh vỡ của Tianci,,1,,{23631=5},,150,,,,,activity/double11_shop/logo_ssy_bk.png,1000,,,,
10002,24001,,洛奇亚碎片,,,Lugia Shard,,1,,{21261=5},,150,,,,,activity/double11_shop/logo_ssy_bk.png,1000,,,,
10003,24001,,盖欧卡碎片,,,Mảnh Kyoka,,1,,{21961=5},,150,,,,,activity/double11_shop/logo_ssy_bk.png,1000,,,,
10004,24001,,固拉多碎片,,,Mảnh Groudon,,1,,{21971=5},,150,,,,,activity/double11_shop/logo_ssy_bk.png,1000,,,,
10005,24001,,裂空座碎片,,,Mảnh Ghế Rạn nứt,,1,,{21981=5},,150,,,,,activity/double11_shop/logo_ssy_bk.png,1000,,,,
10006,24001,,幼基拉斯碎片,,,Mảnh vỡ của Geras trẻ,,3,,{21251=5},,25,,,,,,250,,,,
10007,24001,,暴鲤龙碎片,,,Mảnh vỡ Gyarados,,3,,{20631=5},,25,,,,,,250,,,,
10008,24001,,飞天螳螂碎片,,,Mảnh bọ ngựa bay,,3,,{20571=5},,25,,,,,,250,,,,
10009,24001,,火焰鸟碎片,,,Mảnh vỡ Flamingo,,3,,{20741=5},,25,,,,,,250,,,,
10010,24001,,急冻鸟碎片,,,Mảnh Chim Đông Lạnh,,3,,{20721=5},,25,,,,,,250,,,,
10011,24001,,闪电鸟碎片,,,Mảnh chim sét,,3,,{20731=5},,25,,,,,,250,,,,
10012,24001,,小火龙碎片,,,Mảnh Charmander,,6,,{20011=5},,10,,,,,,125,,,,
10013,24001,,妙蛙种子碎片,,,Mảnh vỡ hạt giống Bulbasa,,6,,{20001=5},,10,,,,,,125,,,,
10014,24001,,杰尼龟碎片,,,mảnh sóc,,6,,{20021=5},,10,,,,,,125,,,,
10015,24001,,皮丘碎片,,,mảnh Pichu,,6,,{20091=5},,10,,,,,,125,,,,
10016,24001,,菊草叶碎片,,,Mảnh lá hoa cúc,,6,,{20781=5},,10,,,,,,125,,,,
10017,24001,,大葱鸭碎片,,,Vịt xé phay hành lá,,6,,{20341=5},,10,,,,,,125,,,,
10018,24001,,雪笠怪碎片,,,Mảnh vỡ quái vật mũ tuyết,,6,,{22301=5},,10,,,,,,125,,,,
10031,24002,,普通万能碎片,,,Các mảnh Omni phổ biến,,3,,{502=1},,10,,,,,activity/double11_shop/logo_ssy_bk.png,,,,,
10032,24002,,SS忍者万能碎片,,,Mảnh vỡ phổ quát SS Ninja,,3,,{521=1},,30,,,,,activity/double11_shop/logo_ssy_bk.png,300,,,,
10033,24002,,饰品觉醒选择箱子,,,Hộp lựa chọn phụ kiện thức tỉnh,,1,,{6059=1},,1680,,,,,activity/double11_shop/logo_ssy_bk.png,6000,,,,
10034,24002,,一乐拉面,,,Ramen Yile,,3,,{515=1},,10,,,,,,30,,,,
10035,24002,,元宝抽卡券,,,Phiếu rút thăm phôi,,5,,{519=1},,50,,,,,,200,,,,
10036,24002,,限定券,,,phiếu giảm giá giới hạn,,5,,{527=1},,58,,,,,,220,,,,
10037,24002,,金钥匙,,,chìa khóa vàng,,5,,{503=1},,20,,,,,,68,,,,
10038,24002,,关都科技钥匙,,,Khóa công nghệ Kanto,,5,,{520=1},,38,,,,,,128,,,,
10039,24002,,黄金锤,,,búa vàng,,5,,{531=1},,28,,,,,,88,,,,
10040,24002,,翡翠星石,,,Đá Ngọc Lục Bảo,,2,,{501=1},,128,,,,,,680,,,,
10041,24002,,橙色通灵兽宝箱,,,Rương Necromancer màu cam,,1,,{963=1},,680,,,,,,2000,,,,
10042,24002,,紫色通灵兽宝箱,,,Rương chiêu hồn màu tím,,2,,{962=1},,180,,,,,,2000,,,,
10043,24002,,橙色印记自选宝箱,,,Rương tùy chọn Orange Mark,,1,,{993=1},,680,,,,,,2000,<cn>,,,
10044,24002,,紫色印记自选宝箱,,,Con dấu màu tím Rương kho báu tùy chọn,,2,,{992=1},,180,,,,,,2000,,,,
10051,24003,,突破材料礼袋,,,Chất liệu đột phá túi quà,,3,,{930=30},,30,,,,,,300,,,,
10052,24003,,能量核心,,,lõi năng lượng,,3,,{5000=30},,30,,,,,,300,,,,
10053,24003,,高级好感度礼盒,,,Hộp quà ưu đãi nâng cao,,3,,{902=10},,30,,,,,,300,,,,
10054,24003,,高级强化石,,,đá cường hóa cao cấp,,3,,{2103=5},,50,,,,,,200,,,,
10055,24003,,探险零件,,,phần phiêu lưu,,5,,{4000=100},,10,,,,,,50,,,,
10056,24003,,饰品图纸,,,Bản Vẽ Trang Sức,,3,,{100=5},,30,,,,,,200,,,,
10057,24003,,紫晶潜能石,,,Đá tiềm năng thạch anh tím,,3,,{851=100},,30,,,,,,300,,,,
10058,24003,,印记精华,,,Tinh chất con dấu,,3,,{529=1000},,100,,,,,,500,,,,
10071,24004,,双12特惠礼包,,,Gói đặc biệt Double 12,,1,,{rmb=180;stamina=100;gold=300000},102,,,,,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,18,,,,
10072,24004,,双12特惠礼包,,,Gói đặc biệt Double 12,,1,,{rmb=300;519=10},106,,,,,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,98,,,,
10073,24004,,双12特惠礼包,,,Gói đặc biệt Double 12,,1,,{502=50;rmb=980;gold=200000},108,,,,,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,298,,,,
10074,24004,,双12特惠礼包,,,Gói đặc biệt Double 12,,1,,{rmb=980;942=1;gold=500000},108,,,,,common/icon/icon_box4.png,activity/double11_shop/logo_ssy_bk.png,298,,,,
10075,24004,,双12特惠礼包,,,Gói đặc biệt Double 12,,1,,{rmb=1980;501=3;6059=2},111,,,,,common/icon/icon_box4.png,activity/double11_shop/logo_ssy_bk.png,598,,,,
10076,24004,,双12特惠礼包,,,Gói đặc biệt Double 12,,1,,{521=50;rmb=3280;gold=1000000},112,,,,,common/icon/icon_box4.png,activity/double11_shop/logo_ssy_bk.png,1298,,,,
10101,24011,,洛奇亚碎片,,,Lugia Shard,,1,,{21261=5},,150,,,,,activity/double11_shop/logo_ssy_bk.png,1000,,,,
10102,24011,,裂空座碎片,,,Mảnh Ghế Rạn nứt,,1,,{21981=5},,150,,,,,activity/double11_shop/logo_ssy_bk.png,1000,,,,
10103,24011,,达克莱伊碎片,,,Mảnh vỡ của Darkrai,,1,,{22431=5},,150,,,,,activity/double11_shop/logo_ssy_bk.png,1000,,,,
10104,24011,,帝牙卢卡碎片,,,Đoạn Dialga,,1,,{22351=5},,150,,,,,activity/double11_shop/logo_ssy_bk.png,1000,,,,
10105,24011,,惩戒胡帕碎片,,,Retribution Hoopa Shard,,1,,{23641=5},,150,,,,,activity/double11_shop/logo_ssy_bk.png,1000,,,,
10106,24011,,雷公碎片,,,Mảnh sấm sét,,3,,{21221=5},,25,,,,,,250,,,,
10107,24011,,炎帝碎片,,,Mảnh Entei,,3,,{21231=5},,25,,,,,,250,,,,
