VariableName,leastLevel,active,type,huodongID,openDuration,beginDate,beginTime,endTime,endDate,desc,desc_en,desc_vn,desc_th,icon1,name,languages,icon,servers,redpoint,paramMap,openType,leastVipLevel,serverDayRange,relativeDayRange,clientParam,clientParam_th,independent,rDesc,rDesc_th,countType,sortWeight,validServerOpenDateRange,roleDayRange,validRoleCreatedDateRange
20024,1,0,14,1002,5000000,20250329,0,0,20290101,Refund Refund,Refund Refund,Refund Refund,Refund Refund,3,,,,,,,4,,,,,,,"During the event, complete the corresponding objectives to receive rewards!",ในช่วงระยะเวลากิจกรรม ทำเป้าหมายที่กำหนดให้สำเร็จเพื่อรับรางวัล!,,17,,,
20025,1,0,14,10006,5000000,20250329,0,0,20290101,Ingot Spending Refund,Ingot Spending Refund,Ingot Spending Refund,Ingot Spending Refund,3,,,,,,,4,,,,,,,"During the event, complete the corresponding objectives to receive rewards!",ในช่วงระยะเวลากิจกรรม ทำเป้าหมายที่กำหนดให้สำเร็จเพื่อรับรางวัล!,,17,,,
20026,1,0,33,23211,5000000,20250329,0,0,20290101,Limited Gift Package,Limited Gift Package,Limited Gift Package,Limited Gift Package,1,,,,,1,,0,,,,,,1,,,,17,,,
20031,1,0,14,2054,5000000,20250329,0,0,20290101,Daily Activities,Daily Activities,Daily Activities,Daily Activities,2,,,,,,,0,,,,,,,"During the event, complete the corresponding objectives to receive rewards!",ในช่วงระยะเวลากิจกรรม ทำเป้าหมายที่กำหนดให้สำเร็จเพื่อรับรางวัล!,0,15,,,
20032,1,0,14,3003,5000000,20250329,0,0,20290101,Anbu Training Challenge,Anbu Training Challenge,Anbu Training Challenge,Anbu Training Challenge,2,,,,,,,0,,,,,,,"During the event, complete the corresponding objectives to receive rewards!",ในช่วงระยะเวลากิจกรรม ทำเป้าหมายที่กำหนดให้สำเร็จเพื่อรับรางวัล!,0,15,,,
20033,1,0,14,3002,5000000,20250329,0,0,20290101,Hard Dungeon Challenge,Hard Dungeon Challenge,Hard Dungeon Challenge,Hard Dungeon Challenge,2,,,,,,,0,,,,,,,"During the event, complete the corresponding objectives to receive rewards!",ในช่วงระยะเวลากิจกรรม ทำเป้าหมายที่กำหนดให้สำเร็จเพื่อรับรางวัล!,0,,,,
20034,1,0,-3,,5000000,20250329,0,0,20290101,Timed Drop for Coupons,Timed Drop for Coupons,Timed Drop for Coupons,Timed Drop for Coupons,,,,,,,{extraVersion=1},0,,,,,,-1,Log in on the first day of server launch to receive a free 10x draw! Go summon your Ninjas now!  ,ล็อกอินวันแรกที่เซิร์ฟเวอร์เปิด รับฟรี 10 ครั้งสุ่ม! ไปอัญเชิญนินจาของคุณกันเลย!  ,,1,,,
20035,1,0,8,,5000000,20250329,0,0,20290101,Timed Coupons,Timed Coupons,Timed Coupons,Timed Coupons,3,,,,,,,0,,,,,,,"During the event, winning battles in Normal and Hard stages has a chance to drop extra Green Vouchers (can be exchanged for rare resources)! Go fight now!  ",ในช่วงเวลากิจกรรม ชนะการต่อสู้ในด่านปกติและด่านยากมีโอกาสดรอปคูปองสีเขียวพิเศษ (สามารถแลกทรัพยากรหายากได้)! ไปต่อสู้กันเลย!  ,,1,,,
20036,1,0,14,10003,5000000,20250329,0,0,20290101,Complete Quests to Get Coupons,Complete Quests to Get Coupons,Complete Quests to Get Coupons,Complete Quests to Get Coupons,3,,,,,,,0,,,,,,,"During the event, complete the corresponding objectives to receive rewards!",ในช่วงระยะเวลากิจกรรม ทำเป้าหมายที่กำหนดให้สำเร็จเพื่อรับรางวัล!,0,14,,,
20037,1,0,12,10201,5000000,20250329,0,0,20290101,Exchange Coupons Within a Time Limit,Exchange Coupons Within a Time Limit,Exchange Coupons Within a Time Limit,Exchange Coupons Within a Time Limit,3,,,,,1,,0,,,,,,,"During the event, you can exchange for designated items!  ",ในช่วงเวลากิจกรรม คุณสามารถแลกไอเทมที่กำหนดได้!  ,,14,,,
20038,1,0,23,23201,5000000,20250329,0,0,20290101,Coupon Gift Packs,Coupon Gift Packs,Coupon Gift Packs,Coupon Gift Packs,3,,,,,1,,0,,,,,,,"During the event, items are sold at a discount!  ",ในช่วงเวลากิจกรรม ไอเทมลดราคาขาย!  ,,14,,,
20040,1,0,14,10002,5000000,20250329,0,0,20290101,Copper Coin Spending Refund,Copper Coin Spending Refund,Copper Coin Spending Refund,Copper Coin Spending Refund,3,,,,,,,0,,,,,,,"During the event, complete the corresponding objectives to receive rewards!",ในช่วงระยะเวลากิจกรรม ทำเป้าหมายที่กำหนดให้สำเร็จเพื่อรับรางวัล!,,14,,,
20042,1,0,33,23218,5000000,20250329,0,0,20290101,Training Resource Gift Packs,Training Resource Gift Packs,Training Resource Gift Packs,Training Resource Gift Packs,1,,,,,1,,0,,,,,,1,,,,16,,,
20043,1,0,14,10034,5000000,20250329,0,0,20290101,Imprint,Imprint,Imprint,Imprint,2,_BAOHONG_,,,,,,0,,,,,,,"During the event, complete the corresponding objectives to receive rewards!",ในช่วงระยะเวลากิจกรรม ทำเป้าหมายที่กำหนดให้สำเร็จเพื่อรับรางวัล!,,17,,,
20044,1,0,33,23217,5000000,20250329,0,0,20290101,Imprint Gift Package,Imprint Gift Package,Imprint Gift Package,Imprint Gift Package,1,,,,,1,,0,,,,,,1,,,,16,,,
20045,1,0,44,1001,5000000,20250329,0,0,20290101,Limited Imprint,Limited Imprint,Limited Imprint,Limited Imprint,,_BAOHONG_,,city/main/icon_zc_xdfs.png,,1,{RMB1=100;RMB10=880;exchangeTimes=8;drawLimit=100;cost=<0;0;50;50;100;100;200;200>},0,,,,{priviewId=39;up=<2;5;7>},{priviewId=39;up=<2;5;7>},1,,,,1,,,
20051,1,0,14,2052,5000000,20250329,0,0,20290101,Every Day Activity,Every Day Activity,Every Day Activity,Every Day Activity,2,,,,,,,0,,,,,,,"During the event, complete the corresponding objectives to receive rewards!",ในช่วงระยะเวลากิจกรรม ทำเป้าหมายที่กำหนดให้สำเร็จเพื่อรับรางวัล!,0,15,,,
20052,1,0,14,3003,5000000,20250329,0,0,20290101,Secret Training Challenge,Secret Training Challenge,Secret Training Challenge,Secret Training Challenge,2,,,,,,,0,,,,,,,"During the event, complete the corresponding objectives to receive rewards!",ในช่วงระยะเวลากิจกรรม ทำเป้าหมายที่กำหนดให้สำเร็จเพื่อรับรางวัล!,0,15,,,
20053,1,0,14,3002,5000000,20250329,0,0,20290101,Difficult Dungeon Challenge,Difficult Dungeon Challenge,Difficult Dungeon Challenge,Difficult Dungeon Challenge,2,,,,,,,0,,,,,,,"During the event, complete the corresponding objectives to receive rewards!",ในช่วงระยะเวลากิจกรรม ทำเป้าหมายที่กำหนดให้สำเร็จเพื่อรับรางวัล!,0,,,,
20055,1,0,8,,5000000,20250329,0,0,20290101,Phuc Loc Hoan Poster,Phuc Loc Hoan Poster,Phuc Loc Hoan Poster,Phuc Loc Hoan Poster,,,,,,,,0,,,,{res=config/poster/img_zcm.png},{res=config/poster/img_zcm.png},-1,,,,1,,,
20057,1,0,40,10257,5000000,20250329,0,0,20290101,Rotating Egg Vending Machine,Rotating Egg Vending Machine,Rotating Egg Vending Machine,Rotating Egg Vending Machine,,,,activity/lucky_egg/icon_ndjrk.png,,1,{RMB1=80;RMB1LIMIT=200;RMB10=680;RMB10LIMIT=200},0,,,,{priviewId=10;awards=<6321;502;rmb;604>},{priviewId=10;awards=<6321;502;rmb;604>},1,,,,1,,,
20059,1,0,33,23217,5000000,20250329,0,0,20290101,Imprint Gift Package,Imprint Gift Package,Imprint Gift Package,Imprint Gift Package,1,,,,,1,,0,,,,,,1,,,,16,,,
20071,1,0,14,2053,5000000,20250329,0,0,20290101,Daily Activity,Daily Activity,Daily Activity,Daily Activity,2,,,,,,,0,,,,,,,"During the event, complete the corresponding objectives to receive rewards!",ในช่วงระยะเวลากิจกรรม ทำเป้าหมายที่กำหนดให้สำเร็จเพื่อรับรางวัล!,0,15,,,
20072,1,0,14,3007,5000000,20250329,0,0,20290101,Competition Points,Competition Points,Competition Points,Competition Points,2,,,,,,,0,,,,,,,"During the event, complete the corresponding objectives to receive rewards!",ในช่วงระยะเวลากิจกรรม ทำเป้าหมายที่กำหนดให้สำเร็จเพื่อรับรางวัล!,0,15,,,
20073,1,0,14,3001,5000000,20250329,0,0,20290101,Normal Dungeon Challenge,Normal Dungeon Challenge,Normal Dungeon Challenge,Normal Dungeon Challenge,2,,,,,,,0,,,,,,,"During the event, complete the corresponding objectives to receive rewards!",ในช่วงระยะเวลากิจกรรม ทำเป้าหมายที่กำหนดให้สำเร็จเพื่อรับรางวัล!,0,15,,,
20074,1,0,14,10006,5000000,20250329,0,0,20290101,Refund Spent Diamonds,Refund Spent Diamonds,Refund Spent Diamonds,Refund Spent Diamonds,3,,,,,,,4,,,,,,,"During the event, complete the corresponding objectives to receive rewards!",ในช่วงระยะเวลากิจกรรม ทำเป้าหมายที่กำหนดให้สำเร็จเพื่อรับรางวัล!,,17,,,
20075,1,0,33,23211,5000000,20250329,0,0,20290101,Limited Time Gift Package,Limited Time Gift Package,Limited Time Gift Package,Limited Time Gift Package,1,,,,,1,,0,,,,,,1,,,,17,,,
20076,1,0,39,8001,5000000,20250329,0,0,20290101,Seize Treasure,Seize Treasure,Seize Treasure,Seize Treasure,,_BAOHONG_,,city/main/icon_hydb.png,,1,{maxGainTimes=5},0,,,,{awards=<{rmb=100};{5000=20};{930=20};{502=1};{902=5};{503=2};{gold=300000};{501=1};{519=1};{520=1}>},{awards=<{rmb=100};{5000=20};{930=20};{502=1};{902=5};{503=2};{gold=300000};{501=1};{519=1};{520=1}>},1,,,,1,,,
20079,1,0,33,23217,5000000,20250329,0,0,20290101,Imprint Gift Package,Imprint Gift Package,Imprint Gift Package,Imprint Gift Package,1,,,,,1,,0,,,,,,1,,,,16,,,
35001,1,0,4,4213,5000000,20250329,0,0,20290101,Daily Recharge「980NB」,Daily Recharge「980NB」,Daily Recharge「980NB」,Daily Recharge「980NB」,2,_BAOHONG_,,,,1,,4,,,,{hero=activity/recharge_gift/icon_gift2.png},{hero=activity/recharge_gift/icon_gift2.png},,"During the event, recharge for 5 consecutive days to receive the target reward.  ",ในช่วงเวลากิจกรรม เติมเงินต่อเนื่อง 5 วัน即可รับรางวัลเป้าหมาย  ,,20,,,
40000,4,0,98,1000,5000000,20250329,0,0,20290101,Theme Hero,Theme Hero,Theme Hero,Theme Hero,2,_BAOHONG_,,city/main/icon_xdss.png,,1,{card=572},4,,,,{res=activity/star_upgrade/bg_lkz.png;isShowCountDown=false},{res=activity/star_upgrade/bg_lkz.png;isShowCountDown=false},2,,,,15,,,
40001,1,0,5,,5000000,20250329,0,0,20290101,,,,,,,,,,1,{RMB1=260;Qualify=1;RMB10=2480},0,,,,{limitId=1;priviewId=80},{limitId=1;priviewId=80},-1,,,,20,,,
40002,1,0,8,,5000000,20250329,0,0,20290101,Time-Limited Ninja Billboard,Time-Limited Ninja Billboard,Time-Limited Ninja Billboard,Time-Limited Ninja Billboard,,,,,,,,0,,,,{res=config/poster/img_limithero_1.png},{res=config/poster/img_limithero_1.png},-1,,,,1,,,
40003,1,0,33,23240,5000000,20250329,0,0,20290101,Time-Limited Draw Gift Package,Time-Limited Draw Gift Package,Time-Limited Draw Gift Package,Time-Limited Draw Gift Package,1,,,,,1,,0,,,,,,1,,,,10,,,
40011,1,0,5,,5000000,20250329,0,0,20290101,,,,,,,,,,1,{RMB1=260;Qualify=1;RMB10=2480},0,,,,{limitId=2;priviewId=81},{limitId=2;priviewId=81},-1,,,,20,,,
40012,1,0,8,,5000000,20250329,0,0,20290101,Time-Limited Ninja Poster,Time-Limited Ninja Poster,Time-Limited Ninja Poster,Time-Limited Ninja Poster,,,,,,,,0,,,,{res=config/poster/img_limithero_2.png},{res=config/poster/img_limithero_2.png},-1,,,,1,,,
40013,1,0,33,23241,5000000,20250329,0,0,20290101,Time-Limited Draw Gift Package,Time-Limited Draw Gift Package,Time-Limited Draw Gift Package,Time-Limited Draw Gift Package,1,,,,,1,,0,,,,,,1,,,,10,,,
40021,1,0,5,,5000000,20250329,0,0,20290101,,,,,,,,,,1,{RMB1=260;Qualify=1;RMB10=2480},0,,,,{limitId=3;priviewId=82},{limitId=3;priviewId=82},-1,,,,20,,,
40022,1,0,8,,5000000,20250329,0,0,20290101,Time-Limited Ninja Billboard,Time-Limited Ninja Billboard,Time-Limited Ninja Billboard,Time-Limited Ninja Billboard,,,,,,,,0,,,,{res=config/poster/img_limithero_3.png},{res=config/poster/img_limithero_3.png},-1,,,,1,,,
40023,1,0,33,23242,5000000,20250329,0,0,20290101,Limited Draw Gift Package,Limited Draw Gift Package,Limited Draw Gift Package,Limited Draw Gift Package,1,,,,,1,,0,,,,,,1,,,,10,,,
40031,1,0,5,,5000000,20250329,0,0,20290101,,,,,,,,,,1,{RMB1=260;Qualify=1;RMB10=2480},0,,,,{limitId=4;priviewId=83},{limitId=4;priviewId=83},-1,,,,20,,,
40032,1,0,8,,5000000,20250329,0,0,20290101,Limited Ninja Poster,Limited Ninja Poster,Limited Ninja Poster,Limited Ninja Poster,,,,,,,,0,,,,{res=config/poster/img_limithero_4.png},{res=config/poster/img_limithero_4.png},-1,,,,1,,,
40033,1,0,33,23243,5000000,20250329,0,0,20290101,Limited Draw Gift Package,Limited Draw Gift Package,Limited Draw Gift Package,Limited Draw Gift Package,1,,,,,1,,0,,,,,,1,,,,10,,,
40041,1,0,5,,5000000,20250329,0,0,20290101,,,,,,,,,,1,{RMB1=260;Qualify=1;RMB10=2480},0,,,,{limitId=1;priviewId=80},{limitId=1;priviewId=80},-1,,,,20,,,
40042,1,0,8,,5000000,20250329,0,0,20290101,Time-Limited Ninja Poster,Time-Limited Ninja Poster,Time-Limited Ninja Poster,Time-Limited Ninja Poster,,,,,,,,0,,,,{res=config/poster/img_limithero_1.png},{res=config/poster/img_limithero_1.png},-1,,,,1,,,
40043,1,0,33,23240,5000000,20250329,0,0,20290101,Time-Limited Draw Gift Package,Time-Limited Draw Gift Package,Time-Limited Draw Gift Package,Time-Limited Draw Gift Package,1,,,,,1,,0,,,,,,1,,,,10,,,
40051,1,0,5,,5000000,20250329,0,0,20290101,,,,,,,,,,1,{RMB1=260;Qualify=1;RMB10=2480},0,,,,{limitId=2;priviewId=81},{limitId=2;priviewId=81},-1,,,,20,,,
40052,1,0,8,,5000000,20250329,0,0,20290101,Time-Limited Ninja Poster,Time-Limited Ninja Poster,Time-Limited Ninja Poster,Time-Limited Ninja Poster,,,,,,,,0,,,,{res=config/poster/img_limithero_2.png},{res=config/poster/img_limithero_2.png},-1,,,,1,,,
40053,1,0,33,23241,5000000,20250329,0,0,20290101,Limited Card Draw Package,Limited Card Draw Package,Limited Card Draw Package,Limited Card Draw Package,1,,,,,1,,0,,,,,,1,,,,10,,,
40061,1,0,5,,5000000,20250329,0,0,20290101,,,,,,,,,,1,{RMB1=260;Qualify=1;RMB10=2480},0,,,,{limitId=3;priviewId=82},{limitId=3;priviewId=82},-1,,,,20,,,
40062,1,0,8,,5000000,20250329,0,0,20290101,Limited Time Ninja Poster,Limited Time Ninja Poster,Limited Time Ninja Poster,Limited Time Ninja Poster,,,,,,,,0,,,,{res=config/poster/img_limithero_3.png},{res=config/poster/img_limithero_3.png},-1,,,,1,,,
40063,1,0,33,23242,5000000,20250329,0,0,20290101,Limited Time Draw Gift Pack,Limited Time Draw Gift Pack,Limited Time Draw Gift Pack,Limited Time Draw Gift Pack,1,,,,,1,,0,,,,,,1,,,,10,,,
40071,1,0,5,,5000000,20250329,0,0,20290101,,,,,,,,,,1,{RMB1=260;Qualify=1;RMB10=2480},0,,,,{limitId=4;priviewId=83},{limitId=4;priviewId=83},-1,,,,20,,,
40072,1,0,8,,5000000,20250329,0,0,20290101,Ninja Time Poster,Ninja Time Poster,Ninja Time Poster,Ninja Time Poster,,,,,,,,0,,,,{res=config/poster/img_limithero_4.png},{res=config/poster/img_limithero_4.png},-1,,,,1,,,
40073,1,0,33,23243,5000000,20250329,0,0,20290101,Limited Card Draw Pack,Limited Card Draw Pack,Limited Card Draw Pack,Limited Card Draw Pack,1,,,,,1,,0,,,,,,1,,,,10,,,
42001,6,1,43,1001,336,20250329,0,0,20290101,DarkTide,DarkTide,DarkTide,DarkTide,,TEST,,city/main/icon_jltz.png,,,{buyDay=14;recharge=111},3,,,<0;14>,{titleRes=city/main/icon_jltz.png;scale=2.4;unitID=574;titleText=EVENT-GAME;isShowCountDown= true},{titleRes=city/main/icon_jltz.png;scale=2.4;unitID=574;titleText=CrossAnime;isShowCountDown= true},6,,,,1,,,
42002,6,1,43,1002,336,20250329,0,0,20290101,Twin Angels,Twin Angels,Twin Angels,Twin Angels,,TEST,,city/main/icon_jltz.png,,,{buyDay=14;recharge=111},3,,,<0;14>,{titleRes=city/main/icon_jltz.png;scale=2.4;unitID=1951;titleText=EVENT-GAME;isShowCountDown= true},{titleRes=city/main/icon_jltz.png;scale=2.4;unitID=1951;titleText=CrossAnime;isShowCountDown= true},6,,,,2,,,
42003,6,0,43,1003,336,20250329,0,0,20290101,Kendo Dominance,Kendo Dominance,Kendo Dominance,Kendo Dominance,,TEST,,city/main/icon_jltz.png,,,{buyDay=7;recharge=112},3,,,<0;14>,{titleRes=city/main/icon_jltz.png;scale=2.4;unitID=1313;titleText=EVENT-GAME;isShowCountDown= true},{titleRes=city/main/icon_jltz.png;scale=2.4;unitID=1313;titleText=CrossAnime;isShowCountDown= true},6,,,,3,,,
