VariableName,huodongID,daySum,themeType,themeName,themeName_en,themeName_th,themeName_in,themeName_ph,themeName_ma,themeName_vn,tabIndex,tabName,tabName_vn,tabName_en,tabName_th,tabName_in,tabName_ph,tabName_ma,countType,taskType,taskParam,taskSpecialParam,desc,desc_tw,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma,award,costMap,priceShow,buyMax
10404,12002,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,1,成长之路,Con đường phiêu lưu,Adventure Road,เส้นทางผจญภัย,Jalan Petualangan,Landas ng Pakikipagsapalaran,Laluan Pengembaraan,,77,100010,,成长之路通关第10关,,Vượt Tháp vô tận cấp 10,Clear Endless Tower Floor 10  ,ผ่านด่านหอคอยไม่สิ้นสุด ชั้นที่ 10  ,Selesaikan Lantai 10 Menara Tanpa Akhir  ,Tapusin ang Antas 10 ng Walang-hanggang Tore  ,Tamatkan Menara Tanpa Henti Aras 10  ,{451=20;6109=1;2102=2;rmb=20},,,
10405,12002,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,1,成长之路,Con đường phiêu lưu,Adventure Road,เส้นทางผจญภัย,Jalan Petualangan,Landas ng Pakikipagsapalaran,Laluan Pengembaraan,,77,100020,,成长之路通关第20关,,Vượt Tháp vô tận cấp 20,Clear Endless Tower Floor 20  ,ผ่านด่านหอคอยไม่สิ้นสุด ชั้นที่ 20  ,Selesaikan Lantai 20 Menara Tanpa Akhir  ,Tapusin ang Antas 20 ng Walang-hanggang Tore  ,Tamatkan Menara Tanpa Henti Aras 20  ,{451=30;6109=1;2102=2;rmb=30},,,
10406,12002,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,1,成长之路,Con đường phiêu lưu,Adventure Road,เส้นทางผจญภัย,Jalan Petualangan,Landas ng Pakikipagsapalaran,Laluan Pengembaraan,,77,100030,,成长之路通关第30关,,Vượt Tháp vô tận cấp 30,Clear Endless Tower Floor 30  ,ผ่านด่านหอคอยไม่สิ้นสุด ชั้นที่ 30  ,Selesaikan Lantai 30 Menara Tanpa Akhir  ,Tapusin ang Antas 30 ng Walang-hanggang Tore  ,Tamatkan Menara Tanpa Henti Aras 30  ,{451=40;6109=1;2102=2;rmb=40},,,
10407,12002,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,1,成长之路,Con đường phiêu lưu,Adventure Road,เส้นทางผจญภัย,Jalan Petualangan,Landas ng Pakikipagsapalaran,Laluan Pengembaraan,,77,100035,,成长之路通关第35关,,Vượt Tháp vô tận cấp 35,Clear Endless Tower Floor 35  ,ผ่านด่านหอคอยไม่สิ้นสุด ชั้นที่ 35  ,Selesaikan Lantai 35 Menara Tanpa Akhir  ,Tapusin ang Antas 35 ng Walang-hanggang Tore  ,Tamatkan Menara Tanpa Henti Aras 35  ,{451=50;6109=1;2102=2;rmb=50},,,
10408,12002,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,1,成长之路,Con đường phiêu lưu,Adventure Road,เส้นทางผจญภัย,Jalan Petualangan,Landas ng Pakikipagsapalaran,Laluan Pengembaraan,,77,100040,,成长之路通关第40关,,Vượt Tháp vô tận cấp 40,Clear Endless Tower Floor 40  ,ผ่านด่านหอคอยไม่สิ้นสุด ชั้นที่ 40  ,Selesaikan Lantai 40 Menara Tanpa Akhir  ,Tapusin ang Antas 40 ng Walang-hanggang Tore  ,Tamatkan Menara Tanpa Henti Aras 40  ,{451=60;6109=1;2102=2;rmb=60},,,
10409,12002,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,1,成长之路,Con đường phiêu lưu,Adventure Road,เส้นทางผจญภัย,Jalan Petualangan,Landas ng Pakikipagsapalaran,Laluan Pengembaraan,,77,100045,,成长之路通关第45关,,Vượt Tháp vô tận cấp 45,Clear Endless Tower Floor 45  ,ผ่านด่านหอคอยไม่สิ้นสุด ชั้นที่ 45  ,Selesaikan Lantai 45 Menara Tanpa Akhir  ,Tapusin ang Antas 45 ng Walang-hanggang Tore  ,Tamatkan Menara Tanpa Henti Aras 45  ,{451=70;6109=1;2102=2;rmb=70},,,
10410,12002,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,1,成长之路,Con đường phiêu lưu,Adventure Road,เส้นทางผจญภัย,Jalan Petualangan,Landas ng Pakikipagsapalaran,Laluan Pengembaraan,,77,100050,,成长之路通关第50关,,Vượt Tháp vô tận cấp 50,Clear Endless Tower Floor 50  ,ผ่านด่านหอคอยไม่สิ้นสุด ชั้นที่ 50  ,Selesaikan Lantai 50 Menara Tanpa Akhir  ,Tapusin ang Antas 50 ng Walang-hanggang Tore  ,Tamatkan Menara Tanpa Henti Aras 50  ,{451=80;6109=1;2102=2;rmb=80},,,
10411,12002,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,1,成长之路,Con đường phiêu lưu,Adventure Road,เส้นทางผจญภัย,Jalan Petualangan,Landas ng Pakikipagsapalaran,Laluan Pengembaraan,,77,100055,,成长之路通关第55关,,Vượt Tháp vô tận cấp 55,Clear Endless Tower Floor 55  ,ผ่านด่านหอคอยไม่สิ้นสุด ชั้นที่ 55  ,Selesaikan Lantai 55 Menara Tanpa Akhir  ,Tapusin ang Antas 55 ng Walang-hanggang Tore  ,Tamatkan Menara Tanpa Henti Aras 55  ,{451=90;6109=1;2102=2;rmb=90},,,
10412,12002,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,1,成长之路,Con đường phiêu lưu,Adventure Road,เส้นทางผจญภัย,Jalan Petualangan,Landas ng Pakikipagsapalaran,Laluan Pengembaraan,,77,100060,,成长之路通关第60关,,Vượt Tháp vô tận cấp 60,Clear Endless Tower Floor 60  ,ผ่านด่านหอคอยไม่สิ้นสุด ชั้นที่ 60  ,Selesaikan Lantai 60 Menara Tanpa Akhir  ,Tapusin ang Antas 60 ng Walang-hanggang Tore  ,Tamatkan Menara Tanpa Henti Aras 60  ,{451=100;6109=1;2102=2;rmb=100},,,
10413,12002,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,2,成长培养,Bồi dưỡng Hero,Hero Training,ฝึกฝนนินจา,Latihan Hero,Pagsasanay ng Hero,Latihan Hero,,89,50,,培养50次,,Bồi dưỡng 50 lần,Train 50 Times  ,ฝึกฝน 50 ครั้ง  ,Latihan 50 Kali  ,Mag-train ng 50 Beses  ,Latih 50 Kali  ,{6109=1;452=10;451=5;gold=50000},,,
10414,12002,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,2,成长培养,Bồi dưỡng Hero,Hero Training,ฝึกฝนนินจา,Latihan Hero,Pagsasanay ng Hero,Latihan Hero,,89,100,,培养100次,,Bồi dưỡng 100 lần,Train 100 Times  ,ฝึกฝน 100 ครั้ง  ,Latihan 100 Kali  ,Mag-train ng 100 Beses  ,Latih 100 Kali  ,{6109=1;452=15;451=10;gold=50000},,,
10415,12002,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,2,成长培养,Bồi dưỡng Hero,Hero Training,ฝึกฝนนินจา,Latihan Hero,Pagsasanay ng Hero,Latihan Hero,,89,150,,培养150次,,Bồi dưỡng 150 lần,Train 150 Times  ,ฝึกฝน 150 ครั้ง  ,Latihan 150 Kali  ,Mag-train ng 150 Beses  ,Latih 150 Kali  ,{6109=1;452=20;451=15;gold=50000},,,
10416,12002,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,2,成长培养,Bồi dưỡng Hero,Hero Training,ฝึกฝนนินจา,Latihan Hero,Pagsasanay ng Hero,Latihan Hero,,89,200,,培养200次,,Bồi dưỡng 200 lần,Train 200 Times  ,ฝึกฝน 200 ครั้ง  ,Latihan 200 Kali  ,Mag-train ng 200 Beses  ,Latih 200 Kali  ,{6109=1;452=25;451=20;gold=60000},,,
10417,12002,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,2,成长培养,Bồi dưỡng Hero,Hero Training,ฝึกฝนนินจา,Latihan Hero,Pagsasanay ng Hero,Latihan Hero,,89,250,,培养250次,,Bồi dưỡng 250 lần,Train 250 Times  ,ฝึกฝน 250 ครั้ง  ,Latihan 250 Kali  ,Mag-train ng 250 Beses  ,Latih 250 Kali  ,{6109=1;452=30;451=30;gold=700000},,,
10418,12002,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,2,成长培养,Bồi dưỡng Hero,Hero Training,ฝึกฝนนินจา,Latihan Hero,Pagsasanay ng Hero,Latihan Hero,,89,300,,培养300次,,Bồi dưỡng 300 lần,Train 300 Times  ,ฝึกฝน 300 ครั้ง  ,Latihan 300 Kali  ,Mag-train ng 300 Beses  ,Latih 300 Kali  ,{6109=1;452=35;451=35;gold=80000},,,
10419,12002,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,2,成长培养,Bồi dưỡng Hero,Hero Training,ฝึกฝนนินจา,Latihan Hero,Pagsasanay ng Hero,Latihan Hero,,89,350,,培养350次,,Bồi dưỡng 350 lần,Train 350 Times  ,ฝึกฝน 350 ครั้ง  ,Latihan 350 Kali  ,Mag-train ng 350 Beses  ,Latih 350 Kali  ,{6109=1;452=40;451=40;gold=90000},,,
10420,12002,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,2,成长培养,Bồi dưỡng Hero,Hero Training,ฝึกฝนนินจา,Latihan Hero,Pagsasanay ng Hero,Latihan Hero,,89,400,,培养400次,,Bồi dưỡng 400 lần,Train 400 Times  ,ฝึกฝน 400 ครั้ง  ,Latihan 400 Kali  ,Mag-train ng 400 Beses  ,Latih 400 Kali  ,{6109=1;452=50;451=50;gold=100000},,,
10421,12002,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,3,限时折扣,Giảm giá hạn giờ,Limited-Time Discount,ส่วนลดเวลาจำกัด,Diskon Waktu Terbatas,Diskwento sa Limitadong Oras,Diskaun Masa Terhad,3,72,,,限时折扣,,Giảm giá hạn giờ,Limited-time Discount  ,ส่วนลดจำกัดเวลา  ,Diskon Terbatas  ,Diskwento sa Limitadong Oras  ,Diskaun Masa Terhad  ,{451=200;452=100;500=1},{rmb=680},{rmb=2000},
10501,12002,6,5,Day 6,Day 6,วันที่ 6,Hari ke-6,Araw 6,Hari 6,Ngày 6,,每日福利,Thưởng hàng ngày,Daily Reward,รางวัลรายวัน,Hadiah Harian,Araw-araw na Gantimpala,Ganjaran Harian,,15,6,,每日登录豪礼,,Đăng nhập hàng ngày,Daily Login  ,ล็อกอินรายวัน  ,Login Harian  ,Araw-araw na Pag-login  ,Log Masuk Harian  ,{13=20;gold=20000;950=3;rmb=50},,,
10502,12002,6,5,Day 6,Day 6,วันที่ 6,Hari ke-6,Araw 6,Hari 6,Ngày 6,,每日福利,Thưởng hàng ngày,Daily Reward,รางวัลรายวัน,Hadiah Harian,Araw-araw na Gantimpala,Ganjaran Harian,,1,42,,等级达到42,,Đạt cấp 42,Reach Level 42  ,ถึงเลเวล 42  ,Capai Level 42  ,Maabot ang Antas 42  ,Capai Tahap 42  ,{gold=10000;rmb=50;12=20;521=1},,,
10503,12002,6,5,Day 6,Day 6,วันที่ 6,Hari ke-6,Araw 6,Hari 6,Ngày 6,,每日福利,Thưởng hàng ngày,Daily Reward,รางวัลรายวัน,Hadiah Harian,Araw-araw na Gantimpala,Ganjaran Harian,,22,15000,,累积充值15000元宝,,Mua tổng cộng 15000 Kim cương,Total 15000 Diamonds Purchased  ,ซื้อเพชรรวม 15000 เพชร  ,Total 15000 Berlian Dibeli  ,Kabuuang 15000 Diamante ang Binili  ,Jumlah 15000 Berlian Dibeli  ,{6050=1;12=10;519=10;gold=50000},,,
10504,12002,6,5,Day 6,Day 6,วันที่ 6,Hari ke-6,Araw 6,Hari 6,Ngày 6,1,暗部特训积分,Điểm Aether Paradise,Aether Paradise Points,แต้มแดนสวรรค์อีเธอร์,Poin Aether Paradise,Puntos ng Aether Paradise,Mata Aether Paradise,,63,3000,,暗部特训积分达到3000,,Đạt được 3000 điểm trong Aether Paradise,Reach 3000 Points in Aether Paradise  ,ได้รับ 3000 คะแนนใน Aether Paradise  ,Capai 3000 Poin di Aether Paradise  ,Makamit ang 3000 Puntos sa Aether Paradise  ,Capai 3000 Mata dalam Aether Paradise  ,{coin2=100;12=10;6109=1;601=1},,,
10505,12002,6,5,Day 6,Day 6,วันที่ 6,Hari ke-6,Araw 6,Hari 6,Ngày 6,1,暗部特训积分,Điểm Aether Paradise,Aether Paradise Points,แต้มแดนสวรรค์อีเธอร์,Poin Aether Paradise,Puntos ng Aether Paradise,Mata Aether Paradise,,63,6000,,暗部特训积分达到6000,,Đạt được 6000 điểm trong Aether Paradise,Reach 6000 Points in Aether Paradise  ,ได้รับ 6000 คะแนนใน Aether Paradise  ,Capai 6000 Poin di Aether Paradise  ,Makamit ang 6000 Puntos sa Aether Paradise  ,Capai 6000 Mata dalam Aether Paradise  ,{coin2=200;12=10;6109=1;601=2},,,
10506,12002,6,5,Day 6,Day 6,วันที่ 6,Hari ke-6,Araw 6,Hari 6,Ngày 6,1,暗部特训积分,Điểm Aether Paradise,Aether Paradise Points,แต้มแดนสวรรค์อีเธอร์,Poin Aether Paradise,Puntos ng Aether Paradise,Mata Aether Paradise,,63,10000,,暗部特训积分达到10000,,Đạt được 10000 điểm trong Aether Paradise,Reach 10000 Points in Aether Paradise  ,ได้รับ 10000 คะแนนใน Aether Paradise  ,Capai 10000 Poin di Aether Paradise  ,Makamit ang 10000 Puntos sa Aether Paradise  ,Capai 10000 Mata dalam Aether Paradise  ,{coin2=300;12=10;6109=1;601=3},,,
10507,12002,6,5,Day 6,Day 6,วันที่ 6,Hari ke-6,Araw 6,Hari 6,Ngày 6,1,暗部特训积分,Điểm Aether Paradise,Aether Paradise Points,แต้มแดนสวรรค์อีเธอร์,Poin Aether Paradise,Puntos ng Aether Paradise,Mata Aether Paradise,,63,15000,,暗部特训积分达到15000,,Đạt được 15000 điểm trong Aether Paradise,Reach 15000 Points in Aether Paradise  ,ได้รับ 15000 คะแนนใน Aether Paradise  ,Capai 15000 Poin di Aether Paradise  ,Makamit ang 15000 Puntos sa Aether Paradise  ,Capai 15000 Mata dalam Aether Paradise  ,{coin2=400;12=20;6109=1;601=4},,,
10508,12002,6,5,Day 6,Day 6,วันที่ 6,Hari ke-6,Araw 6,Hari 6,Ngày 6,1,暗部特训积分,Điểm Aether Paradise,Aether Paradise Points,แต้มแดนสวรรค์อีเธอร์,Poin Aether Paradise,Puntos ng Aether Paradise,Mata Aether Paradise,,63,20000,,暗部特训积分达到20000,,Đạt được 2000 điểm trong Aether Paradise,Reach 20000 Points in Aether Paradise  ,ได้รับ 20000 คะแนนใน Aether Paradise  ,Capai 20000 Poin di Aether Paradise  ,Makamit ang 20000 Puntos sa Aether Paradise  ,Capai 20000 Mata dalam Aether Paradise  ,{coin2=500;12=20;6109=1;601=5},,,
10509,12002,6,5,Day 6,Day 6,วันที่ 6,Hari ke-6,Araw 6,Hari 6,Ngày 6,1,暗部特训积分,Điểm Aether Paradise,Aether Paradise Points,แต้มแดนสวรรค์อีเธอร์,Poin Aether Paradise,Puntos ng Aether Paradise,Mata Aether Paradise,,63,30000,,暗部特训积分达到30000,,Đạt được 30000 điểm trong Aether Paradise,Reach 30000 Points in Aether Paradise  ,ได้รับ 30000 คะแนนใน Aether Paradise  ,Capai 30000 Poin di Aether Paradise  ,Makamit ang 30000 Puntos sa Aether Paradise  ,Capai 30000 Mata dalam Aether Paradise  ,{coin2=800;12=20;6109=1;601=6},,,
10510,12002,6,5,Day 6,Day 6,วันที่ 6,Hari ke-6,Araw 6,Hari 6,Ngày 6,1,暗部特训积分,Điểm Aether Paradise,Aether Paradise Points,แต้มแดนสวรรค์อีเธอร์,Poin Aether Paradise,Puntos ng Aether Paradise,Mata Aether Paradise,,63,50000,,暗部特训积分达到50000,,Đạt được 50000 điểm trong Aether Paradise,Reach 50000 Points in Aether Paradise  ,ได้รับ 50000 คะแนนใน Aether Paradise  ,Capai 50000 Poin di Aether Paradise  ,Makamit ang 50000 Puntos sa Aether Paradise  ,Capai 50000 Mata dalam Aether Paradise  ,{coin2=1500;12=30;6109=1;601=7},,,
10511,12002,6,5,Day 6,Day 6,วันที่ 6,Hari ke-6,Araw 6,Hari 6,Ngày 6,1,暗部特训积分,Điểm Aether Paradise,Aether Paradise Points,แต้มแดนสวรรค์อีเธอร์,Poin Aether Paradise,Puntos ng Aether Paradise,Mata Aether Paradise,,63,100000,,暗部特训积分达到100000,,Đạt được 100000 điểm trong thiên Aether Paradise,Reach 100000 points in Aether Paradise  ,ได้รับ 100000 คะแนนใน Aether Paradise  ,Capai 100000 poin di Aether Paradise  ,Maabot ang 100000 puntos sa Aether Paradise  ,Capai 100000 mata dalam Aether Paradise  ,{coin2=3000;12=50;6109=1;601=8},,,
10512,12002,6,5,Day 6,Day 6,วันที่ 6,Hari ke-6,Araw 6,Hari 6,Ngày 6,2,暗部特训数量,Tầng Aether Paradise,Aether Paradise Floor,ชั้นแดนสวรรค์อีเธอร์,Lantai Aether Paradise,Palapag ng Aether Paradise,Lantai Aether Paradise,,60,30,,暗部特训通过30个特训,,Vượt 30 phòng ở Aether Paradise,Clear 30 rooms in Aether Paradise  ,ผ่าน 30 ห้องใน Aether Paradise  ,Selesaikan 30 ruangan di Aether Paradise  ,Lusutan ang 30 kuwarto sa Aether Paradise  ,Tamatkan 30 bilik dalam Aether Paradise  ,{gold=10000;4000=30;6109=1;601=9},,,
10513,12002,6,5,Day 6,Day 6,วันที่ 6,Hari ke-6,Araw 6,Hari 6,Ngày 6,2,暗部特训数量,Tầng Aether Paradise,Aether Paradise Floor,ชั้นแดนสวรรค์อีเธอร์,Lantai Aether Paradise,Palapag ng Aether Paradise,Lantai Aether Paradise,,60,60,,暗部特训通过60个特训,,Vượt 60 phòng ở Aether Paradise,Clear 60 rooms in Aether Paradise  ,ผ่าน 60 ห้องใน Aether Paradise  ,Selesaikan 60 ruangan di Aether Paradise  ,Lusutan ang 60 kuwarto sa Aether Paradise  ,Tamatkan 60 bilik dalam Aether Paradise  ,{gold=20000;4000=30;6109=1;601=10},,,
10514,12002,6,5,Day 6,Day 6,วันที่ 6,Hari ke-6,Araw 6,Hari 6,Ngày 6,2,暗部特训数量,Tầng Aether Paradise,Aether Paradise Floor,ชั้นแดนสวรรค์อีเธอร์,Lantai Aether Paradise,Palapag ng Aether Paradise,Lantai Aether Paradise,,60,100,,暗部特训通过100个特训,,Vượt 100 phòng ở Aether Paradise,Clear 100 rooms in Aether Paradise  ,ผ่าน 100 ห้องใน Aether Paradise  ,Selesaikan 100 ruangan di Aether Paradise  ,Lusutan ang 100 kuwarto sa Aether Paradise  ,Tamatkan 100 bilik dalam Aether Paradise  ,{gold=30000;4000=30;6109=1;601=10},,,
10515,12002,6,5,Day 6,Day 6,วันที่ 6,Hari ke-6,Araw 6,Hari 6,Ngày 6,2,暗部特训数量,Tầng Aether Paradise,Aether Paradise Floor,ชั้นแดนสวรรค์อีเธอร์,Lantai Aether Paradise,Palapag ng Aether Paradise,Lantai Aether Paradise,,60,150,,暗部特训通过150个特训,,Vượt 150 phòng ở Aether Paradise,Clear 150 rooms in Aether Paradise  ,ผ่าน 150 ห้องใน Aether Paradise  ,Selesaikan 150 ruangan di Aether Paradise  ,Lusutan ang 150 kuwarto sa Aether Paradise  ,Tamatkan 150 bilik dalam Aether Paradise  ,{gold=40000;4000=40;6109=1;601=10},,,
10516,12002,6,5,Day 6,Day 6,วันที่ 6,Hari ke-6,Araw 6,Hari 6,Ngày 6,2,暗部特训数量,Tầng Aether Paradise,Aether Paradise Floor,ชั้นแดนสวรรค์อีเธอร์,Lantai Aether Paradise,Palapag ng Aether Paradise,Lantai Aether Paradise,,60,200,,暗部特训通过200个特训,,Vượt 200 phòng ở Aether Paradise,Clear 200 rooms in Aether Paradise  ,ผ่าน 200 ห้องใน Aether Paradise  ,Selesaikan 200 ruangan di Aether Paradise  ,Lusutan ang 200 kuwarto sa Aether Paradise  ,Tamatkan 200 bilik dalam Aether Paradise  ,{gold=50000;4000=40;6109=1;601=10},,,
10517,12002,6,5,Day 6,Day 6,วันที่ 6,Hari ke-6,Araw 6,Hari 6,Ngày 6,2,暗部特训数量,Tầng Aether Paradise,Aether Paradise Floor,ชั้นแดนสวรรค์อีเธอร์,Lantai Aether Paradise,Palapag ng Aether Paradise,Lantai Aether Paradise,,60,300,,暗部特训通过300个特训,,Vượt 300 phòng ở Aether Paradise,Clear 300 rooms in Aether Paradise  ,ผ่าน 300 ห้องใน Aether Paradise  ,Selesaikan 300 ruangan di Aether Paradise  ,Lusutan ang 300 kuwarto sa Aether Paradise  ,Tamatkan 300 bilik dalam Aether Paradise  ,{520=1;4000=40;6109=1},,,
10518,12002,6,5,Day 6,Day 6,วันที่ 6,Hari ke-6,Araw 6,Hari 6,Ngày 6,3,限时折扣,Giảm giá hạn giờ,Limited-Time Discount,ส่วนลดเวลาจำกัด,Diskon Waktu Terbatas,Diskwento sa Limitadong Oras,Diskaun Masa Terhad,3,72,,,限时折扣,,Giảm giá hạn giờ,Limited-time Discount  ,ส่วนลดจำกัดเวลา  ,Diskon Waktu Terbatas  ,Limitadong Diskwento  ,Diskaun Terhad Masa  ,{talent_point=8;502=1;500=1},{rmb=400},{rmb=2000},
10601,12002,7,6,Day 7,Day 7,วันที่ 7,Hari ke-7,Araw 7,Hari 7,Ngày 7,,每日福利,Thưởng hàng ngày,Daily Reward,รางวัลรายวัน,Hadiah Harian,Araw-araw na Gantimpala,Ganjaran Harian,,15,7,,每日登录豪礼,,Đăng nhập hàng ngày,Daily Login  ,ล็อกอินรายวัน  ,Login Harian  ,Araw-araw na Pag-login  ,Log Masuk Harian  ,{13=20;gold=30000;2103=2;rmb=100},,,
10602,12002,7,6,Day 7,Day 7,วันที่ 7,Hari ke-7,Araw 7,Hari 7,Ngày 7,,每日福利,Thưởng hàng ngày,Daily Reward,รางวัลรายวัน,Hadiah Harian,Araw-araw na Gantimpala,Ganjaran Harian,,1,45,,等级达到45,,Đạt cấp 45,Reach Level 45  ,ถึงเลเวล 45  ,Capai Level 45  ,Maabot ang Antas 45  ,Capai Tahap 45  ,{gold=10000;rmb=50;12=20;2103=5},,,
